locus_tag	ftype	length_bp	gene	EC_number	COG	product
OAIABADF_00001	CDS	972	rfbB	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
OAIABADF_00002	CDS	1002				hypothetical protein
OAIABADF_00003	CDS	267				hypothetical protein
OAIABADF_00004	CDS	303	flK	3.1.2.29	COG5496	Fluoroacetyl-CoA thioesterase
OAIABADF_00005	CDS	261				hypothetical protein
OAIABADF_00006	CDS	483	cinA		COG1058	CinA-like protein
OAIABADF_00007	CDS	132				hypothetical protein
OAIABADF_00008	CDS	405				hypothetical protein
OAIABADF_00009	CDS	984	tdcB	4.3.1.19		L-threonine dehydratase catabolic TdcB
OAIABADF_00010	CDS	342				hypothetical protein
OAIABADF_00011	CDS	1164	acdA	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
OAIABADF_00012	CDS	789		4.2.1.150	COG1024	Crotonyl-CoA hydratase
OAIABADF_00013	CDS	516				hypothetical protein
OAIABADF_00014	CDS	768				hypothetical protein
OAIABADF_00015	CDS	921	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
OAIABADF_00016	CDS	165	lysW			Alpha-aminoadipate carrier protein LysW
OAIABADF_00017	CDS	885	lysX_1	6.3.2.43	COG0189	Alpha-aminoadipate--LysW ligase LysX
OAIABADF_00018	CDS	768	lysX_2	6.3.2.43	COG0189	Alpha-aminoadipate--LysW ligase LysX
OAIABADF_00019	CDS	1332	pqqE_1	1.21.98.4		PqqA peptide cyclase
OAIABADF_00020	CDS	816				hypothetical protein
OAIABADF_00021	CDS	1227	lysN_1	2.6.1.39	COG1167	2-aminoadipate transaminase
OAIABADF_00022	CDS	288				hypothetical protein
OAIABADF_00023	CDS	669				hypothetical protein
OAIABADF_00024	CDS	288				hypothetical protein
OAIABADF_00025	CDS	1113	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
OAIABADF_00026	CDS	684				hypothetical protein
OAIABADF_00027	CDS	840	prmC	2.1.1.297		Release factor glutamine methyltransferase
OAIABADF_00028	CDS	1089	prfA		COG0216	Peptide chain release factor 1
OAIABADF_00029	CDS	603	tmung	3.2.2.27	COG1573	Type-4 uracil-DNA glycosylase
OAIABADF_00030	CDS	633				hypothetical protein
OAIABADF_00031	CDS	666	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
OAIABADF_00032	CDS	522	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
OAIABADF_00033	CDS	843	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
OAIABADF_00034	CDS	2073	fusA		COG0480	Elongation factor G
OAIABADF_00035	CDS	540	wbiB	5.1.3.25		dTDP-L-rhamnose 4-epimerase
OAIABADF_00036	CDS	210				hypothetical protein
OAIABADF_00037	CDS	1905	dnaK_1		COG0443	Chaperone protein DnaK
