locus_tag	ftype	length_bp	gene	EC_number	COG	product
GMHGNHLA_00001	CDS	693				hypothetical protein
GMHGNHLA_00002	CDS	177				hypothetical protein
GMHGNHLA_00003	CDS	504		2.7.4.1	COG2326	Polyphosphate:NDP phosphotransferase 1
GMHGNHLA_00004	CDS	1596				hypothetical protein
GMHGNHLA_00005	CDS	531				hypothetical protein
GMHGNHLA_00006	CDS	279				hypothetical protein
GMHGNHLA_00007	CDS	762	salL_1	2.5.1.94	COG1912	Adenosyl-chloride synthase
GMHGNHLA_00008	CDS	987			COG1702	PhoH-like protein
GMHGNHLA_00009	CDS	1248	pal_1			Peptidoglycan-associated lipoprotein
GMHGNHLA_00010	CDS	732		1.3.8.1	COG1960	Acyl-CoA dehydrogenase, short-chain specific
GMHGNHLA_00011	CDS	453				hypothetical protein
GMHGNHLA_00012	CDS	201				hypothetical protein
GMHGNHLA_00013	CDS	537				hypothetical protein
GMHGNHLA_00014	CDS	420	pal_2			Peptidoglycan-associated lipoprotein
GMHGNHLA_00015	CDS	729				hypothetical protein
GMHGNHLA_00016	CDS	804	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
GMHGNHLA_00017	CDS	285				hypothetical protein
GMHGNHLA_00018	CDS	201				hypothetical protein
GMHGNHLA_00019	CDS	522				hypothetical protein
GMHGNHLA_00020	CDS	1152	rlmL	2.1.1.173	COG0116	Ribosomal RNA large subunit methyltransferase L
GMHGNHLA_00021	CDS	441				hypothetical protein
GMHGNHLA_00022	CDS	894	pxpC	3.5.2.9	COG1984	5-oxoprolinase subunit C
GMHGNHLA_00023	CDS	2355				hypothetical protein
GMHGNHLA_00024	CDS	918	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
GMHGNHLA_00025	CDS	2838				hypothetical protein
GMHGNHLA_00026	CDS	354				hypothetical protein
GMHGNHLA_00027	CDS	651				hypothetical protein
GMHGNHLA_00028	CDS	933				TonB-dependent receptor P3
GMHGNHLA_00029	CDS	1356				hypothetical protein
GMHGNHLA_00030	CDS	687				hypothetical protein
GMHGNHLA_00031	CDS	783				hypothetical protein
GMHGNHLA_00032	CDS	576	cmk	2.7.4.25	COG0283	Cytidylate kinase
GMHGNHLA_00033	CDS	762				hypothetical protein
GMHGNHLA_00034	CDS	1932	lptD			LPS-assembly protein LptD
GMHGNHLA_00035	CDS	441				hypothetical protein
GMHGNHLA_00036	CDS	468				hypothetical protein
GMHGNHLA_00037	CDS	555				hypothetical protein
GMHGNHLA_00038	CDS	471				hypothetical protein
GMHGNHLA_00039	CDS	729	tolQ_1			Tol-Pal system protein TolQ
GMHGNHLA_00040	tRNA	80				tRNA-Ser(gga)
GMHGNHLA_00041	CDS	801				hypothetical protein
GMHGNHLA_00042	CDS	960	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
GMHGNHLA_00043	CDS	705				hypothetical protein
GMHGNHLA_00044	CDS	168				hypothetical protein
GMHGNHLA_00045	CDS	249				hypothetical protein
GMHGNHLA_00046	CDS	1620	nanM	5.1.3.24		N-acetylneuraminate epimerase
GMHGNHLA_00047	CDS	492				hypothetical protein
GMHGNHLA_00048	CDS	669				hypothetical protein
GMHGNHLA_00049	CDS	669				hypothetical protein
GMHGNHLA_00050	CDS	1371				hypothetical protein
GMHGNHLA_00051	CDS	1470				hypothetical protein
GMHGNHLA_00052	CDS	732		2.4.-.-	COG0463	putative glycosyltransferase
GMHGNHLA_00053	CDS	1176	xerC_1			Tyrosine recombinase XerC
GMHGNHLA_00054	CDS	3420	tri1	3.4.21.-	COG0793	Tricorn protease 
GMHGNHLA_00055	CDS	105				hypothetical protein
GMHGNHLA_00056	CDS	1800				hypothetical protein
GMHGNHLA_00057	CDS	1395				hypothetical protein
GMHGNHLA_00058	CDS	693				hypothetical protein
GMHGNHLA_00059	CDS	483				hypothetical protein
GMHGNHLA_00060	CDS	846				hypothetical protein
GMHGNHLA_00061	CDS	642				hypothetical protein
GMHGNHLA_00062	CDS	948				hypothetical protein
GMHGNHLA_00063	CDS	984		1.1.1.1		Alcohol dehydrogenase
GMHGNHLA_00064	CDS	492				hypothetical protein
GMHGNHLA_00065	CDS	153				hypothetical protein
GMHGNHLA_00066	CDS	1500	gap2	1.2.1.-		Glyceraldehyde-3-phosphate dehydrogenase-like protein
GMHGNHLA_00067	CDS	870	sigA_1			RNA polymerase sigma factor SigA
GMHGNHLA_00068	CDS	486				hypothetical protein
GMHGNHLA_00069	CDS	1725				hypothetical protein
GMHGNHLA_00070	CDS	2172				hypothetical protein
GMHGNHLA_00071	CDS	468				hypothetical protein
GMHGNHLA_00072	CDS	303				hypothetical protein
GMHGNHLA_00073	CDS	411				hypothetical protein
GMHGNHLA_00074	CDS	1017				hypothetical protein
GMHGNHLA_00075	CDS	246				hypothetical protein
GMHGNHLA_00076	CDS	414				hypothetical protein
GMHGNHLA_00077	CDS	423				hypothetical protein
GMHGNHLA_00078	CDS	408				hypothetical protein
GMHGNHLA_00079	CDS	2058	pal_3			Peptidoglycan-associated lipoprotein
GMHGNHLA_00080	CDS	594	lemA		COG1704	Protein LemA
GMHGNHLA_00081	CDS	438				hypothetical protein
GMHGNHLA_00082	CDS	807				hypothetical protein
GMHGNHLA_00083	CDS	1425	arnT_1	2.4.2.43		Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
GMHGNHLA_00084	CDS	573				hypothetical protein
GMHGNHLA_00085	CDS	1260	metK	2.5.1.6		S-adenosylmethionine synthase
GMHGNHLA_00086	CDS	2853	gcvP	1.4.4.2		Glycine dehydrogenase (decarboxylating)
GMHGNHLA_00087	CDS	399				hypothetical protein
GMHGNHLA_00088	CDS	639				hypothetical protein
GMHGNHLA_00089	CDS	621	dcd	3.5.4.13		dCTP deaminase, dUMP-forming
GMHGNHLA_00090	CDS	501				hypothetical protein
GMHGNHLA_00091	CDS	639				hypothetical protein
GMHGNHLA_00092	CDS	1332	recF_1			DNA replication and repair protein RecF
GMHGNHLA_00093	CDS	318	ybfF	3.1.-.-	COG0596	Esterase YbfF
GMHGNHLA_00094	CDS	1131				hypothetical protein
GMHGNHLA_00095	CDS	885				hypothetical protein
GMHGNHLA_00096	CDS	666	resA_1			Thiol-disulfide oxidoreductase ResA
GMHGNHLA_00097	CDS	564	grpE		COG0576	Protein GrpE
GMHGNHLA_00098	CDS	1158	dnaJ		COG0484	Chaperone protein DnaJ
GMHGNHLA_00099	CDS	471				hypothetical protein
GMHGNHLA_00100	CDS	1626				hypothetical protein
GMHGNHLA_00101	CDS	789				hypothetical protein
GMHGNHLA_00102	CDS	2586	chb	3.2.1.52	COG3525	N,N'-diacetylchitobiase
GMHGNHLA_00103	CDS	612	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
GMHGNHLA_00104	CDS	1092				hypothetical protein
GMHGNHLA_00105	CDS	1551	rng	3.1.26.-	COG1530	Ribonuclease G
GMHGNHLA_00106	CDS	300	hup			DNA-binding protein HU
GMHGNHLA_00107	CDS	873				hypothetical protein
GMHGNHLA_00108	CDS	579	gmk	2.7.4.8		Guanylate kinase
GMHGNHLA_00109	CDS	2172				hypothetical protein
