locus_tag	ftype	length_bp	gene	EC_number	COG	product
GOPFFEHF_00001	CDS	342	yfgD		COG1393	putative protein YfgD
GOPFFEHF_00002	CDS	894				hypothetical protein
GOPFFEHF_00003	CDS	1923				hypothetical protein
GOPFFEHF_00004	CDS	168				hypothetical protein
GOPFFEHF_00005	CDS	684				hypothetical protein
GOPFFEHF_00006	CDS	153				hypothetical protein
GOPFFEHF_00007	CDS	621				hypothetical protein
GOPFFEHF_00008	CDS	834		1.11.1.15		Peroxiredoxin
GOPFFEHF_00009	CDS	1353	yajR		COG0477	Inner membrane transport protein YajR
GOPFFEHF_00010	CDS	780	ssuC		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
GOPFFEHF_00011	CDS	729	ssuB	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
GOPFFEHF_00012	CDS	744	queH	1.17.99.6	COG1636	Epoxyqueuosine reductase QueH
GOPFFEHF_00013	CDS	1785				hypothetical protein
GOPFFEHF_00014	CDS	363				hypothetical protein
GOPFFEHF_00015	CDS	258				hypothetical protein
GOPFFEHF_00016	CDS	690				hypothetical protein
GOPFFEHF_00017	CDS	243				hypothetical protein
GOPFFEHF_00018	CDS	1659				hypothetical protein
GOPFFEHF_00019	CDS	252				hypothetical protein
GOPFFEHF_00020	CDS	135				hypothetical protein
GOPFFEHF_00021	CDS	1122				hypothetical protein
GOPFFEHF_00022	CDS	513	sodC	1.15.1.1	COG2032	Superoxide dismutase [Cu-Zn]
GOPFFEHF_00023	CDS	1749				hypothetical protein
GOPFFEHF_00024	CDS	1041				hypothetical protein
GOPFFEHF_00025	CDS	1089				hypothetical protein
GOPFFEHF_00026	CDS	324	yciH		COG0023	putative protein YciH
GOPFFEHF_00027	CDS	192				hypothetical protein
GOPFFEHF_00028	CDS	1113				hypothetical protein
GOPFFEHF_00029	CDS	1260	rho	3.6.4.-	COG1158	Transcription termination factor Rho
GOPFFEHF_00030	CDS	1485	ubiD	4.1.1.98	COG0043	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
GOPFFEHF_00031	CDS	354				hypothetical protein
GOPFFEHF_00032	CDS	429				hypothetical protein
GOPFFEHF_00033	CDS	1626				hypothetical protein
GOPFFEHF_00034	CDS	273				hypothetical protein
GOPFFEHF_00035	CDS	189				hypothetical protein
GOPFFEHF_00036	CDS	1230				hypothetical protein
GOPFFEHF_00037	CDS	1287				hypothetical protein
GOPFFEHF_00038	CDS	543	lptE			LPS-assembly lipoprotein LptE
