locus_tag	ftype	length_bp	gene	EC_number	COG	product
MOEMJKKM_00001	CDS	786				hypothetical protein
MOEMJKKM_00002	CDS	459			COG0091	50S ribosomal protein L22
MOEMJKKM_00003	CDS	396			COG0185	30S ribosomal protein S19
MOEMJKKM_00004	CDS	267			COG0089	50S ribosomal protein L23
MOEMJKKM_00005	CDS	813	rpl4		COG0088	50S ribosomal protein L4
MOEMJKKM_00006	CDS	990	rpl3		COG0087	50S ribosomal protein L3
MOEMJKKM_00007	CDS	111				hypothetical protein
MOEMJKKM_00008	CDS	822				hypothetical protein
MOEMJKKM_00009	CDS	738	psmA_1	3.4.25.1	COG0638	Proteasome subunit alpha
MOEMJKKM_00010	CDS	417				hypothetical protein
MOEMJKKM_00011	CDS	510				hypothetical protein
MOEMJKKM_00012	CDS	819	nadX	1.4.1.21	COG1712	putative L-aspartate dehydrogenase
MOEMJKKM_00013	CDS	957	nadA	2.5.1.72	COG0379	Quinolinate synthase A
MOEMJKKM_00014	CDS	405				hypothetical protein
MOEMJKKM_00015	CDS	828				hypothetical protein
MOEMJKKM_00016	CDS	189	spt4		COG2093	Transcription elongation factor Spt4
MOEMJKKM_00017	CDS	627	rpoE1	2.7.7.6	COG1095	DNA-directed RNA polymerase subunit E'
MOEMJKKM_00018	CDS	1092				Iron-sulfur cluster carrier protein
MOEMJKKM_00019	CDS	177				hypothetical protein
MOEMJKKM_00020	CDS	237				hypothetical protein
MOEMJKKM_00021	CDS	618	acdBII	6.2.1.13	COG1042	Acetate--CoA ligase [ADP-forming] II subunit beta
MOEMJKKM_00022	CDS	552	pdaD_1	4.1.1.19		Pyruvoyl-dependent arginine decarboxylase
MOEMJKKM_00023	CDS	198				hypothetical protein
MOEMJKKM_00024	CDS	1782	infB		COG0532	putative translation initiation factor IF-2
MOEMJKKM_00025	CDS	402	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
MOEMJKKM_00026	CDS	204			COG2075	50S ribosomal protein L24e
MOEMJKKM_00027	CDS	213			COG2053	30S ribosomal protein S28e
MOEMJKKM_00028	CDS	387	rpl7ae		COG1358	50S ribosomal protein L7Ae
MOEMJKKM_00029	CDS	1350		5.4.2.10	COG1109	Phosphoglucosamine/phosphogalactosamine mutase
MOEMJKKM_00030	tRNA	88				tRNA-Leu(tag)
MOEMJKKM_00031	CDS	837	purU	3.5.1.10		Formyltetrahydrofolate deformylase
MOEMJKKM_00032	CDS	240				hypothetical protein
MOEMJKKM_00033	CDS	456				hypothetical protein
MOEMJKKM_00034	CDS	231			COG1958	Putative snRNP Sm-like protein
MOEMJKKM_00035	CDS	858				hypothetical protein
MOEMJKKM_00036	CDS	678	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
MOEMJKKM_00037	CDS	975				hypothetical protein
MOEMJKKM_00038	CDS	753	cysH	1.8.4.8		Phosphoadenosine phosphosulfate reductase
MOEMJKKM_00039	CDS	1137	thiI	2.8.1.4		tRNA sulfurtransferase
MOEMJKKM_00040	CDS	1236				hypothetical protein
MOEMJKKM_00041	CDS	300				hypothetical protein
MOEMJKKM_00042	CDS	396				hypothetical protein
MOEMJKKM_00043	CDS	804	hcaB	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
MOEMJKKM_00044	CDS	129				hypothetical protein
MOEMJKKM_00045	CDS	729	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
MOEMJKKM_00046	CDS	861				hypothetical protein
MOEMJKKM_00047	CDS	384			COG0864	Putative nickel-responsive regulator
MOEMJKKM_00048	CDS	180				hypothetical protein
MOEMJKKM_00049	tRNA	74				tRNA-Thr(cgt)
MOEMJKKM_00050	CDS	165				hypothetical protein
MOEMJKKM_00051	CDS	456				hypothetical protein
MOEMJKKM_00052	CDS	369				hypothetical protein
MOEMJKKM_00053	CDS	822	eif2g		COG5257	Translation initiation factor 2 subunit gamma
MOEMJKKM_00054	CDS	330				hypothetical protein
MOEMJKKM_00055	CDS	105				hypothetical protein
MOEMJKKM_00056	CDS	879	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
MOEMJKKM_00057	CDS	900	rnz	3.1.26.11	COG1234	Ribonuclease Z
MOEMJKKM_00058	CDS	723	cobB1	2.3.1.286	COG0846	NAD-dependent protein deacylase 1
MOEMJKKM_00059	CDS	243				hypothetical protein
MOEMJKKM_00060	CDS	402				hypothetical protein
MOEMJKKM_00061	CDS	519				hypothetical protein
MOEMJKKM_00062	CDS	543		3.1.4.58	COG1514	RNA 2',3'-cyclic phosphodiesterase
MOEMJKKM_00063	CDS	243				hypothetical protein
MOEMJKKM_00064	CDS	801	lysZ	2.7.2.-	COG0548	[LysW]-aminoadipate/[LysW]-glutamate kinase
MOEMJKKM_00065	CDS	183	lysY	1.2.1.-	COG0002	[LysW]-L-2-aminoadipate/[LysW]-L-glutamate phosphate reductase
MOEMJKKM_00066	CDS	510				hypothetical protein
MOEMJKKM_00067	CDS	867				hypothetical protein
MOEMJKKM_00068	CDS	423				hypothetical protein
MOEMJKKM_00069	CDS	129				hypothetical protein
MOEMJKKM_00070	CDS	942				hypothetical protein
MOEMJKKM_00071	CDS	666				hypothetical protein
MOEMJKKM_00072	CDS	93				hypothetical protein
MOEMJKKM_00073	CDS	1401		1.2.7.11	COG0674	2-oxoacid:ferredoxin oxidoreductase 2, subunit alpha
MOEMJKKM_00074	CDS	141				hypothetical protein
MOEMJKKM_00075	CDS	534				hypothetical protein
MOEMJKKM_00076	CDS	2238				hypothetical protein
MOEMJKKM_00077	CDS	312				hypothetical protein
MOEMJKKM_00078	CDS	1020				hypothetical protein
MOEMJKKM_00079	CDS	795	cobA	2.1.1.107		Uroporphyrinogen-III C-methyltransferase
MOEMJKKM_00080	CDS	1050	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
MOEMJKKM_00081	CDS	567				hypothetical protein
MOEMJKKM_00082	CDS	1176				hypothetical protein
MOEMJKKM_00083	CDS	1353	fieF			Ferrous-iron efflux pump FieF
MOEMJKKM_00084	CDS	363				hypothetical protein
MOEMJKKM_00085	CDS	2040	hppA	7.1.3.1	COG3808	K(+)-insensitive pyrophosphate-energized proton pump
MOEMJKKM_00086	CDS	207				hypothetical protein
MOEMJKKM_00087	CDS	258				hypothetical protein
