locus_tag	ftype	length_bp	gene	EC_number	COG	product
KEABONLH_00001	CDS	1035	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
KEABONLH_00002	CDS	1170		2.7.2.4	COG0527	putative aspartokinase
KEABONLH_00003	CDS	300				hypothetical protein
KEABONLH_00004	CDS	657				hypothetical protein
KEABONLH_00005	CDS	672				hypothetical protein
KEABONLH_00006	CDS	633				hypothetical protein
KEABONLH_00007	CDS	660				hypothetical protein
KEABONLH_00008	CDS	903				hypothetical protein
KEABONLH_00009	CDS	687				hypothetical protein
KEABONLH_00010	CDS	1257				hypothetical protein
KEABONLH_00011	CDS	258				hypothetical protein
KEABONLH_00012	CDS	891	sucD_1	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
KEABONLH_00013	CDS	921	citE1	4.1.3.24	COG2301	L-malyl-CoA/beta-methylmalyl-CoA lyase
KEABONLH_00014	CDS	1302				hypothetical protein
KEABONLH_00015	CDS	924				hypothetical protein
KEABONLH_00016	CDS	978				hypothetical protein
KEABONLH_00017	CDS	1815				hypothetical protein
KEABONLH_00018	CDS	441				hypothetical protein
KEABONLH_00019	CDS	378				hypothetical protein
KEABONLH_00020	CDS	243				hypothetical protein
KEABONLH_00021	CDS	3531				hypothetical protein
KEABONLH_00022	CDS	114				hypothetical protein
KEABONLH_00023	CDS	2136				hypothetical protein
KEABONLH_00024	CDS	615				hypothetical protein
KEABONLH_00025	CDS	1785				hypothetical protein
KEABONLH_00026	CDS	210				hypothetical protein
KEABONLH_00027	CDS	468				hypothetical protein
KEABONLH_00028	CDS	180				hypothetical protein
KEABONLH_00029	CDS	318				hypothetical protein
KEABONLH_00030	CDS	297				hypothetical protein
KEABONLH_00031	CDS	918	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
KEABONLH_00032	CDS	609				hypothetical protein
KEABONLH_00033	CDS	885	hldD_1	5.1.3.20		ADP-L-glycero-D-manno-heptose-6-epimerase
KEABONLH_00034	CDS	159				hypothetical protein
KEABONLH_00035	CDS	321				hypothetical protein
KEABONLH_00036	CDS	309				hypothetical protein
KEABONLH_00037	CDS	990	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
KEABONLH_00038	CDS	1086				hypothetical protein
KEABONLH_00039	CDS	1086	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
KEABONLH_00040	CDS	237				hypothetical protein
KEABONLH_00041	CDS	1086				hypothetical protein
KEABONLH_00042	CDS	579				hypothetical protein
KEABONLH_00043	CDS	1254				hypothetical protein
KEABONLH_00044	CDS	318				hypothetical protein
KEABONLH_00045	CDS	897				hypothetical protein
KEABONLH_00046	CDS	1014	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
KEABONLH_00047	CDS	1533				hypothetical protein
KEABONLH_00048	CDS	471				hypothetical protein
KEABONLH_00049	CDS	303				hypothetical protein
KEABONLH_00050	CDS	1299				hypothetical protein
KEABONLH_00051	CDS	1107				hypothetical protein
KEABONLH_00052	CDS	378				hypothetical protein
KEABONLH_00053	CDS	744				hypothetical protein
KEABONLH_00054	CDS	1683				hypothetical protein
KEABONLH_00055	CDS	342				hypothetical protein
KEABONLH_00056	CDS	363				hypothetical protein
KEABONLH_00057	CDS	1722				hypothetical protein
KEABONLH_00058	CDS	225				hypothetical protein
KEABONLH_00059	CDS	405	vapC_1	3.1.-.-		tRNA(fMet)-specific endonuclease VapC
KEABONLH_00060	CDS	891				hypothetical protein
