locus_tag	ftype	length_bp	gene	EC_number	COG	product
NPPFLHEC_00001	CDS	1017				hypothetical protein
NPPFLHEC_00002	CDS	1374				hypothetical protein
NPPFLHEC_00003	CDS	408				hypothetical protein
NPPFLHEC_00004	CDS	405	glpE_1	2.8.1.1		Thiosulfate sulfurtransferase GlpE
NPPFLHEC_00005	CDS	1134		3.1.1.-	COG3964	Deacetylase
NPPFLHEC_00006	CDS	294				hypothetical protein
NPPFLHEC_00007	CDS	363				hypothetical protein
NPPFLHEC_00008	CDS	1893				hypothetical protein
NPPFLHEC_00009	CDS	789				hypothetical protein
NPPFLHEC_00010	CDS	711	betB	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
NPPFLHEC_00011	CDS	1815				hypothetical protein
NPPFLHEC_00012	CDS	408	ltaA	4.1.2.49		L-allo-threonine aldolase
NPPFLHEC_00013	CDS	1149	luxA_1	1.14.14.3	COG2141	Alkanal monooxygenase alpha chain
NPPFLHEC_00014	CDS	417	dksA		COG1734	RNA polymerase-binding transcription factor DksA
NPPFLHEC_00015	CDS	810				hypothetical protein
NPPFLHEC_00016	CDS	681				hypothetical protein
NPPFLHEC_00017	tRNA	76				tRNA-Arg(ccg)
NPPFLHEC_00018	CDS	480	secB		COG1952	Protein-export protein SecB
NPPFLHEC_00019	CDS	567	gpmA	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
NPPFLHEC_00020	CDS	468				hypothetical protein
NPPFLHEC_00021	CDS	660				hypothetical protein
NPPFLHEC_00022	CDS	150				hypothetical protein
NPPFLHEC_00023	CDS	450				hypothetical protein
NPPFLHEC_00024	CDS	1068	dmlA	1.1.1.83	COG0473	D-malate dehydrogenase [decarboxylating]
NPPFLHEC_00025	CDS	483	allA	4.3.2.3	COG3194	Ureidoglycolate lyase
NPPFLHEC_00026	CDS	846				hypothetical protein
NPPFLHEC_00027	CDS	1134	acrC	1.3.1.95		Acryloyl-CoA reductase (NADH)
NPPFLHEC_00028	CDS	693		1.-.-.-		putative oxidoreductase
NPPFLHEC_00029	CDS	783	mhpD	4.2.1.80		2-keto-4-pentenoate hydratase
NPPFLHEC_00030	CDS	972	otemo_1	1.14.13.160		2-oxo-Delta(3)-4,5,5-trimethylcyclopentenylacetyl-CoA monooxygenase
NPPFLHEC_00031	CDS	783	rhmA	4.1.2.53	COG3836	2-keto-3-deoxy-L-rhamnonate aldolase
NPPFLHEC_00032	CDS	1017				hypothetical protein
NPPFLHEC_00033	tRNA	76				tRNA-Arg(cct)
NPPFLHEC_00034	CDS	1227	pccB_1	6.4.1.3	COG4799	Propionyl-CoA carboxylase beta chain
NPPFLHEC_00035	CDS	1422	argS	6.1.1.19		Arginine--tRNA ligase
NPPFLHEC_00036	CDS	879				hypothetical protein
NPPFLHEC_00037	CDS	1032	nagZ	3.2.1.52	COG1472	Beta-hexosaminidase
NPPFLHEC_00038	CDS	687				hypothetical protein
NPPFLHEC_00039	CDS	1911	btuB_1		COG4206	Vitamin B12 transporter BtuB
NPPFLHEC_00040	CDS	828				hypothetical protein
NPPFLHEC_00041	CDS	981	hmuU		COG0609	Hemin transport system permease protein HmuU
NPPFLHEC_00042	CDS	777	hmuV	3.6.3.-	COG4559	Hemin import ATP-binding protein HmuV
NPPFLHEC_00043	CDS	657				hypothetical protein
NPPFLHEC_00044	CDS	189				hypothetical protein
NPPFLHEC_00045	CDS	1272	hmp	1.14.12.17		Flavohemoprotein
NPPFLHEC_00046	CDS	1503				hypothetical protein
NPPFLHEC_00047	CDS	444				hypothetical protein
NPPFLHEC_00048	CDS	249	dnaN			Beta sliding clamp
NPPFLHEC_00049	CDS	1152	recF		COG1195	DNA replication and repair protein RecF
NPPFLHEC_00050	CDS	450	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
