locus_tag	ftype	length_bp	gene	EC_number	COG	product
AHEEEOFH_00001	CDS	165				hypothetical protein
AHEEEOFH_00002	CDS	693	gdhA1	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase A1
AHEEEOFH_00003	CDS	384	mfnA	4.1.1.11	COG0076	L-tyrosine/L-aspartate decarboxylase
AHEEEOFH_00004	CDS	573	hpt	2.4.2.8	COG0503	Hypoxanthine/guanine phosphoribosyltransferase
AHEEEOFH_00005	CDS	198				hypothetical protein
AHEEEOFH_00006	CDS	201				hypothetical protein
AHEEEOFH_00007	CDS	102				hypothetical protein
AHEEEOFH_00008	CDS	225				hypothetical protein
AHEEEOFH_00009	CDS	1167				hypothetical protein
AHEEEOFH_00010	CDS	1620	pyrG	6.3.4.2	COG0504	CTP synthase
AHEEEOFH_00011	CDS	912				hypothetical protein
AHEEEOFH_00012	CDS	150				hypothetical protein
AHEEEOFH_00013	CDS	168				hypothetical protein
AHEEEOFH_00014	CDS	399			COG0093	50S ribosomal protein L14
AHEEEOFH_00015	CDS	336			COG0186	30S ribosomal protein S17
AHEEEOFH_00016	CDS	267	rnp1	3.1.26.5	COG1588	Ribonuclease P protein component 1
AHEEEOFH_00017	CDS	300			COG0023	Protein translation factor SUI1 
AHEEEOFH_00018	CDS	210			COG0255	50S ribosomal protein L29
AHEEEOFH_00019	CDS	882				hypothetical protein
AHEEEOFH_00020	CDS	450			COG0091	50S ribosomal protein L22
AHEEEOFH_00021	CDS	459			COG0185	30S ribosomal protein S19
AHEEEOFH_00022	CDS	708	rpl2		COG0090	50S ribosomal protein L2
AHEEEOFH_00023	CDS	147				hypothetical protein
AHEEEOFH_00024	CDS	1236				hypothetical protein
AHEEEOFH_00025	CDS	879		3.1.3.-	COG1578	Damage-control phosphatase
AHEEEOFH_00026	CDS	1590		2.3.1.-	COG1243	tRNA uridine(34) acetyltransferase
AHEEEOFH_00027	CDS	765	nucS	3.1.-.-	COG1637	Endonuclease NucS
AHEEEOFH_00028	CDS	2808	srmB_1	3.6.4.13		ATP-dependent RNA helicase SrmB
AHEEEOFH_00029	CDS	180				hypothetical protein
AHEEEOFH_00030	CDS	747				hypothetical protein
AHEEEOFH_00031	CDS	735				hypothetical protein
AHEEEOFH_00032	CDS	1185		2.6.1.57		Aromatic-amino-acid aminotransferase 2
AHEEEOFH_00033	CDS	894				putative transporter in sor 3'region
AHEEEOFH_00034	CDS	873				hypothetical protein
AHEEEOFH_00035	CDS	876	msmS	2.7.13.3	COG0642	Methyl sulfide methyltransferase-associated sensor
AHEEEOFH_00036	CDS	678				hypothetical protein
AHEEEOFH_00037	CDS	282				hypothetical protein
AHEEEOFH_00038	CDS	408			COG0589	Universal stress protein
AHEEEOFH_00039	CDS	588			COG1632	50S ribosomal protein L15e
AHEEEOFH_00040	CDS	393				hypothetical protein
AHEEEOFH_00041	CDS	1113	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
AHEEEOFH_00042	CDS	1194				hypothetical protein
AHEEEOFH_00043	CDS	1524	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
AHEEEOFH_00044	CDS	717				hypothetical protein
AHEEEOFH_00045	CDS	273	ef1b		COG2092	Elongation factor 1-beta
AHEEEOFH_00046	CDS	276				hypothetical protein
AHEEEOFH_00047	CDS	750		2.5.1.41	COG1646	Geranylgeranylglyceryl phosphate synthase
AHEEEOFH_00048	CDS	564	PAD1	2.5.1.129		Flavin prenyltransferase PAD1, mitochondrial
AHEEEOFH_00049	CDS	813				hypothetical protein
AHEEEOFH_00050	CDS	582	guaAA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing] subunit A
AHEEEOFH_00051	CDS	948	guaAB	6.3.5.2	COG0519	GMP synthase [glutamine-hydrolyzing] subunit B
AHEEEOFH_00052	CDS	453	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
AHEEEOFH_00053	CDS	558				hypothetical protein
AHEEEOFH_00054	CDS	1014	COQ2_1	2.5.1.39		4-hydroxybenzoate polyprenyltransferase, mitochondrial
AHEEEOFH_00055	CDS	474			COG0099	30S ribosomal protein S13
AHEEEOFH_00056	CDS	858	fadB	5.3.3.8		Fatty acid oxidation complex subunit alpha
AHEEEOFH_00057	CDS	1179	fadA	2.3.1.16		3-ketoacyl-CoA thiolase
AHEEEOFH_00058	CDS	399				hypothetical protein
AHEEEOFH_00059	CDS	2037				hypothetical protein
AHEEEOFH_00060	CDS	702		3.6.5.-	COG1100	GPN-loop GTPase
AHEEEOFH_00061	CDS	912		1.1.1.169	COG1893	2-dehydropantoate 2-reductase
AHEEEOFH_00062	CDS	114				hypothetical protein
AHEEEOFH_00063	CDS	330				hypothetical protein
AHEEEOFH_00064	CDS	792				hypothetical protein
AHEEEOFH_00065	CDS	189				hypothetical protein
AHEEEOFH_00066	CDS	276	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
AHEEEOFH_00067	CDS	645				hypothetical protein
AHEEEOFH_00068	CDS	708	nth	4.2.99.18		Endonuclease III
AHEEEOFH_00069	CDS	1062				hypothetical protein
AHEEEOFH_00070	CDS	165				hypothetical protein
AHEEEOFH_00071	CDS	315				hypothetical protein
AHEEEOFH_00072	CDS	813				hypothetical protein
AHEEEOFH_00073	CDS	702	flaB2			Flagellin B2
AHEEEOFH_00074	CDS	1800				hypothetical protein
AHEEEOFH_00075	CDS	981				hypothetical protein
AHEEEOFH_00076	CDS	183				hypothetical protein
AHEEEOFH_00077	CDS	1287	eno	4.2.1.11	COG0148	Enolase
AHEEEOFH_00078	CDS	1158	vorA	1.2.7.7	COG0674	Ketoisovalerate oxidoreductase subunit VorA
AHEEEOFH_00079	CDS	270	porD		COG1144	Pyruvate synthase subunit PorD
AHEEEOFH_00080	CDS	579	porG		COG1014	Pyruvate/ketoisovalerate oxidoreductases common subunit gamma
AHEEEOFH_00081	CDS	291				hypothetical protein
AHEEEOFH_00082	CDS	1074				hypothetical protein
AHEEEOFH_00083	CDS	1113	aroA'_1	2.2.1.10		2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase
AHEEEOFH_00084	CDS	972				hypothetical protein
AHEEEOFH_00085	CDS	300				hypothetical protein
AHEEEOFH_00086	CDS	402	ogg_1		COG1059	N-glycosylase/DNA lyase
AHEEEOFH_00087	CDS	342				hypothetical protein
AHEEEOFH_00088	CDS	903	htpX	3.4.24.-		Protease HtpX
AHEEEOFH_00089	CDS	1554	speE	2.5.1.16		Polyamine aminopropyltransferase
AHEEEOFH_00090	CDS	243				hypothetical protein
AHEEEOFH_00091	CDS	282				hypothetical protein
AHEEEOFH_00092	CDS	3375	rpoB	2.7.7.6		DNA-directed RNA polymerase subunit beta
AHEEEOFH_00093	CDS	273	rpoH	2.7.7.6	COG2012	DNA-directed RNA polymerase subunit H
AHEEEOFH_00094	tRNA	75				tRNA-Lys(ttt)
AHEEEOFH_00095	CDS	495		3.2.2.-	COG2110	ADP-ribose glycohydrolase
AHEEEOFH_00096	CDS	273				hypothetical protein
AHEEEOFH_00097	CDS	843				hypothetical protein
AHEEEOFH_00098	CDS	1302	purF	2.4.2.14		Amidophosphoribosyltransferase
AHEEEOFH_00099	CDS	312				hypothetical protein
AHEEEOFH_00100	CDS	144				hypothetical protein
AHEEEOFH_00101	CDS	231				hypothetical protein
AHEEEOFH_00102	CDS	228				hypothetical protein
AHEEEOFH_00103	CDS	228				hypothetical protein
AHEEEOFH_00104	CDS	1182				hypothetical protein
AHEEEOFH_00105	CDS	948				hypothetical protein
AHEEEOFH_00106	CDS	831				hypothetical protein
AHEEEOFH_00107	CDS	384	pfdB		COG1382	Prefoldin subunit beta
AHEEEOFH_00108	CDS	234				hypothetical protein
AHEEEOFH_00109	CDS	888	uppS	2.5.1.89	COG0020	Tritrans,polycis-undecaprenyl-diphosphate synthase (GGDP specific)
AHEEEOFH_00110	CDS	1485				hypothetical protein
AHEEEOFH_00111	CDS	2082				hypothetical protein
AHEEEOFH_00112	CDS	909	infB		COG0532	putative translation initiation factor IF-2
AHEEEOFH_00113	CDS	1245	apgM1	5.4.2.12	COG3635	2,3-bisphosphoglycerate-independent phosphoglycerate mutase 1
AHEEEOFH_00114	CDS	195	psmB	3.4.25.1	COG0638	Proteasome subunit beta
AHEEEOFH_00115	CDS	1911	rnj_1	3.1.-.-		Ribonuclease J
AHEEEOFH_00116	CDS	1233				hypothetical protein
AHEEEOFH_00117	CDS	540				hypothetical protein
AHEEEOFH_00118	CDS	612	rio1	2.7.11.1	COG1718	RIO-type serine/threonine-protein kinase Rio1
AHEEEOFH_00119	CDS	216				hypothetical protein
AHEEEOFH_00120	CDS	879				hypothetical protein
AHEEEOFH_00121	CDS	558				hypothetical protein
AHEEEOFH_00122	CDS	351				hypothetical protein
AHEEEOFH_00123	CDS	507			COG2042	putative ribosome biogenesis protein
AHEEEOFH_00124	CDS	843	taw2	2.5.1.114	COG2520	tRNA(Phe) (4-demethylwyosine(37)-C(7)) aminocarboxypropyltransferase
AHEEEOFH_00125	CDS	1986		3.6.4.12	COG1199	ATP-dependent DNA helicase
AHEEEOFH_00126	CDS	171				hypothetical protein
AHEEEOFH_00127	CDS	1080	yhaM	3.1.-.-		3'-5' exoribonuclease YhaM
AHEEEOFH_00128	CDS	1413	rnj_2	3.1.-.-	COG0595	Ribonuclease J
AHEEEOFH_00129	CDS	372				hypothetical protein
