locus_tag	ftype	length_bp	gene	EC_number	COG	product
JLHKALOB_00001	CDS	1521	rny	3.1.-.-	COG1418	Ribonuclease Y
JLHKALOB_00002	CDS	276	hupB		COG0776	DNA-binding protein HRm
JLHKALOB_00003	CDS	1014	trpS	6.1.1.2		Tryptophan--tRNA ligase
JLHKALOB_00004	CDS	741	recO		COG1381	DNA repair protein RecO
JLHKALOB_00005	CDS	1944				hypothetical protein
JLHKALOB_00006	CDS	1053				hypothetical protein
JLHKALOB_00007	CDS	1059	recA			Protein RecA
JLHKALOB_00008	CDS	1071	cugP	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
JLHKALOB_00009	CDS	192				hypothetical protein
JLHKALOB_00010	CDS	1659	nusA			Transcription termination/antitermination protein NusA
JLHKALOB_00011	CDS	1383	tig	5.2.1.8	COG0544	Trigger factor
JLHKALOB_00012	CDS	573	clpP	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
JLHKALOB_00013	CDS	495				hypothetical protein
JLHKALOB_00014	CDS	1458	secDF		COG0341	Protein translocase subunit SecDF
JLHKALOB_00015	CDS	252				hypothetical protein
JLHKALOB_00016	CDS	117				hypothetical protein
JLHKALOB_00017	CDS	1308				hypothetical protein
JLHKALOB_00018	CDS	2340	smc_1			Chromosome partition protein Smc
JLHKALOB_00019	CDS	690	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
JLHKALOB_00020	CDS	897	secF		COG0341	Protein translocase subunit SecF
JLHKALOB_00021	CDS	318		2.8.1.-	COG0607	Sulfurtransferase
JLHKALOB_00022	CDS	726				hypothetical protein
JLHKALOB_00023	tRNA	85				tRNA-Leu(caa)
JLHKALOB_00024	CDS	459				hypothetical protein
JLHKALOB_00025	CDS	1197	ispG	1.17.7.1	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (ferredoxin)
JLHKALOB_00026	CDS	351				hypothetical protein
JLHKALOB_00027	CDS	1245				hypothetical protein
JLHKALOB_00028	CDS	324				hypothetical protein
JLHKALOB_00029	CDS	1188				hypothetical protein
JLHKALOB_00030	CDS	873				hypothetical protein
JLHKALOB_00031	CDS	381	cpdR			Response regulator receiver protein CpdR
JLHKALOB_00032	CDS	1326				hypothetical protein
JLHKALOB_00033	CDS	204	cspB		COG1278	Cold shock protein CspB
JLHKALOB_00034	CDS	867	prfB		COG1186	Peptide chain release factor 2
JLHKALOB_00035	CDS	684	ftsE		COG2884	Cell division ATP-binding protein FtsE
JLHKALOB_00036	CDS	1776		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
JLHKALOB_00037	CDS	621				hypothetical protein
JLHKALOB_00038	CDS	1065				hypothetical protein
JLHKALOB_00039	CDS	774				hypothetical protein
JLHKALOB_00040	CDS	435				hypothetical protein
JLHKALOB_00041	CDS	228				hypothetical protein
JLHKALOB_00042	CDS	2667				hypothetical protein
JLHKALOB_00043	CDS	462				hypothetical protein
JLHKALOB_00044	CDS	1281				hypothetical protein
JLHKALOB_00045	CDS	690	ctc		COG1825	General stress protein CTC
JLHKALOB_00046	CDS	291				hypothetical protein
JLHKALOB_00047	CDS	747	glpE_1	2.8.1.1		Thiosulfate sulfurtransferase GlpE
JLHKALOB_00048	CDS	2139				hypothetical protein
JLHKALOB_00049	CDS	957				hypothetical protein
