locus_tag	ftype	length_bp	gene	EC_number	COG	product
JKGOCDAA_00001	CDS	576				hypothetical protein
JKGOCDAA_00002	CDS	2373	smc_1			Chromosome partition protein Smc
JKGOCDAA_00003	CDS	783	suhB	3.1.3.11	COG0483	Fructose-1,6-bisphosphatase/inositol-1-monophosphatase
JKGOCDAA_00004	CDS	1251				hypothetical protein
JKGOCDAA_00005	CDS	861				hypothetical protein
JKGOCDAA_00006	CDS	1140				hypothetical protein
JKGOCDAA_00007	tRNA	75				tRNA-Thr(tgt)
JKGOCDAA_00008	CDS	729	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
JKGOCDAA_00009	CDS	738				hypothetical protein
JKGOCDAA_00010	CDS	831				hypothetical protein
JKGOCDAA_00011	CDS	675				hypothetical protein
JKGOCDAA_00012	CDS	1389	gck	2.7.1.165	COG2379	Glycerate 2-kinase
JKGOCDAA_00013	CDS	2598				hypothetical protein
JKGOCDAA_00014	CDS	1644	thsA		COG0459	Thermosome subunit alpha
JKGOCDAA_00015	CDS	1233				hypothetical protein
JKGOCDAA_00016	CDS	945		5.1.3.42	COG0166	D-glucosamine-6-phosphate 4-epimerase
JKGOCDAA_00017	CDS	501				hypothetical protein
JKGOCDAA_00018	CDS	612				hypothetical protein
JKGOCDAA_00019	CDS	1029	moaA			GTP 3',8-cyclase
JKGOCDAA_00020	CDS	351				hypothetical protein
JKGOCDAA_00021	CDS	363				hypothetical protein
JKGOCDAA_00022	CDS	177				hypothetical protein
JKGOCDAA_00023	CDS	264				hypothetical protein
JKGOCDAA_00024	CDS	960	kdgK	2.7.1.178	COG0524	2-dehydro-3-deoxygluconokinase/2-dehydro-3-deoxygalactonokinase
JKGOCDAA_00025	CDS	876	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
JKGOCDAA_00026	CDS	1119	garD_1	4.2.1.42		Galactarate dehydratase (L-threo-forming)
JKGOCDAA_00027	CDS	267	garD_2	4.2.1.42		Galactarate dehydratase (L-threo-forming)
JKGOCDAA_00028	CDS	1026	tdh_1	1.1.1.103	COG1063	L-threonine 3-dehydrogenase
JKGOCDAA_00029	CDS	162				hypothetical protein
JKGOCDAA_00030	CDS	1143	rfcL		COG0470	Replication factor C large subunit
JKGOCDAA_00031	CDS	822				hypothetical protein
JKGOCDAA_00032	CDS	1380				hypothetical protein
JKGOCDAA_00033	CDS	1239				hypothetical protein
JKGOCDAA_00034	CDS	882				hypothetical protein
JKGOCDAA_00035	CDS	1011				hypothetical protein
JKGOCDAA_00036	CDS	783				hypothetical protein
JKGOCDAA_00037	CDS	408				hypothetical protein
JKGOCDAA_00038	CDS	129				hypothetical protein
JKGOCDAA_00039	CDS	468				hypothetical protein
JKGOCDAA_00040	CDS	1410	ileS_1	6.1.1.5	COG0060	Isoleucine--tRNA ligase
JKGOCDAA_00041	CDS	1485	ileS_2	6.1.1.5	COG0060	Isoleucine--tRNA ligase
JKGOCDAA_00042	CDS	405				hypothetical protein
JKGOCDAA_00043	CDS	1173				hypothetical protein
JKGOCDAA_00044	CDS	1239				hypothetical protein
JKGOCDAA_00045	CDS	258				hypothetical protein
JKGOCDAA_00046	CDS	900				hypothetical protein
JKGOCDAA_00047	CDS	1023				hypothetical protein
JKGOCDAA_00048	CDS	528				hypothetical protein
JKGOCDAA_00049	CDS	639		3.2.2.-		G/T mismatches repair enzyme
JKGOCDAA_00050	CDS	342	amzA	3.4.-.-	COG1913	Archaemetzincin
JKGOCDAA_00051	CDS	1497		2.3.1.-	COG1243	tRNA uridine(34) acetyltransferase
JKGOCDAA_00052	CDS	573				hypothetical protein
JKGOCDAA_00053	CDS	204				hypothetical protein
JKGOCDAA_00054	CDS	102				hypothetical protein
JKGOCDAA_00055	CDS	171				hypothetical protein
JKGOCDAA_00056	CDS	1566		2.1.1.-	COG1964	7,8-dihydro-6-hydroxymethylpterin dimethyltransferase
JKGOCDAA_00057	CDS	111				hypothetical protein
JKGOCDAA_00058	CDS	435				hypothetical protein
JKGOCDAA_00059	CDS	651				hypothetical protein
JKGOCDAA_00060	CDS	573				hypothetical protein
JKGOCDAA_00061	CDS	1386	cshA	3.6.4.13		DEAD-box ATP-dependent RNA helicase CshA
JKGOCDAA_00062	CDS	1080		1.3.7.11	COG0644	Digeranylgeranylglycerophospholipid reductase
JKGOCDAA_00063	CDS	708	uppS	2.5.1.89	COG0020	Tritrans,polycis-undecaprenyl-diphosphate synthase (GGDP specific)
JKGOCDAA_00064	CDS	591	mtnP	2.4.2.28	COG0005	S-methyl-5'-thioadenosine phosphorylase
JKGOCDAA_00065	CDS	771				hypothetical protein
JKGOCDAA_00066	CDS	1515	sepS	6.1.1.27	COG2024	O-phosphoserine--tRNA(Cys) ligase
JKGOCDAA_00067	CDS	960		2.5.1.73	COG1103	O-phospho-L-seryl-tRNA:Cys-tRNA synthase 1
JKGOCDAA_00068	CDS	378	ribL	2.7.7.2	COG0615	FAD synthase
JKGOCDAA_00069	CDS	549	pdaD	4.1.1.19		Pyruvoyl-dependent arginine decarboxylase
JKGOCDAA_00070	CDS	567				hypothetical protein
JKGOCDAA_00071	CDS	435				hypothetical protein
JKGOCDAA_00072	CDS	519				hypothetical protein
JKGOCDAA_00073	CDS	162				hypothetical protein
JKGOCDAA_00074	CDS	183				hypothetical protein
JKGOCDAA_00075	CDS	210				hypothetical protein
JKGOCDAA_00076	CDS	684				hypothetical protein
JKGOCDAA_00077	CDS	189				hypothetical protein
JKGOCDAA_00078	CDS	1950				hypothetical protein
JKGOCDAA_00079	CDS	252				hypothetical protein
JKGOCDAA_00080	CDS	333				hypothetical protein
JKGOCDAA_00081	CDS	822				hypothetical protein
JKGOCDAA_00082	CDS	723				hypothetical protein
JKGOCDAA_00083	CDS	453				hypothetical protein
JKGOCDAA_00084	CDS	516				hypothetical protein
JKGOCDAA_00085	CDS	1125	smc_2			Chromosome partition protein Smc
JKGOCDAA_00086	CDS	1869	rgy_1		COG1110	Reverse gyrase
JKGOCDAA_00087	tRNA	86				tRNA-Ser(gct)
JKGOCDAA_00088	CDS	6609				hypothetical protein
JKGOCDAA_00089	CDS	1323				hypothetical protein
JKGOCDAA_00090	CDS	258				hypothetical protein
JKGOCDAA_00091	CDS	678	rnhB	3.1.26.4	COG0164	Ribonuclease HII
JKGOCDAA_00092	CDS	468	carS	2.7.7.67	COG0575	CDP-archaeol synthase
JKGOCDAA_00093	CDS	393				hypothetical protein
JKGOCDAA_00094	CDS	423				hypothetical protein
JKGOCDAA_00095	CDS	561	tbp2		COG2101	TATA-box-binding protein 2
JKGOCDAA_00096	CDS	1998	MCM	3.6.4.12	COG1241	Minichromosome maintenance protein MCM
JKGOCDAA_00097	CDS	1338				hypothetical protein
JKGOCDAA_00098	CDS	2475	pol_1	2.7.7.7		DNA polymerase
JKGOCDAA_00099	CDS	390				hypothetical protein
JKGOCDAA_00100	CDS	639				hypothetical protein
JKGOCDAA_00101	tRNA	77				tRNA-Arg(cct)
JKGOCDAA_00102	CDS	486	rps9		COG0103	30S ribosomal protein S9
JKGOCDAA_00103	CDS	759	dtd3_1	3.1.1.96		D-aminoacyl-tRNA deacylase
JKGOCDAA_00104	tRNA	86				tRNA-Leu(gag)
JKGOCDAA_00105	CDS	1230				hypothetical protein
JKGOCDAA_00106	CDS	567				hypothetical protein
JKGOCDAA_00107	CDS	1317				hypothetical protein
JKGOCDAA_00108	CDS	978	rpl3		COG0087	50S ribosomal protein L3
JKGOCDAA_00109	CDS	807	rpl4		COG0088	50S ribosomal protein L4
JKGOCDAA_00110	CDS	129				hypothetical protein
JKGOCDAA_00111	CDS	411				hypothetical protein
JKGOCDAA_00112	CDS	768				hypothetical protein
JKGOCDAA_00113	CDS	351				hypothetical protein
JKGOCDAA_00114	CDS	1233				hypothetical protein
JKGOCDAA_00115	CDS	1344				hypothetical protein
JKGOCDAA_00116	CDS	687				hypothetical protein
JKGOCDAA_00117	CDS	756				hypothetical protein
JKGOCDAA_00118	CDS	330				hypothetical protein
JKGOCDAA_00119	CDS	420				hypothetical protein
JKGOCDAA_00120	CDS	492				hypothetical protein
JKGOCDAA_00121	CDS	729				hypothetical protein
JKGOCDAA_00122	CDS	423				hypothetical protein
JKGOCDAA_00123	CDS	768	rbn	3.1.26.11		Ribonuclease BN
JKGOCDAA_00124	CDS	351		4.1.1.19	COG1586	Arginine decarboxylase proenzyme
JKGOCDAA_00125	CDS	513				hypothetical protein
JKGOCDAA_00126	CDS	240				hypothetical protein
JKGOCDAA_00127	CDS	120				hypothetical protein
JKGOCDAA_00128	CDS	294				hypothetical protein
JKGOCDAA_00129	CDS	177				hypothetical protein
JKGOCDAA_00130	CDS	288				hypothetical protein
JKGOCDAA_00131	CDS	981				hypothetical protein
JKGOCDAA_00132	CDS	1026	fen	3.1.-.-	COG0258	Flap endonuclease 1
JKGOCDAA_00133	CDS	1428				hypothetical protein
JKGOCDAA_00134	CDS	1389				hypothetical protein
JKGOCDAA_00135	CDS	705	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
JKGOCDAA_00136	CDS	567				hypothetical protein
JKGOCDAA_00137	CDS	1224	cysH	1.8.4.8		Phosphoadenosine phosphosulfate reductase
JKGOCDAA_00138	CDS	420				hypothetical protein
JKGOCDAA_00139	CDS	405				hypothetical protein
JKGOCDAA_00140	CDS	168				hypothetical protein
JKGOCDAA_00141	CDS	180				hypothetical protein
JKGOCDAA_00142	CDS	237				hypothetical protein
JKGOCDAA_00143	CDS	201				hypothetical protein
JKGOCDAA_00144	CDS	240				hypothetical protein
JKGOCDAA_00145	CDS	153				hypothetical protein
JKGOCDAA_00146	CDS	285				hypothetical protein
JKGOCDAA_00147	CDS	147				hypothetical protein
JKGOCDAA_00148	CDS	3075				hypothetical protein
JKGOCDAA_00149	CDS	2718				hypothetical protein
JKGOCDAA_00150	CDS	252				hypothetical protein
JKGOCDAA_00151	CDS	432	nudF_1	3.6.1.13	COG1051	ADP-ribose pyrophosphatase
JKGOCDAA_00152	CDS	801	ku			Non-homologous end joining protein Ku
JKGOCDAA_00153	CDS	102				hypothetical protein
JKGOCDAA_00154	CDS	915	lig_1	6.5.1.1	COG1793	DNA ligase
JKGOCDAA_00155	CDS	1128				hypothetical protein
JKGOCDAA_00156	CDS	2184		3.6.4.12	COG1204	ATP-dependent DNA helicase Hel308
JKGOCDAA_00157	CDS	627		3.6.-.-	COG3642	KEOPS complex subunit Bud32
JKGOCDAA_00158	tRNA	77				tRNA-Ile(gat)
JKGOCDAA_00159	CDS	198				hypothetical protein
JKGOCDAA_00160	CDS	831		2.5.1.105	COG1237	7,8-dihydropterin-6-methyl-4-(beta-D-ribofuranosyl)-aminobenzene-5'-phosphate synthase
JKGOCDAA_00161	CDS	228				hypothetical protein
JKGOCDAA_00162	CDS	804	trm5b	2.1.1.228	COG2520	tRNA (guanine(37)-N1)-methyltransferase Trm5b
JKGOCDAA_00163	CDS	852	cugP	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
JKGOCDAA_00164	CDS	687	COQ5_2	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
JKGOCDAA_00165	CDS	1815			COG1855	putative KH and PIN-domain containing protein
JKGOCDAA_00166	CDS	747	mthK		COG1226	Calcium-gated potassium channel MthK
JKGOCDAA_00167	tRNA	77				tRNA-His(gtg)
JKGOCDAA_00168	CDS	795				hypothetical protein
JKGOCDAA_00169	CDS	483				hypothetical protein
JKGOCDAA_00170	CDS	378				hypothetical protein
JKGOCDAA_00171	CDS	702				hypothetical protein
JKGOCDAA_00172	CDS	1230				hypothetical protein
JKGOCDAA_00173	CDS	948	taw1	4.1.3.44	COG0731	S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase
JKGOCDAA_00174	CDS	324				hypothetical protein
JKGOCDAA_00175	CDS	372				hypothetical protein
JKGOCDAA_00176	CDS	720	COQ3_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
JKGOCDAA_00177	CDS	330				hypothetical protein
JKGOCDAA_00178	CDS	312				hypothetical protein
JKGOCDAA_00179	CDS	1131	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
JKGOCDAA_00180	CDS	519				hypothetical protein
JKGOCDAA_00181	CDS	162				hypothetical protein
JKGOCDAA_00182	CDS	423				hypothetical protein
JKGOCDAA_00183	CDS	672	pyrH	2.7.4.22	COG0528	Uridylate kinase
JKGOCDAA_00184	CDS	855	ttuA	2.8.1.-	COG0037	tRNA-5-methyluridine(54) 2-sulfurtransferase
JKGOCDAA_00185	CDS	957				hypothetical protein
JKGOCDAA_00186	CDS	390				hypothetical protein
JKGOCDAA_00187	CDS	417	nudF_2	3.6.1.13	COG1051	ADP-ribose pyrophosphatase
JKGOCDAA_00188	CDS	300				hypothetical protein
JKGOCDAA_00189	CDS	270				hypothetical protein
JKGOCDAA_00190	CDS	99				hypothetical protein
JKGOCDAA_00191	CDS	1188	ftsZ			Cell division protein FtsZ
JKGOCDAA_00192	CDS	411				hypothetical protein
JKGOCDAA_00193	CDS	261			COG0089	50S ribosomal protein L23
