locus_tag	ftype	length_bp	gene	EC_number	COG	product
IHHKGEHE_00001	CDS	1080	ccsA			Cytochrome c biogenesis protein CcsA
IHHKGEHE_00002	CDS	642				hypothetical protein
IHHKGEHE_00003	CDS	1332				hypothetical protein
IHHKGEHE_00004	CDS	2277				hypothetical protein
IHHKGEHE_00005	CDS	1104				hypothetical protein
IHHKGEHE_00006	CDS	339				hypothetical protein
IHHKGEHE_00007	CDS	1053	hdrD_1	1.8.98.1	COG0247	Dihydromethanophenazine:CoB--CoM heterodisulfide reductase subunit D
IHHKGEHE_00008	CDS	537	hdrC	1.8.98.5	COG1150	H(2):CoB-CoM heterodisulfide,ferredoxin reductase subunit C
IHHKGEHE_00009	CDS	906	hdrB2	1.8.7.3	COG2048	Ferredoxin/F(420)H(2)-dependent CoB-CoM heterodisulfide reductase subunit B
IHHKGEHE_00010	CDS	3030	ndhI_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
IHHKGEHE_00011	CDS	423	mvhD	1.12.99.-	COG1908	F420-non-reducing hydrogenase iron-sulfur subunit D
IHHKGEHE_00012	CDS	1818	clcB			Voltage-gated ClC-type chloride channel ClcB
IHHKGEHE_00013	CDS	348				hypothetical protein
IHHKGEHE_00014	CDS	549	fbiB_1	6.3.2.34		Bifunctional F420 biosynthesis protein FbiB
IHHKGEHE_00015	CDS	888				hypothetical protein
IHHKGEHE_00016	CDS	1200	mutS2		COG1193	DNA-binding protein MutS2
IHHKGEHE_00017	CDS	1182	glmU_1		COG1208	Bifunctional protein GlmU
IHHKGEHE_00018	CDS	654	aglJ_1	2.4.1.-	COG0463	Glycosyltransferase AglJ
IHHKGEHE_00019	CDS	996	nrpRI		COG1693	Global nitrogen regulator NrpRI
IHHKGEHE_00020	CDS	1323	glnA	6.3.1.2	COG0174	Glutamine synthetase
IHHKGEHE_00021	CDS	1077				hypothetical protein
IHHKGEHE_00022	CDS	1332				hypothetical protein
IHHKGEHE_00023	CDS	546				hypothetical protein
IHHKGEHE_00024	CDS	639	mptE	2.7.6.3	COG1634	6-hydroxymethyl-7,8-dihydropterin pyrophosphokinase
IHHKGEHE_00025	CDS	3180	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
IHHKGEHE_00026	CDS	846				hypothetical protein
IHHKGEHE_00027	CDS	486				hypothetical protein
IHHKGEHE_00028	CDS	1176				hypothetical protein
IHHKGEHE_00029	CDS	366				hypothetical protein
IHHKGEHE_00030	CDS	276				hypothetical protein
IHHKGEHE_00031	CDS	450			COG2238	30S ribosomal protein S19e
IHHKGEHE_00032	CDS	357			COG2118	DNA-binding protein
IHHKGEHE_00033	CDS	606			COG2117	putative protein
IHHKGEHE_00034	CDS	273			COG2097	50S ribosomal protein L31e
IHHKGEHE_00035	CDS	660	eif6		COG1976	Translation initiation factor 6
IHHKGEHE_00036	CDS	813	patS	3.6.3.-	COG4087	Soluble P-type ATPase-like phosphatase
IHHKGEHE_00037	CDS	690	flpA	2.1.1.-	COG1889	Fibrillarin-like rRNA/tRNA 2'-O-methyltransferase
IHHKGEHE_00038	CDS	1836	arcS	2.6.1.97	COG1549	Archaeosine synthase
IHHKGEHE_00039	CDS	453				hypothetical protein
IHHKGEHE_00040	CDS	249				hypothetical protein
IHHKGEHE_00041	CDS	543	dmrX	1.5.99.15	COG1036	Dihydromethanopterin reductase (acceptor)
IHHKGEHE_00042	CDS	924	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase
IHHKGEHE_00043	CDS	465	pyrI		COG1781	Aspartate carbamoyltransferase regulatory chain
IHHKGEHE_00044	CDS	459				hypothetical protein
IHHKGEHE_00045	CDS	426	nudF	3.6.1.13	COG1051	ADP-ribose pyrophosphatase
IHHKGEHE_00046	CDS	693				hypothetical protein
IHHKGEHE_00047	CDS	855				hypothetical protein
IHHKGEHE_00048	CDS	210				hypothetical protein
IHHKGEHE_00049	CDS	1728				hypothetical protein
IHHKGEHE_00050	CDS	1056				hypothetical protein
IHHKGEHE_00051	CDS	675			COG1136	putative ABC transporter ATP-binding protein
IHHKGEHE_00052	CDS	672				hypothetical protein
IHHKGEHE_00053	CDS	1479	proS	6.1.1.15	COG0442	Proline--tRNA ligase
IHHKGEHE_00054	CDS	594				hypothetical protein
IHHKGEHE_00055	CDS	546	porC_1	1.2.7.1	COG1014	Pyruvate synthase subunit PorC
IHHKGEHE_00056	CDS	261	porD_1		COG1144	Pyruvate synthase subunit PorD
IHHKGEHE_00057	CDS	318				hypothetical protein
IHHKGEHE_00058	CDS	1335				hypothetical protein
IHHKGEHE_00059	CDS	1353	tldD	3.4.-.-	COG0312	Zinc metalloprotease TldD 
IHHKGEHE_00060	CDS	1494		3.4.21.-	COG1067	Archaeal Lon protease
IHHKGEHE_00061	CDS	897				hypothetical protein
IHHKGEHE_00062	CDS	1620	purH	3.5.4.10		Bifunctional purine biosynthesis protein PurH
IHHKGEHE_00063	CDS	222				hypothetical protein
IHHKGEHE_00064	CDS	462				hypothetical protein
IHHKGEHE_00065	CDS	279				hypothetical protein
IHHKGEHE_00066	CDS	774				hypothetical protein
IHHKGEHE_00067	CDS	798	eif2a		COG1093	Translation initiation factor 2 subunit alpha
IHHKGEHE_00068	CDS	180			COG2051	30S ribosomal protein S27e
IHHKGEHE_00069	CDS	279			COG1631	50S ribosomal protein L44e
IHHKGEHE_00070	CDS	906				hypothetical protein
IHHKGEHE_00071	CDS	1170	priS	2.7.7.-	COG1467	DNA primase small subunit PriS
IHHKGEHE_00072	CDS	738				hypothetical protein
IHHKGEHE_00073	CDS	1341	thiDN		COG0351	Bifunctional thiamine biosynthesis protein ThiDN
IHHKGEHE_00074	CDS	264				hypothetical protein
IHHKGEHE_00075	CDS	264				hypothetical protein
IHHKGEHE_00076	CDS	960				hypothetical protein
IHHKGEHE_00077	CDS	228				hypothetical protein
IHHKGEHE_00078	CDS	318				hypothetical protein
IHHKGEHE_00079	CDS	1161		2.6.1.57		Aromatic-amino-acid aminotransferase 2
IHHKGEHE_00080	CDS	1059				hypothetical protein
IHHKGEHE_00081	CDS	549	ndhI_2	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
IHHKGEHE_00082	CDS	354	nac		COG1308	Nascent polypeptide-associated complex protein
IHHKGEHE_00083	CDS	783			COG0517	putative protein
