locus_tag	ftype	length_bp	gene	EC_number	COG	product
GCENAJPK_00001	CDS	1119	kefB			Glutathione-regulated potassium-efflux system protein KefB
GCENAJPK_00002	CDS	435				hypothetical protein
GCENAJPK_00003	CDS	1140	trm1	2.1.1.216	COG1867	tRNA (guanine(26)-N(2))-dimethyltransferase
GCENAJPK_00004	CDS	624	rnhB	3.1.26.4	COG0164	Ribonuclease HII
GCENAJPK_00005	CDS	672	flpA	2.1.1.-	COG1889	Fibrillarin-like rRNA/tRNA 2'-O-methyltransferase
GCENAJPK_00006	CDS	1236				hypothetical protein
GCENAJPK_00007	CDS	723				hypothetical protein
GCENAJPK_00008	tRNA	72				tRNA-Cys(gca)
GCENAJPK_00009	CDS	222			COG2036	Archaeal histone A
GCENAJPK_00010	CDS	756	dtd3	3.1.1.96		D-aminoacyl-tRNA deacylase
GCENAJPK_00011	CDS	390				hypothetical protein
GCENAJPK_00012	CDS	771				hypothetical protein
GCENAJPK_00013	CDS	585				hypothetical protein
GCENAJPK_00014	CDS	234				hypothetical protein
GCENAJPK_00015	CDS	228				hypothetical protein
GCENAJPK_00016	CDS	1317				hypothetical protein
GCENAJPK_00017	CDS	1017				hypothetical protein
GCENAJPK_00018	CDS	684	tuf_1		COG5256	Elongation factor 1-alpha
GCENAJPK_00019	CDS	309			COG0051	30S ribosomal protein S10
GCENAJPK_00020	CDS	189				hypothetical protein
GCENAJPK_00021	CDS	294				hypothetical protein
GCENAJPK_00022	CDS	621	sod	1.15.1.1	COG0605	Superoxide dismutase [Fe]
GCENAJPK_00023	CDS	423	pfdA			Prefoldin subunit alpha
GCENAJPK_00024	CDS	282				hypothetical protein
GCENAJPK_00025	CDS	807				hypothetical protein
GCENAJPK_00026	CDS	312				hypothetical protein
GCENAJPK_00027	CDS	459				hypothetical protein
GCENAJPK_00028	CDS	333				hypothetical protein
GCENAJPK_00029	CDS	1107				hypothetical protein
GCENAJPK_00030	CDS	918	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
GCENAJPK_00031	CDS	168			COG1552	50S ribosomal protein L40e
GCENAJPK_00032	CDS	351				hypothetical protein
GCENAJPK_00033	CDS	777				hypothetical protein
GCENAJPK_00034	CDS	825	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
GCENAJPK_00035	CDS	219				hypothetical protein
GCENAJPK_00036	CDS	168				hypothetical protein
GCENAJPK_00037	CDS	153				hypothetical protein
GCENAJPK_00038	CDS	102				hypothetical protein
GCENAJPK_00039	CDS	132				hypothetical protein
GCENAJPK_00040	CDS	633	psmB	3.4.25.1	COG0638	Proteasome subunit beta
GCENAJPK_00041	CDS	243				hypothetical protein
GCENAJPK_00042	CDS	864				hypothetical protein
GCENAJPK_00043	tRNA	74				tRNA-Thr(ggt)
GCENAJPK_00044	CDS	420				hypothetical protein
GCENAJPK_00045	CDS	891				hypothetical protein
GCENAJPK_00046	tRNA	75				tRNA-Ile(gat)
