locus_tag	ftype	length_bp	gene	EC_number	COG	product
FFMJAMFM_00001	CDS	1044				hypothetical protein
FFMJAMFM_00002	CDS	210				hypothetical protein
FFMJAMFM_00003	CDS	633	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
FFMJAMFM_00004	CDS	1401				hypothetical protein
FFMJAMFM_00005	CDS	1023				hypothetical protein
FFMJAMFM_00006	CDS	1002				hypothetical protein
FFMJAMFM_00007	CDS	1188	pyrD	1.3.-.-		Dihydroorotate dehydrogenase
FFMJAMFM_00008	CDS	813	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
FFMJAMFM_00009	CDS	1296				hypothetical protein
FFMJAMFM_00010	CDS	2946				hypothetical protein
FFMJAMFM_00011	CDS	723	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
FFMJAMFM_00012	CDS	168				hypothetical protein
FFMJAMFM_00013	CDS	954				hypothetical protein
FFMJAMFM_00014	CDS	714				hypothetical protein
FFMJAMFM_00015	CDS	2124				hypothetical protein
FFMJAMFM_00016	CDS	702				hypothetical protein
FFMJAMFM_00017	CDS	393				hypothetical protein
FFMJAMFM_00018	CDS	465				hypothetical protein
FFMJAMFM_00019	CDS	129				hypothetical protein
FFMJAMFM_00020	CDS	216				hypothetical protein
FFMJAMFM_00021	CDS	639				hypothetical protein
FFMJAMFM_00022	CDS	471				hypothetical protein
FFMJAMFM_00023	CDS	276	albA_1		COG1581	DNA/RNA-binding protein Alba
FFMJAMFM_00024	CDS	513				hypothetical protein
FFMJAMFM_00025	CDS	279	ef1b		COG2092	Elongation factor 1-beta
FFMJAMFM_00026	CDS	252	rpoH	2.7.7.6	COG2012	DNA-directed RNA polymerase subunit H
FFMJAMFM_00027	CDS	759	truB_1	5.4.99.25	COG0130	putative tRNA pseudouridine synthase B
FFMJAMFM_00028	CDS	231	truB_2	5.4.99.25	COG0130	putative tRNA pseudouridine synthase B
FFMJAMFM_00029	CDS	288			COG2163	50S ribosomal protein L14e
FFMJAMFM_00030	CDS	567	cmk	2.7.4.25		Cytidylate kinase
FFMJAMFM_00031	CDS	270			COG2174	50S ribosomal protein L34e
FFMJAMFM_00032	CDS	501				hypothetical protein
FFMJAMFM_00033	CDS	1305	tuf		COG5256	Elongation factor 1-alpha
FFMJAMFM_00034	CDS	564				hypothetical protein
FFMJAMFM_00035	CDS	1383				hypothetical protein
FFMJAMFM_00036	CDS	1047				hypothetical protein
FFMJAMFM_00037	CDS	1191				hypothetical protein
FFMJAMFM_00038	CDS	1110				hypothetical protein
FFMJAMFM_00039	CDS	2595				hypothetical protein
FFMJAMFM_00040	CDS	738		3.1.3.-	COG1011	Glyceraldehyde 3-phosphate phosphatase
FFMJAMFM_00041	CDS	1173	proS	6.1.1.15	COG0442	Proline--tRNA ligase
FFMJAMFM_00042	CDS	528				hypothetical protein
FFMJAMFM_00043	CDS	585				hypothetical protein
FFMJAMFM_00044	CDS	1287				hypothetical protein
FFMJAMFM_00045	CDS	540				hypothetical protein
FFMJAMFM_00046	CDS	957				hypothetical protein
FFMJAMFM_00047	CDS	636	yfiC	2.1.1.223		tRNA1(Val) (adenine(37)-N6)-methyltransferase
FFMJAMFM_00048	CDS	741	prf1_1		COG1503	Peptide chain release factor subunit 1
FFMJAMFM_00049	CDS	537	prf1_2		COG1503	Peptide chain release factor subunit 1
FFMJAMFM_00050	CDS	690	pyrH	2.7.4.22	COG0528	Uridylate kinase
