locus_tag	ftype	length_bp	gene	EC_number	COG	product
IEMICFOL_00001	CDS	1440	miaB	2.8.4.3		tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
IEMICFOL_00002	CDS	1257	norR			Anaerobic nitric oxide reductase transcription regulator NorR
IEMICFOL_00003	CDS	504				hypothetical protein
IEMICFOL_00004	CDS	1677				SusD-like protein P2
IEMICFOL_00005	CDS	3174				TonB-dependent receptor P3
IEMICFOL_00006	CDS	3897	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
IEMICFOL_00007	CDS	705				hypothetical protein
IEMICFOL_00008	CDS	1845	mutL			DNA mismatch repair protein MutL
IEMICFOL_00009	CDS	291				hypothetical protein
IEMICFOL_00010	CDS	498	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
IEMICFOL_00011	CDS	789	cpoB_1			Cell division coordinator CpoB
IEMICFOL_00012	CDS	1080	recF		COG1195	DNA replication and repair protein RecF
IEMICFOL_00013	CDS	291				hypothetical protein
IEMICFOL_00014	CDS	237	nfuA			Fe/S biogenesis protein NfuA
IEMICFOL_00015	CDS	1029	mleN		COG1757	Malate-2H(+)/Na(+)-lactate antiporter
IEMICFOL_00016	CDS	876	rhaR_1			HTH-type transcriptional activator RhaR
IEMICFOL_00017	CDS	207				hypothetical protein
IEMICFOL_00018	CDS	237				hypothetical protein
IEMICFOL_00019	CDS	204				hypothetical protein
IEMICFOL_00020	CDS	312				hypothetical protein
IEMICFOL_00021	CDS	342				hypothetical protein
IEMICFOL_00022	CDS	747				hypothetical protein
IEMICFOL_00023	CDS	648				hypothetical protein
IEMICFOL_00024	CDS	723	ppm1	2.4.1.-		Polyprenol monophosphomannose synthase
IEMICFOL_00025	CDS	1335	pyrC	3.5.2.3	COG0044	Dihydroorotase
IEMICFOL_00026	CDS	486				hypothetical protein
IEMICFOL_00027	CDS	639				hypothetical protein
IEMICFOL_00028	CDS	402	arfB	3.1.1.29	COG1186	Peptidyl-tRNA hydrolase ArfB
IEMICFOL_00029	CDS	540	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
IEMICFOL_00030	CDS	837				hypothetical protein
IEMICFOL_00031	CDS	738				hypothetical protein
IEMICFOL_00032	CDS	1428	recD2	3.6.4.12		ATP-dependent RecD-like DNA helicase
IEMICFOL_00033	CDS	453				hypothetical protein
IEMICFOL_00034	CDS	327				hypothetical protein
IEMICFOL_00035	CDS	1110	menF	5.4.4.2		Isochorismate synthase MenF
IEMICFOL_00036	CDS	429		3.1.2.-	COG2050	Putative esterase
IEMICFOL_00037	CDS	495				hypothetical protein
IEMICFOL_00038	CDS	1464				hypothetical protein
IEMICFOL_00039	CDS	1692				hypothetical protein
IEMICFOL_00040	CDS	861	ytnP	3.1.1.-	COG0491	putative quorum-quenching lactonase YtnP
IEMICFOL_00041	tRNA	72				tRNA-Cys(gca)
IEMICFOL_00042	CDS	1050				hypothetical protein
IEMICFOL_00043	CDS	1695				hypothetical protein
IEMICFOL_00044	CDS	372	ppsB	2.3.1.-		Plipastatin synthase subunit B
IEMICFOL_00045	CDS	708				hypothetical protein
IEMICFOL_00046	CDS	231				hypothetical protein
IEMICFOL_00047	CDS	1089				hypothetical protein
IEMICFOL_00048	CDS	606	rocA	1.2.1.88	COG1012	1-pyrroline-5-carboxylate dehydrogenase
IEMICFOL_00049	CDS	1182	fadA	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase
IEMICFOL_00050	CDS	2403	fadN	1.1.1.35	COG1024	putative 3-hydroxyacyl-CoA dehydrogenase
IEMICFOL_00051	CDS	459				hypothetical protein
IEMICFOL_00052	CDS	1899	dnaK			Chaperone protein DnaK
IEMICFOL_00053	CDS	138				hypothetical protein
IEMICFOL_00054	CDS	570	ylaC			RNA polymerase sigma factor YlaC
IEMICFOL_00055	CDS	264				hypothetical protein
IEMICFOL_00056	CDS	471		3.6.1.25	COG2954	Inorganic triphosphatase
IEMICFOL_00057	CDS	2322				hypothetical protein
IEMICFOL_00058	CDS	726	recO			DNA repair protein RecO
IEMICFOL_00059	CDS	2451	btuB_1			Vitamin B12 transporter BtuB
IEMICFOL_00060	CDS	246				hypothetical protein
IEMICFOL_00061	CDS	1467				hypothetical protein
IEMICFOL_00062	CDS	792	besA_1	3.1.-.-	COG2819	Ferri-bacillibactin esterase BesA
IEMICFOL_00063	CDS	324				hypothetical protein
IEMICFOL_00064	CDS	1173				hypothetical protein
