locus_tag	ftype	length_bp	gene	EC_number	COG	product
MFGMKFFO_00001	CDS	162				hypothetical protein
MFGMKFFO_00002	CDS	1215				hypothetical protein
MFGMKFFO_00003	CDS	501	moaB	2.7.7.75	COG0521	Molybdopterin adenylyltransferase
MFGMKFFO_00004	CDS	867	moaC			Cyclic pyranopterin monophosphate synthase
MFGMKFFO_00005	CDS	987	moaA_1			GTP 3',8-cyclase
MFGMKFFO_00006	CDS	1083				hypothetical protein
MFGMKFFO_00007	CDS	663				hypothetical protein
MFGMKFFO_00008	CDS	1074	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
MFGMKFFO_00009	CDS	306				hypothetical protein
MFGMKFFO_00010	CDS	1029	thiI_1	2.8.1.4		tRNA sulfurtransferase
MFGMKFFO_00011	CDS	729	tilS	6.3.4.19		tRNA(Ile)-lysidine synthase
MFGMKFFO_00012	CDS	1161	xerC_1			Tyrosine recombinase XerC
MFGMKFFO_00013	CDS	825				hypothetical protein
MFGMKFFO_00014	CDS	300				hypothetical protein
MFGMKFFO_00015	CDS	1047				hypothetical protein
MFGMKFFO_00016	CDS	1623	herA_1	3.6.4.12	COG0433	DNA double-strand break repair helicase HerA
MFGMKFFO_00017	CDS	228		3.1.-.-	COG0420	DNA double-strand break repair protein Mre11
MFGMKFFO_00018	CDS	981				hypothetical protein
MFGMKFFO_00019	CDS	2802			COG0419	DNA double-strand break repair Rad50 ATPase
MFGMKFFO_00020	CDS	198				hypothetical protein
MFGMKFFO_00021	CDS	1188				hypothetical protein
MFGMKFFO_00022	CDS	1353				hypothetical protein
MFGMKFFO_00023	CDS	639				hypothetical protein
MFGMKFFO_00024	CDS	759				hypothetical protein
MFGMKFFO_00025	CDS	738				hypothetical protein
MFGMKFFO_00026	CDS	2019				hypothetical protein
MFGMKFFO_00027	CDS	1068				hypothetical protein
MFGMKFFO_00028	CDS	396				hypothetical protein
MFGMKFFO_00029	CDS	651				hypothetical protein
MFGMKFFO_00030	CDS	465				hypothetical protein
MFGMKFFO_00031	CDS	663				hypothetical protein
MFGMKFFO_00032	CDS	465				hypothetical protein
MFGMKFFO_00033	CDS	963				hypothetical protein
MFGMKFFO_00034	CDS	237				hypothetical protein
MFGMKFFO_00035	CDS	141				hypothetical protein
MFGMKFFO_00036	CDS	468				hypothetical protein
MFGMKFFO_00037	CDS	981				hypothetical protein
MFGMKFFO_00038	CDS	987	mhpC_1	3.7.1.14		2-hydroxy-6-oxononadienedioate/2-hydroxy-6-oxononatrienedioate hydrolase
MFGMKFFO_00039	CDS	1146				hypothetical protein
MFGMKFFO_00040	CDS	105				hypothetical protein
MFGMKFFO_00041	CDS	738				hypothetical protein
MFGMKFFO_00042	CDS	975		1.3.1.84	COG1064	Acryloyl-coenzyme A reductase
MFGMKFFO_00043	CDS	450				hypothetical protein
MFGMKFFO_00044	tRNA	76				tRNA-Cys(gca)
MFGMKFFO_00045	CDS	1218				hypothetical protein
MFGMKFFO_00046	CDS	861	fgd_1	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
MFGMKFFO_00047	CDS	969	ssuD	1.14.14.5		Alkanesulfonate monooxygenase
MFGMKFFO_00048	CDS	384				hypothetical protein
MFGMKFFO_00049	CDS	780	mltF	4.2.2.-		Membrane-bound lytic murein transglycosylase F
MFGMKFFO_00050	CDS	687				hypothetical protein
MFGMKFFO_00051	CDS	774			COG1136	putative ABC transporter ATP-binding protein
MFGMKFFO_00052	CDS	768				hypothetical protein
MFGMKFFO_00053	CDS	792				hypothetical protein
MFGMKFFO_00054	CDS	648				hypothetical protein
MFGMKFFO_00055	CDS	639				hypothetical protein
MFGMKFFO_00056	CDS	771				hypothetical protein
MFGMKFFO_00057	CDS	1122				hypothetical protein
MFGMKFFO_00058	CDS	1395				hypothetical protein
MFGMKFFO_00059	CDS	1425				hypothetical protein
MFGMKFFO_00060	CDS	780				hypothetical protein
MFGMKFFO_00061	CDS	2199				hypothetical protein
MFGMKFFO_00062	CDS	1281				hypothetical protein
MFGMKFFO_00063	CDS	1695				hypothetical protein
MFGMKFFO_00064	CDS	1944				hypothetical protein
MFGMKFFO_00065	CDS	2139				hypothetical protein
MFGMKFFO_00066	CDS	1011	nadK_1	2.7.1.23		NAD kinase
MFGMKFFO_00067	CDS	969	nadA	2.5.1.72	COG0379	Quinolinate synthase A
MFGMKFFO_00068	CDS	2568				hypothetical protein
