locus_tag	ftype	length_bp	gene	EC_number	COG	product
BJNNCEKK_00001	CDS	525				hypothetical protein
BJNNCEKK_00002	CDS	639				hypothetical protein
BJNNCEKK_00003	CDS	780				hypothetical protein
BJNNCEKK_00004	CDS	330	cdc6		COG1474	ORC1-type DNA replication protein
BJNNCEKK_00005	CDS	1341				hypothetical protein
BJNNCEKK_00006	CDS	540				hypothetical protein
BJNNCEKK_00007	CDS	1017	vat_1		COG0464	VCP-like ATPase
BJNNCEKK_00008	CDS	390	rps6e		COG2125	30S ribosomal protein S6e
BJNNCEKK_00009	CDS	1788	infB		COG0532	putative translation initiation factor IF-2
BJNNCEKK_00010	CDS	456	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
BJNNCEKK_00011	CDS	180			COG2075	50S ribosomal protein L24e
BJNNCEKK_00012	CDS	183			COG2053	30S ribosomal protein S28e
BJNNCEKK_00013	CDS	261				hypothetical protein
BJNNCEKK_00014	CDS	351				hypothetical protein
BJNNCEKK_00015	CDS	510				hypothetical protein
BJNNCEKK_00016	CDS	2337				hypothetical protein
BJNNCEKK_00017	CDS	771			COG1136	putative ABC transporter ATP-binding protein
BJNNCEKK_00018	CDS	1503				hypothetical protein
BJNNCEKK_00019	CDS	369				hypothetical protein
BJNNCEKK_00020	CDS	474				hypothetical protein
BJNNCEKK_00021	CDS	156				hypothetical protein
BJNNCEKK_00022	CDS	420	pycB_1	6.4.1.1	COG0511	Pyruvate carboxylase subunit B
BJNNCEKK_00023	CDS	303				hypothetical protein
BJNNCEKK_00024	CDS	1263	hmgA	1.1.1.34	COG1257	3-hydroxy-3-methylglutaryl-coenzyme A reductase
BJNNCEKK_00025	CDS	321				hypothetical protein
BJNNCEKK_00026	CDS	180				hypothetical protein
BJNNCEKK_00027	CDS	708	shyC	1.12.98.4	COG0543	Sulfhydrogenase 2 subunit gamma
BJNNCEKK_00028	CDS	1176	hdrD_1	1.8.98.1	COG0247	Dihydromethanophenazine:CoB--CoM heterodisulfide reductase subunit D
BJNNCEKK_00029	CDS	1296	dld_1	1.1.99.6	COG0277	D-lactate dehydrogenase (acceptor)
BJNNCEKK_00030	CDS	1284	thiC	4.1.99.17		Phosphomethylpyrimidine synthase
BJNNCEKK_00031	CDS	465				hypothetical protein
BJNNCEKK_00032	CDS	804	cobB1	2.3.1.286	COG0846	NAD-dependent protein deacylase 1
BJNNCEKK_00033	CDS	621				hypothetical protein
BJNNCEKK_00034	CDS	828				hypothetical protein
BJNNCEKK_00035	CDS	714				hypothetical protein
BJNNCEKK_00036	CDS	762	cobB2	2.3.1.286	COG0846	NAD-dependent protein deacylase 2
BJNNCEKK_00037	CDS	696	rps3ae		COG1890	30S ribosomal protein S3Ae
BJNNCEKK_00038	CDS	858				hypothetical protein
BJNNCEKK_00039	CDS	1245	rbcL	4.1.1.39	COG1850	Ribulose bisphosphate carboxylase
BJNNCEKK_00040	CDS	1953	fadJ_1	5.1.2.3		Fatty acid oxidation complex subunit alpha
BJNNCEKK_00041	CDS	1371				hypothetical protein
BJNNCEKK_00042	CDS	1149	fadA_1	2.3.1.16		3-ketoacyl-CoA thiolase
BJNNCEKK_00043	CDS	678	ribK	2.7.1.161	COG1339	Riboflavin kinase
BJNNCEKK_00044	CDS	708	ribB	4.1.99.12	COG0108	3,4-dihydroxy-2-butanone 4-phosphate synthase
BJNNCEKK_00045	CDS	1251				hypothetical protein
BJNNCEKK_00046	CDS	312	tfs			Transcription factor S
BJNNCEKK_00047	CDS	453	nudF_1	3.6.1.13	COG1051	ADP-ribose pyrophosphatase
BJNNCEKK_00048	CDS	642	ycdX	3.1.3.-		phosphatase YcdX
BJNNCEKK_00049	CDS	765	artA	3.4.22.-	COG4083	Archaeosortase A
BJNNCEKK_00050	CDS	570	asd_1	4.1.1.-	COG0688	Putative archaetidylserine decarboxylase proenzyme
BJNNCEKK_00051	CDS	480				hypothetical protein
BJNNCEKK_00052	CDS	405				hypothetical protein
BJNNCEKK_00053	CDS	870				hypothetical protein
BJNNCEKK_00054	CDS	549				hypothetical protein
BJNNCEKK_00055	CDS	1431				hypothetical protein
BJNNCEKK_00056	CDS	570				hypothetical protein
BJNNCEKK_00057	CDS	690				hypothetical protein
BJNNCEKK_00058	CDS	717	thsA_1		COG0459	Thermosome subunit alpha
BJNNCEKK_00059	CDS	528	rutB_1	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
BJNNCEKK_00060	CDS	753			COG0327	GTP cyclohydrolase 1 type 2 
BJNNCEKK_00061	CDS	588				hypothetical protein
BJNNCEKK_00062	CDS	369				hypothetical protein
BJNNCEKK_00063	CDS	96				hypothetical protein
BJNNCEKK_00064	CDS	216				hypothetical protein
BJNNCEKK_00065	CDS	1035	asd_2	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
BJNNCEKK_00066	CDS	270	albA2_1		COG1581	DNA/RNA-binding protein Alba 2
BJNNCEKK_00067	CDS	771				hypothetical protein
BJNNCEKK_00068	CDS	624	dinG_1	3.1.-.-		3'-5' exonuclease DinG
BJNNCEKK_00069	CDS	744				hypothetical protein
BJNNCEKK_00070	CDS	1053				hypothetical protein
BJNNCEKK_00071	CDS	1419	lpdA_1	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
BJNNCEKK_00072	CDS	1344	mdtD_1			Putative multidrug resistance protein MdtD
BJNNCEKK_00073	CDS	828				hypothetical protein
BJNNCEKK_00074	CDS	738				hypothetical protein
BJNNCEKK_00075	CDS	1089				hypothetical protein
BJNNCEKK_00076	CDS	1482	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
BJNNCEKK_00077	CDS	594	gpt_1	2.4.2.22		Xanthine phosphoribosyltransferase
BJNNCEKK_00078	CDS	915	fcl	1.1.1.271		GDP-L-fucose synthase
BJNNCEKK_00079	CDS	468				hypothetical protein
BJNNCEKK_00080	CDS	585				hypothetical protein
BJNNCEKK_00081	CDS	1272	trmFO	2.1.1.74		Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO
BJNNCEKK_00082	CDS	501				hypothetical protein
BJNNCEKK_00083	CDS	1089	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
BJNNCEKK_00084	CDS	1659				hypothetical protein
BJNNCEKK_00085	CDS	1080				hypothetical protein
BJNNCEKK_00086	CDS	411				hypothetical protein
BJNNCEKK_00087	CDS	288				hypothetical protein
BJNNCEKK_00088	CDS	1638		6.2.1.40	COG0318	4-hydroxybutyrate--CoA ligase 2
BJNNCEKK_00089	CDS	798				hypothetical protein
BJNNCEKK_00090	CDS	1224	thiL_1	2.7.4.16		Thiamine-monophosphate kinase
BJNNCEKK_00091	CDS	966	nrpRI_1		COG1693	Global nitrogen regulator NrpRI
BJNNCEKK_00092	CDS	903	tfrA_1	1.3.4.1	COG1053	Fumarate reductase (CoM/CoB) subunit A
