locus_tag	ftype	length_bp	gene	EC_number	COG	product
ACFOCBBG_00001	CDS	441				hypothetical protein
ACFOCBBG_00002	CDS	1728	ftsH_1	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
ACFOCBBG_00003	CDS	390	ndhC	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3
ACFOCBBG_00004	CDS	510	nqo6	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit 6
ACFOCBBG_00005	CDS	1209				hypothetical protein
ACFOCBBG_00006	CDS	555				hypothetical protein
ACFOCBBG_00007	CDS	807				hypothetical protein
ACFOCBBG_00008	CDS	2028	feoB		COG0370	Fe(2+) transporter FeoB
ACFOCBBG_00009	CDS	225	feoA		COG1918	Putative Fe(2+) transport protein A
ACFOCBBG_00010	CDS	1131				hypothetical protein
ACFOCBBG_00011	CDS	417				hypothetical protein
ACFOCBBG_00012	CDS	663				hypothetical protein
ACFOCBBG_00013	CDS	201	rpmE		COG0254	50S ribosomal protein L31
ACFOCBBG_00014	CDS	807	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
ACFOCBBG_00015	CDS	645	rlmB	2.1.1.185		23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
ACFOCBBG_00016	CDS	1047				hypothetical protein
ACFOCBBG_00017	CDS	819				hypothetical protein
ACFOCBBG_00018	CDS	1212	alaC	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaC
ACFOCBBG_00019	CDS	1269	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
ACFOCBBG_00020	CDS	2064	fdhF	1.17.1.9	COG0243	Formate dehydrogenase H
ACFOCBBG_00021	CDS	327				hypothetical protein
ACFOCBBG_00022	CDS	363	rplS			50S ribosomal protein L19
ACFOCBBG_00023	CDS	234				hypothetical protein
ACFOCBBG_00024	CDS	702	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
ACFOCBBG_00025	CDS	534	rimM			Ribosome maturation factor RimM
ACFOCBBG_00026	CDS	243				hypothetical protein
ACFOCBBG_00027	CDS	231	rpsP			30S ribosomal protein S16
ACFOCBBG_00028	CDS	1341	ffh		COG0541	Signal recognition particle protein
ACFOCBBG_00029	CDS	207				hypothetical protein
ACFOCBBG_00030	CDS	1170				hypothetical protein
ACFOCBBG_00031	CDS	249	oadG	7.2.4.2		oxaloacetate decarboxylase gamma chain
ACFOCBBG_00032	CDS	1800	oadA	7.2.4.2	COG0511	Oxaloacetate decarboxylase alpha chain
ACFOCBBG_00033	CDS	1311	gcdB	7.2.4.5	COG1883	Glutaconyl-CoA decarboxylase subunit beta
ACFOCBBG_00034	CDS	1716	napA	1.9.6.1		Periplasmic nitrate reductase
ACFOCBBG_00035	CDS	753				hypothetical protein
ACFOCBBG_00036	CDS	363				hypothetical protein
ACFOCBBG_00037	CDS	903	cmoB	2.5.1.-	COG0500	tRNA U34 carboxymethyltransferase
ACFOCBBG_00038	CDS	1293				hypothetical protein
ACFOCBBG_00039	CDS	432	aer		COG0840	Aerotaxis receptor
ACFOCBBG_00040	CDS	414				hypothetical protein
ACFOCBBG_00041	CDS	1938	ligA	6.5.1.2	COG0272	DNA ligase
ACFOCBBG_00042	CDS	435				hypothetical protein
ACFOCBBG_00043	CDS	270	rpsO		COG0184	30S ribosomal protein S15
ACFOCBBG_00044	CDS	387				hypothetical protein
ACFOCBBG_00045	CDS	732				hypothetical protein
ACFOCBBG_00046	CDS	117				hypothetical protein
ACFOCBBG_00047	CDS	1065	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
ACFOCBBG_00048	CDS	960	nikB		COG0601	Nickel transport system permease protein NikB
ACFOCBBG_00049	CDS	609	ribE	2.5.1.9	COG0307	Riboflavin synthase
ACFOCBBG_00050	CDS	717		1.10.3.-	COG1496	Polyphenol oxidase
ACFOCBBG_00051	CDS	291	flhB		COG1377	Flagellar biosynthetic protein FlhB
