locus_tag	ftype	length_bp	gene	EC_number	COG	product
EKFBLLCC_00001	CDS	495	ilvH	2.2.1.6	COG0440	Acetolactate synthase isozyme 3 small subunit
EKFBLLCC_00002	CDS	1893	csrD			RNase E specificity factor CsrD
EKFBLLCC_00003	CDS	882				hypothetical protein
EKFBLLCC_00004	CDS	2004				IS66 family transposase ISPsy43
EKFBLLCC_00005	CDS	1224	rhlE_1	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
EKFBLLCC_00006	CDS	678				hypothetical protein
EKFBLLCC_00007	CDS	351				hypothetical protein
EKFBLLCC_00008	CDS	174				hypothetical protein
EKFBLLCC_00009	CDS	1179	ycaD			putative MFS-type transporter YcaD
EKFBLLCC_00010	CDS	690	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
EKFBLLCC_00011	CDS	444				hypothetical protein
EKFBLLCC_00012	CDS	543				hypothetical protein
EKFBLLCC_00013	CDS	1188				hypothetical protein
EKFBLLCC_00014	CDS	912	menA	2.5.1.74	COG1575	1,4-dihydroxy-2-naphthoate octaprenyltransferase
EKFBLLCC_00015	CDS	534	icd2	1.1.1.42		Isocitrate dehydrogenase [NADP] 2
EKFBLLCC_00016	CDS	216	cspD		COG1278	Cold shock-like protein CspD
EKFBLLCC_00017	CDS	471	clpS			ATP-dependent Clp protease adapter protein ClpS
EKFBLLCC_00018	CDS	2250	clpA		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
EKFBLLCC_00019	CDS	219	infA		COG0361	Translation initiation factor IF-1
EKFBLLCC_00020	CDS	684	bpt	2.3.2.29	COG2935	Aspartate/glutamate leucyltransferase
EKFBLLCC_00021	CDS	696	aat	2.3.2.6	COG2360	Leucyl/phenylalanyl-tRNA--protein transferase
EKFBLLCC_00022	CDS	957	trxB	1.8.1.9	COG0492	Thioredoxin reductase
EKFBLLCC_00023	CDS	468	lrp_1		COG1522	Leucine-responsive regulatory protein
EKFBLLCC_00024	CDS	2532				hypothetical protein
EKFBLLCC_00025	CDS	606	lolA		COG2834	Outer-membrane lipoprotein carrier protein
