locus_tag	ftype	length_bp	gene	EC_number	COG	product
PFJKFIOL_00001	CDS	411	xerD_1			Tyrosine recombinase XerD
PFJKFIOL_00002	CDS	789	rpsB		COG0052	30S ribosomal protein S2
PFJKFIOL_00003	CDS	597	tsf		COG0264	Elongation factor Ts
PFJKFIOL_00004	CDS	720	pyrH	2.7.4.22		Uridylate kinase
PFJKFIOL_00005	CDS	987	cdr	1.8.1.14		Coenzyme A disulfide reductase
PFJKFIOL_00006	CDS	684				hypothetical protein
PFJKFIOL_00007	CDS	1725	korA	1.2.7.3	COG0674	2-oxoglutarate oxidoreductase subunit KorA
PFJKFIOL_00008	CDS	168				hypothetical protein
PFJKFIOL_00009	CDS	1116	epsN	2.6.1.-	COG0399	Putative pyridoxal phosphate-dependent aminotransferase EpsN
PFJKFIOL_00010	CDS	150				hypothetical protein
PFJKFIOL_00011	CDS	858		5.1.3.31	COG1082	L-ribulose 3-epimerase
PFJKFIOL_00012	CDS	993	dhaK-2	2.7.1.121	COG2376	PTS-dependent dihydroxyacetone kinase 2, dihydroxyacetone-binding subunit DhaK
PFJKFIOL_00013	CDS	693	dhaL-2	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase 2, ADP-binding subunit DhaL
PFJKFIOL_00014	CDS	1059				hypothetical protein
PFJKFIOL_00015	CDS	1518	rbsA_1	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
PFJKFIOL_00016	CDS	990	alsC_1		COG1172	D-allose transport system permease protein AlsC
PFJKFIOL_00017	CDS	558				hypothetical protein
PFJKFIOL_00018	CDS	999	lsrR		COG2390	Transcriptional regulator LsrR
PFJKFIOL_00019	CDS	297	truA	5.4.99.12		tRNA pseudouridine synthase A
PFJKFIOL_00020	CDS	447	rplM		COG0102	50S ribosomal protein L13
PFJKFIOL_00021	CDS	396	rpsI		COG0103	30S ribosomal protein S9
PFJKFIOL_00022	CDS	564				hypothetical protein
PFJKFIOL_00023	CDS	1242				hypothetical protein
PFJKFIOL_00024	CDS	1035	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
PFJKFIOL_00025	CDS	210				hypothetical protein
PFJKFIOL_00026	CDS	732	adc_1	4.1.1.4	COG4689	putative acetoacetate decarboxylase
PFJKFIOL_00027	CDS	1518				IS1634 family transposase IS1549
PFJKFIOL_00028	CDS	900				hypothetical protein
PFJKFIOL_00029	CDS	1281	hpsN	1.1.1.308		Sulfopropanediol 3-dehydrogenase
PFJKFIOL_00030	CDS	126				hypothetical protein
PFJKFIOL_00031	CDS	924	eryC	5.1.3.38		D-erythrulose 1-phosphate 3-epimerase
PFJKFIOL_00032	CDS	567				hypothetical protein
PFJKFIOL_00033	CDS	576	sgcG	1.3.99.24		2-amino-4-deoxychorismate dehydrogenase
PFJKFIOL_00034	CDS	288	alr	5.1.1.1		Alanine racemase
PFJKFIOL_00035	CDS	393				hypothetical protein
PFJKFIOL_00036	CDS	1509	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
PFJKFIOL_00037	CDS	1290	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
PFJKFIOL_00038	CDS	588	glpP		COG1954	Glycerol uptake operon antiterminator regulatory protein
PFJKFIOL_00039	CDS	1131	fadF_1	1.-.-.-	COG0247	putative iron-sulfur-binding oxidoreductase FadF
PFJKFIOL_00040	CDS	1446		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
PFJKFIOL_00041	CDS	1197	braC		COG0683	Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein
PFJKFIOL_00042	CDS	849	degV		COG1307	Protein DegV
PFJKFIOL_00043	CDS	234				hypothetical protein
PFJKFIOL_00044	CDS	1305	araB	2.7.1.16	COG1069	Ribulokinase
PFJKFIOL_00045	CDS	885	cobS	2.7.8.26	COG0368	Adenosylcobinamide-GDP ribazoletransferase
PFJKFIOL_00046	CDS	582	cobU	2.7.1.156	COG2087	Bifunctional adenosylcobalamin biosynthesis protein CobU
PFJKFIOL_00047	CDS	762				hypothetical protein
PFJKFIOL_00048	CDS	1095				hypothetical protein
PFJKFIOL_00049	CDS	408				hypothetical protein
PFJKFIOL_00050	CDS	294				hypothetical protein
PFJKFIOL_00051	CDS	225				hypothetical protein
PFJKFIOL_00052	CDS	1062	acr3		COG0798	Arsenical-resistance protein Acr3
PFJKFIOL_00053	CDS	1269				IS110 family transposase ISBth13
PFJKFIOL_00054	CDS	435	arsC_1	1.20.4.4	COG0394	Arsenate reductase
PFJKFIOL_00055	CDS	366				hypothetical protein
PFJKFIOL_00056	CDS	837				hypothetical protein
PFJKFIOL_00057	CDS	1182	recF		COG1195	DNA replication and repair protein RecF
PFJKFIOL_00058	CDS	828				hypothetical protein
PFJKFIOL_00059	CDS	1215	fadF_2	1.-.-.-	COG0247	putative iron-sulfur-binding oxidoreductase FadF
PFJKFIOL_00060	CDS	294				hypothetical protein
PFJKFIOL_00061	CDS	537				hypothetical protein
PFJKFIOL_00062	CDS	858				hypothetical protein
PFJKFIOL_00063	CDS	948	rhaS			HTH-type transcriptional activator RhaS
PFJKFIOL_00064	CDS	651	msrA_1	1.8.4.11		Peptide methionine sulfoxide reductase MsrA
PFJKFIOL_00065	CDS	786	sbmC			DNA gyrase inhibitor
PFJKFIOL_00066	CDS	1179	dinB	2.7.7.7	COG0389	DNA polymerase IV
PFJKFIOL_00067	CDS	402	dnaE2	2.7.7.7		Error-prone DNA polymerase
PFJKFIOL_00068	CDS	465	nifS	2.8.1.7	COG1104	Cysteine desulfurase NifS
PFJKFIOL_00069	CDS	378	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
PFJKFIOL_00070	CDS	174				hypothetical protein
PFJKFIOL_00071	CDS	246	tusA_1		COG0425	Sulfur carrier protein TusA
PFJKFIOL_00072	tRNA	74				tRNA-Gln(ctg)
PFJKFIOL_00073	CDS	720	nanR_1			HTH-type transcriptional repressor NanR
PFJKFIOL_00074	CDS	465	msrP_1	1.8.5.-		Protein-methionine-sulfoxide reductase catalytic subunit MsrP
PFJKFIOL_00075	CDS	648				hypothetical protein
PFJKFIOL_00076	CDS	825				hypothetical protein
PFJKFIOL_00077	tRNA	76				tRNA-Ala(tgc)
PFJKFIOL_00078	CDS	942	cadA	3.6.3.3		Cadmium-transporting ATPase
PFJKFIOL_00079	CDS	1152				hypothetical protein
PFJKFIOL_00080	CDS	204				hypothetical protein
PFJKFIOL_00081	CDS	693				queuosine precursor transporter
PFJKFIOL_00082	CDS	867				hypothetical protein
PFJKFIOL_00083	CDS	1809				hypothetical protein
PFJKFIOL_00084	CDS	183				hypothetical protein
PFJKFIOL_00085	CDS	114				hypothetical protein
PFJKFIOL_00086	CDS	285	eutM		COG4577	Ethanolamine utilization protein EutM
PFJKFIOL_00087	CDS	291				hypothetical protein
PFJKFIOL_00088	CDS	897		7.2.2.10		Calcium-transporting ATPase 1
PFJKFIOL_00089	CDS	240				hypothetical protein
PFJKFIOL_00090	CDS	1113				hypothetical protein
PFJKFIOL_00091	CDS	504				hypothetical protein
PFJKFIOL_00092	CDS	582				hypothetical protein
PFJKFIOL_00093	CDS	1440				hypothetical protein
PFJKFIOL_00094	CDS	525				hypothetical protein
PFJKFIOL_00095	CDS	720	ecfA1	7.-.-.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA1
PFJKFIOL_00096	CDS	663	ecfA3_1	3.6.3.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA3
PFJKFIOL_00097	CDS	765	ecfT_1			Energy-coupling factor transporter transmembrane protein EcfT
PFJKFIOL_00098	CDS	765				hypothetical protein
PFJKFIOL_00099	CDS	735				hypothetical protein
PFJKFIOL_00100	CDS	2922				hypothetical protein
PFJKFIOL_00101	CDS	240				hypothetical protein
PFJKFIOL_00102	CDS	414		3.1.-.-	COG2402	Ribonuclease VapC26
PFJKFIOL_00103	CDS	918	yitJ_1		COG0646	Bifunctional homocysteine S-methyltransferase/5,10-methylenetetrahydrofolate reductase
PFJKFIOL_00104	CDS	282				hypothetical protein
PFJKFIOL_00105	CDS	1140				hypothetical protein
PFJKFIOL_00106	CDS	540		1.13.11.79	COG0778	5,6-dimethylbenzimidazole synthase
PFJKFIOL_00107	CDS	594				hypothetical protein
PFJKFIOL_00108	CDS	1251	gltS			Sodium/glutamate symporter
PFJKFIOL_00109	CDS	1644	cobQ			Cobyric acid synthase
PFJKFIOL_00110	CDS	228				hypothetical protein
PFJKFIOL_00111	CDS	927	yxlF_1	3.6.3.-	COG1131	putative ABC transporter ATP-binding protein YxlF
PFJKFIOL_00112	CDS	768				hypothetical protein
PFJKFIOL_00113	CDS	522				hypothetical protein
PFJKFIOL_00114	CDS	801	kduD_1	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
PFJKFIOL_00115	CDS	288				hypothetical protein
PFJKFIOL_00116	CDS	261				hypothetical protein
PFJKFIOL_00117	CDS	399	vapC2	3.1.-.-	COG1487	Ribonuclease VapC2
PFJKFIOL_00118	CDS	828	mutM_1	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
PFJKFIOL_00119	CDS	246				hypothetical protein
PFJKFIOL_00120	CDS	909				hypothetical protein
PFJKFIOL_00121	CDS	888	soj	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
PFJKFIOL_00122	CDS	249				hypothetical protein
PFJKFIOL_00123	CDS	822	arsM	2.1.1.137		Arsenite methyltransferase
PFJKFIOL_00124	CDS	978		6.2.1.30	COG1541	Phenylacetate-coenzyme A ligase
PFJKFIOL_00125	CDS	882				hypothetical protein
PFJKFIOL_00126	CDS	342				hypothetical protein
PFJKFIOL_00127	CDS	207				hypothetical protein
PFJKFIOL_00128	CDS	1209	mlc_1		COG1940	Protein mlc
PFJKFIOL_00129	CDS	1845	tkt	2.2.1.1	COG0021	Transketolase
PFJKFIOL_00130	CDS	840	tal	2.2.1.2	COG0176	Transaldolase
PFJKFIOL_00131	CDS	753				hypothetical protein
PFJKFIOL_00132	CDS	2061				hypothetical protein
PFJKFIOL_00133	CDS	909	nadE_1	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
PFJKFIOL_00134	CDS	831	sucD	1.2.1.76	COG1012	Succinate-semialdehyde dehydrogenase (acetylating)
PFJKFIOL_00135	CDS	3303		1.2.7.1	COG0674	Pyruvate:ferredoxin oxidoreductase
PFJKFIOL_00136	CDS	1224	lysC	2.7.2.4		Aspartokinase
PFJKFIOL_00137	CDS	450				hypothetical protein
PFJKFIOL_00138	CDS	402				hypothetical protein
PFJKFIOL_00139	CDS	267				hypothetical protein
PFJKFIOL_00140	CDS	1149	sigA_1		COG0568	RNA polymerase sigma factor SigA
PFJKFIOL_00141	CDS	705				hypothetical protein
PFJKFIOL_00142	CDS	1281		3.1.4.-	COG2206	3'3'-cGAMP-specific phosphodiesterase 1
PFJKFIOL_00143	CDS	369	dgcT	2.7.7.65		putative diguanylate cyclase DgcT
PFJKFIOL_00144	tRNA	94				tRNA-Ser(gct)
PFJKFIOL_00145	tRNA	77				tRNA-Arg(acg)
PFJKFIOL_00146	CDS	1212	crtQ_1	2.4.1.-		4,4'-diaponeurosporenoate glycosyltransferase
PFJKFIOL_00147	CDS	207				hypothetical protein
PFJKFIOL_00148	CDS	2400				hypothetical protein
PFJKFIOL_00149	CDS	1137				hypothetical protein
PFJKFIOL_00150	CDS	759				hypothetical protein
PFJKFIOL_00151	CDS	2577	menE	6.2.1.26		2-succinylbenzoate--CoA ligase
PFJKFIOL_00152	CDS	375				hypothetical protein
PFJKFIOL_00153	CDS	1554				hypothetical protein
PFJKFIOL_00154	CDS	2535				hypothetical protein
PFJKFIOL_00155	CDS	1047	cytR_1		COG1609	HTH-type transcriptional repressor CytR
PFJKFIOL_00156	CDS	159				hypothetical protein
PFJKFIOL_00157	CDS	687	ppm1_1	2.4.1.-		Polyprenol monophosphomannose synthase
PFJKFIOL_00158	CDS	384				hypothetical protein
PFJKFIOL_00159	CDS	861	strL	1.1.1.133	COG1091	dTDP-4-dehydrorhamnose reductase
PFJKFIOL_00160	CDS	705				hypothetical protein
PFJKFIOL_00161	CDS	1320				hypothetical protein
PFJKFIOL_00162	CDS	1077				hypothetical protein
PFJKFIOL_00163	CDS	1305				hypothetical protein
PFJKFIOL_00164	CDS	348				hypothetical protein
PFJKFIOL_00165	CDS	201				hypothetical protein
PFJKFIOL_00166	CDS	669				hypothetical protein
PFJKFIOL_00167	CDS	849				hypothetical protein
PFJKFIOL_00168	CDS	1152				hypothetical protein
PFJKFIOL_00169	CDS	897	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
PFJKFIOL_00170	CDS	345	gltD	1.4.1.13		Glutamate synthase [NADPH] small chain
PFJKFIOL_00171	CDS	483	fur		COG0735	Ferric uptake regulation protein
PFJKFIOL_00172	CDS	1122	folD		COG0190	Bifunctional protein FolD protein
PFJKFIOL_00173	CDS	1059	spoIIIE		COG1674	DNA translocase SpoIIIE
PFJKFIOL_00174	CDS	378				hypothetical protein
PFJKFIOL_00175	CDS	714				hypothetical protein
PFJKFIOL_00176	CDS	1188				hypothetical protein
PFJKFIOL_00177	CDS	957	araH_1		COG1172	L-arabinose transport system permease protein AraH
PFJKFIOL_00178	CDS	987				hypothetical protein
PFJKFIOL_00179	CDS	204				hypothetical protein
PFJKFIOL_00180	CDS	558	gnu	5.1.3.26	COG0451	N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol 4-epimerase
PFJKFIOL_00181	CDS	753	dapH	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
PFJKFIOL_00182	CDS	1020				hypothetical protein
PFJKFIOL_00183	CDS	1794	tolB_1			Tol-Pal system protein TolB
PFJKFIOL_00184	CDS	744				hypothetical protein
PFJKFIOL_00185	CDS	2460				hypothetical protein
PFJKFIOL_00186	CDS	1263				hypothetical protein
PFJKFIOL_00187	CDS	843	melD_1		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
PFJKFIOL_00188	CDS	1353				hypothetical protein
PFJKFIOL_00189	CDS	1065	degA_1		COG1609	HTH-type transcriptional regulator DegA
PFJKFIOL_00190	CDS	1656				hypothetical protein
PFJKFIOL_00191	CDS	564				hypothetical protein
PFJKFIOL_00192	CDS	720				hypothetical protein
PFJKFIOL_00193	CDS	624				hypothetical protein
PFJKFIOL_00194	CDS	1059	rbsR_1		COG1609	Ribose operon repressor
PFJKFIOL_00195	CDS	849		5.1.3.31	COG1082	D-tagatose 3-epimerase
PFJKFIOL_00196	CDS	612				hypothetical protein
PFJKFIOL_00197	CDS	345				hypothetical protein
PFJKFIOL_00198	CDS	894	lacF_1			Lactose transport system permease protein LacF
PFJKFIOL_00199	CDS	1338	hisD	1.1.1.23		Histidinol dehydrogenase
PFJKFIOL_00200	CDS	1098	hisC	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
PFJKFIOL_00201	CDS	840	acsE_1	2.1.1.258	COG1410	5-methyltetrahydrofolate:corrinoid/iron-sulfur protein co-methyltransferase
PFJKFIOL_00202	CDS	747	actP		COG4147	Cation/acetate symporter ActP
PFJKFIOL_00203	CDS	252				hypothetical protein
PFJKFIOL_00204	CDS	1266		1.18.1.2		Ferredoxin--NADP reductase
PFJKFIOL_00205	CDS	360				hypothetical protein
