locus_tag	ftype	length_bp	gene	EC_number	COG	product
DOEJEEJG_00001	CDS	750				hypothetical protein
DOEJEEJG_00002	CDS	399				hypothetical protein
DOEJEEJG_00003	CDS	666				hypothetical protein
DOEJEEJG_00004	tRNA	75				tRNA-Arg(tcg)
DOEJEEJG_00005	CDS	219				hypothetical protein
DOEJEEJG_00006	CDS	240				hypothetical protein
DOEJEEJG_00007	CDS	654				hypothetical protein
DOEJEEJG_00008	CDS	219			COG1958	Putative snRNP Sm-like protein
DOEJEEJG_00009	CDS	639				hypothetical protein
DOEJEEJG_00010	CDS	795				hypothetical protein
DOEJEEJG_00011	CDS	1563	gpmI	5.4.2.12		2,3-bisphosphoglycerate-independent phosphoglycerate mutase
DOEJEEJG_00012	CDS	4560				hypothetical protein
DOEJEEJG_00013	CDS	2079				hypothetical protein
DOEJEEJG_00014	CDS	1110				hypothetical protein
DOEJEEJG_00015	CDS	1233				hypothetical protein
DOEJEEJG_00016	CDS	984				hypothetical protein
DOEJEEJG_00017	CDS	1236				hypothetical protein
DOEJEEJG_00018	CDS	1305				hypothetical protein
DOEJEEJG_00019	CDS	666			COG1136	putative ABC transporter ATP-binding protein
DOEJEEJG_00020	CDS	621				hypothetical protein
DOEJEEJG_00021	CDS	2403				hypothetical protein
DOEJEEJG_00022	CDS	468				hypothetical protein
DOEJEEJG_00023	CDS	1680				hypothetical protein
DOEJEEJG_00024	CDS	159				hypothetical protein
DOEJEEJG_00025	CDS	324				hypothetical protein
DOEJEEJG_00026	CDS	231				hypothetical protein
DOEJEEJG_00027	CDS	708				hypothetical protein
DOEJEEJG_00028	CDS	276				hypothetical protein
DOEJEEJG_00029	CDS	183				hypothetical protein
DOEJEEJG_00030	CDS	468				hypothetical protein
DOEJEEJG_00031	CDS	777				hypothetical protein
DOEJEEJG_00032	CDS	258				hypothetical protein
DOEJEEJG_00033	CDS	1518		3.4.17.19	COG2317	Thermostable carboxypeptidase 1
DOEJEEJG_00034	CDS	1182				hypothetical protein
DOEJEEJG_00035	CDS	696		5.1.1.13		Aspartate racemase
DOEJEEJG_00036	CDS	333				hypothetical protein
DOEJEEJG_00037	CDS	876				hypothetical protein
DOEJEEJG_00038	CDS	225				hypothetical protein
