locus_tag	ftype	length_bp	gene	EC_number	COG	product
HNLGALCB_00001	CDS	414	gdhA	1.4.1.3		Glutamate dehydrogenase
HNLGALCB_00002	CDS	1068	era			GTPase Era
HNLGALCB_00003	CDS	324				hypothetical protein
HNLGALCB_00004	CDS	918				hypothetical protein
HNLGALCB_00005	CDS	579	porB_1	1.2.7.1	COG1013	Pyruvate synthase subunit PorB
HNLGALCB_00006	CDS	432		3.1.2.28		1,4-dihydroxy-2-naphthoyl-CoA hydrolase
HNLGALCB_00007	CDS	447				hypothetical protein
HNLGALCB_00008	CDS	909	rio2	2.7.11.1	COG0478	RIO-type serine/threonine-protein kinase Rio2
HNLGALCB_00009	CDS	2022				hypothetical protein
HNLGALCB_00010	CDS	1206	mat	2.5.1.6	COG1812	S-adenosylmethionine synthase
HNLGALCB_00011	CDS	843			COG0517	putative protein
HNLGALCB_00012	CDS	1008			COG0517	putative protein
HNLGALCB_00013	CDS	882				hypothetical protein
HNLGALCB_00014	CDS	810				hypothetical protein
HNLGALCB_00015	CDS	213				hypothetical protein
HNLGALCB_00016	CDS	1083				hypothetical protein
HNLGALCB_00017	CDS	1095				hypothetical protein
HNLGALCB_00018	CDS	351				hypothetical protein
HNLGALCB_00019	CDS	1197	pepQ_1	3.4.13.9	COG0006	Xaa-Pro dipeptidase
HNLGALCB_00020	CDS	522				hypothetical protein
HNLGALCB_00021	CDS	1182	cofH_1	2.5.1.147	COG1060	5-amino-6-(D-ribitylamino)uracil--L-tyrosine 4-hydroxyphenyl transferase
HNLGALCB_00022	CDS	1164	cofH_2	2.5.1.147	COG1060	5-amino-6-(D-ribitylamino)uracil--L-tyrosine 4-hydroxyphenyl transferase
HNLGALCB_00023	CDS	726	mqnA	4.2.1.151		Chorismate dehydratase
HNLGALCB_00024	CDS	837	mqnD	4.1.-.-		1,4-dihydroxy-6-naphtoate synthase
HNLGALCB_00025	CDS	891				hypothetical protein
HNLGALCB_00026	CDS	615	nep1	2.1.1.-	COG1756	Ribosomal RNA small subunit methyltransferase Nep1
HNLGALCB_00027	CDS	939	are	3.1.1.2		Arylesterase
HNLGALCB_00028	CDS	129				hypothetical protein
HNLGALCB_00029	CDS	858				hypothetical protein
HNLGALCB_00030	CDS	384				hypothetical protein
HNLGALCB_00031	CDS	528	rutB	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
HNLGALCB_00032	CDS	2934				hypothetical protein
HNLGALCB_00033	CDS	1788				hypothetical protein
HNLGALCB_00034	CDS	1341	lpdA_1	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
HNLGALCB_00035	CDS	927	mdh	1.1.1.37	COG0039	Malate dehydrogenase
HNLGALCB_00036	CDS	423				hypothetical protein
HNLGALCB_00037	CDS	1032				hypothetical protein
HNLGALCB_00038	CDS	1185	fadA	2.3.1.16		3-ketoacyl-CoA thiolase
HNLGALCB_00039	CDS	1008	metE_1	2.1.1.14		5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
HNLGALCB_00040	CDS	996	metE_2	2.1.1.-	COG0620	Methionine synthase
HNLGALCB_00041	CDS	1044	thiL_1	2.7.4.16		Thiamine-monophosphate kinase
HNLGALCB_00042	CDS	600		2.7.4.3	COG1936	Putative adenylate kinase
HNLGALCB_00043	CDS	1530				hypothetical protein
