locus_tag	ftype	length_bp	gene	EC_number	COG	product
GLJEMLHN_00001	CDS	813				hypothetical protein
GLJEMLHN_00002	CDS	276				hypothetical protein
GLJEMLHN_00003	CDS	1731				hypothetical protein
GLJEMLHN_00004	CDS	996	trm5b	2.1.1.228	COG2520	tRNA (guanine(37)-N1)-methyltransferase Trm5b
GLJEMLHN_00005	CDS	474				hypothetical protein
GLJEMLHN_00006	CDS	843	sudB_1	1.8.1.19	COG0543	Sulfide dehydrogenase subunit beta
GLJEMLHN_00007	CDS	1419	sudA	1.8.1.19	COG0493	Sulfide dehydrogenase subunit alpha
GLJEMLHN_00008	CDS	561	korC_1	1.2.7.3	COG1014	2-oxoglutarate synthase subunit KorC
GLJEMLHN_00009	CDS	846	korB_1	1.2.7.3	COG1013	2-oxoglutarate synthase subunit KorB
GLJEMLHN_00010	CDS	1155	korA_1	1.2.7.3	COG0674	2-oxoglutarate synthase subunit KorA
GLJEMLHN_00011	CDS	531	korC_2	1.2.7.3	COG1014	2-oxoglutarate synthase subunit KorC
GLJEMLHN_00012	CDS	867	korB_2	1.2.7.3	COG1013	2-oxoglutarate synthase subunit KorB
GLJEMLHN_00013	CDS	1191	korA_2	1.2.7.3	COG0674	2-oxoglutarate synthase subunit KorA
GLJEMLHN_00014	CDS	258				hypothetical protein
GLJEMLHN_00015	CDS	975				hypothetical protein
GLJEMLHN_00016	CDS	777	surE1	3.1.3.5	COG0496	5'-nucleotidase SurE1
GLJEMLHN_00017	CDS	906	ftsY		COG0552	Signal recognition particle receptor FtsY
GLJEMLHN_00018	CDS	459				hypothetical protein
GLJEMLHN_00019	CDS	1293				hypothetical protein
GLJEMLHN_00020	CDS	1530	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
GLJEMLHN_00021	CDS	1044				hypothetical protein
GLJEMLHN_00022	CDS	912				hypothetical protein
GLJEMLHN_00023	CDS	2574				hypothetical protein
GLJEMLHN_00024	CDS	984				hypothetical protein
GLJEMLHN_00025	CDS	1431	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
GLJEMLHN_00026	CDS	645	gpt	2.4.2.22		Xanthine phosphoribosyltransferase
GLJEMLHN_00027	CDS	282				hypothetical protein
GLJEMLHN_00028	CDS	1779				hypothetical protein
GLJEMLHN_00029	CDS	1275	glyA	2.1.2.-	COG0112	Serine hydroxymethyltransferase
GLJEMLHN_00030	CDS	1197				hypothetical protein
GLJEMLHN_00031	CDS	846	cobB1	2.3.1.286	COG0846	NAD-dependent protein deacylase 1
GLJEMLHN_00032	CDS	393				hypothetical protein
GLJEMLHN_00033	CDS	732		3.1.3.-	COG1011	Glyceraldehyde 3-phosphate phosphatase
GLJEMLHN_00034	CDS	582				hypothetical protein
GLJEMLHN_00035	CDS	657				hypothetical protein
GLJEMLHN_00036	CDS	2412	kdpB	7.2.2.6		Potassium-transporting ATPase ATP-binding subunit
GLJEMLHN_00037	CDS	129				hypothetical protein
GLJEMLHN_00038	CDS	2007				hypothetical protein
GLJEMLHN_00039	CDS	516				hypothetical protein
GLJEMLHN_00040	CDS	1254	entS_1			Enterobactin exporter EntS
GLJEMLHN_00041	CDS	1239	entS_2			Enterobactin exporter EntS
GLJEMLHN_00042	CDS	666				hypothetical protein
GLJEMLHN_00043	CDS	771				hypothetical protein
GLJEMLHN_00044	CDS	1296				hypothetical protein
GLJEMLHN_00045	CDS	411				hypothetical protein
GLJEMLHN_00046	CDS	405				hypothetical protein
GLJEMLHN_00047	CDS	615				hypothetical protein
GLJEMLHN_00048	CDS	2706				hypothetical protein
GLJEMLHN_00049	CDS	2073				hypothetical protein
GLJEMLHN_00050	CDS	210				hypothetical protein
GLJEMLHN_00051	CDS	807				hypothetical protein
GLJEMLHN_00052	CDS	693	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
GLJEMLHN_00053	CDS	2049	copA	7.2.2.8	COG2217	putative copper-exporting P-type ATPase
GLJEMLHN_00054	CDS	351				hypothetical protein
GLJEMLHN_00055	CDS	1083				hypothetical protein
GLJEMLHN_00056	CDS	489				hypothetical protein
GLJEMLHN_00057	CDS	903				hypothetical protein
GLJEMLHN_00058	CDS	330				hypothetical protein
GLJEMLHN_00059	CDS	93				hypothetical protein
GLJEMLHN_00060	CDS	1140				hypothetical protein
GLJEMLHN_00061	CDS	696	pyrD	1.3.-.-		Dihydroorotate dehydrogenase
GLJEMLHN_00062	CDS	873	queC	6.3.4.20		7-cyano-7-deazaguanine synthase
GLJEMLHN_00063	tRNA	77				tRNA-Phe(gaa)
GLJEMLHN_00064	tRNA	78				tRNA-Gly(tcc)
GLJEMLHN_00065	CDS	441	tfx		COG1356	DNA-binding protein Tfx
GLJEMLHN_00066	CDS	1452				hypothetical protein
GLJEMLHN_00067	CDS	297				hypothetical protein
GLJEMLHN_00068	CDS	1758		2.1.1.-	COG1964	7,8-dihydro-6-hydroxymethylpterin dimethyltransferase
GLJEMLHN_00069	CDS	369				hypothetical protein
GLJEMLHN_00070	CDS	591		3.2.2.27	COG1573	Type-4 uracil-DNA glycosylase
GLJEMLHN_00071	CDS	1596				hypothetical protein
GLJEMLHN_00072	CDS	906		2.7.1.169	COG1829	Pantoate kinase
GLJEMLHN_00073	CDS	1686	lig	6.5.1.6		DNA ligase
GLJEMLHN_00074	CDS	720				hypothetical protein
GLJEMLHN_00075	CDS	543	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
GLJEMLHN_00076	CDS	882				hypothetical protein
GLJEMLHN_00077	CDS	216				hypothetical protein
GLJEMLHN_00078	CDS	1299		2.1.1.35	COG2265	tRNA (uracil(54)-C(5))-methyltransferase
GLJEMLHN_00079	CDS	426	lrpA		COG1522	HTH-type transcriptional regulator LrpA
GLJEMLHN_00080	tRNA	78				tRNA-Gly(ccc)
GLJEMLHN_00081	CDS	366				hypothetical protein
GLJEMLHN_00082	CDS	780	htpX_1	3.4.24.-		Protease HtpX
GLJEMLHN_00083	CDS	531				hypothetical protein
GLJEMLHN_00084	CDS	393				hypothetical protein
GLJEMLHN_00085	CDS	1323	ppaX	3.6.1.1		Pyrophosphatase PpaX
GLJEMLHN_00086	CDS	894	mraY	2.7.8.13		Phospho-N-acetylmuramoyl-pentapeptide-transferase
GLJEMLHN_00087	CDS	735	cas6b		COG1583	Putative CRISPR-associated endoribonuclease-like protein Cas6
GLJEMLHN_00088	CDS	1200	pan		COG1222	Proteasome-activating nucleotidase
GLJEMLHN_00089	CDS	921	rio2	2.7.11.1	COG0478	RIO-type serine/threonine-protein kinase Rio2
GLJEMLHN_00090	CDS	552				hypothetical protein
GLJEMLHN_00091	CDS	957	bioB	2.8.1.6		Biotin synthase
GLJEMLHN_00092	CDS	1161	yfcJ			putative MFS-type transporter YfcJ
GLJEMLHN_00093	CDS	918				hypothetical protein
GLJEMLHN_00094	CDS	915				hypothetical protein
GLJEMLHN_00095	CDS	585	iorB	1.2.7.8	COG1014	Indolepyruvate oxidoreductase subunit IorB
GLJEMLHN_00096	CDS	357	dadD_1	3.5.4.31		5'-deoxyadenosine deaminase
GLJEMLHN_00097	CDS	393	rps8e		COG2007	30S ribosomal protein S8e
GLJEMLHN_00098	CDS	909				hypothetical protein
GLJEMLHN_00099	CDS	1605	pyrG	6.3.4.2	COG0504	CTP synthase
GLJEMLHN_00100	CDS	387				hypothetical protein
GLJEMLHN_00101	CDS	288				hypothetical protein
GLJEMLHN_00102	CDS	1233	nreA		COG1602	DNA repair protein NreA
GLJEMLHN_00103	CDS	1119	gpmI	5.4.2.12		2,3-bisphosphoglycerate-independent phosphoglycerate mutase
GLJEMLHN_00104	CDS	480				hypothetical protein
