locus_tag	ftype	length_bp	gene	EC_number	COG	product
FKHBIIHF_00001	CDS	231				hypothetical protein
FKHBIIHF_00002	CDS	618				hypothetical protein
FKHBIIHF_00003	CDS	729				hypothetical protein
FKHBIIHF_00004	CDS	1623				hypothetical protein
FKHBIIHF_00005	CDS	1275				hypothetical protein
FKHBIIHF_00006	CDS	153				hypothetical protein
FKHBIIHF_00007	CDS	108				hypothetical protein
FKHBIIHF_00008	CDS	2184				hypothetical protein
FKHBIIHF_00009	CDS	1794	lepA	3.6.5.-		Elongation factor 4
FKHBIIHF_00010	CDS	1257				hypothetical protein
FKHBIIHF_00011	CDS	654	pcm	2.1.1.77	COG2518	Protein-L-isoaspartate O-methyltransferase
FKHBIIHF_00012	CDS	936				hypothetical protein
FKHBIIHF_00013	CDS	858				hypothetical protein
FKHBIIHF_00014	CDS	1413				hypothetical protein
FKHBIIHF_00015	CDS	120				hypothetical protein
FKHBIIHF_00016	CDS	2094				hypothetical protein
FKHBIIHF_00017	CDS	3723				hypothetical protein
FKHBIIHF_00018	CDS	1716				hypothetical protein
FKHBIIHF_00019	CDS	660				hypothetical protein
FKHBIIHF_00020	CDS	678				hypothetical protein
FKHBIIHF_00021	CDS	879	folD		COG0190	Bifunctional protein FolD protein
FKHBIIHF_00022	CDS	600	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
FKHBIIHF_00023	CDS	213				hypothetical protein
FKHBIIHF_00024	CDS	519				hypothetical protein
FKHBIIHF_00025	CDS	1155	hmgA	1.13.11.5		Homogentisate 1,2-dioxygenase
FKHBIIHF_00026	CDS	990	cpoB_1			Cell division coordinator CpoB
FKHBIIHF_00027	CDS	1932	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
FKHBIIHF_00028	CDS	534	infC		COG0290	Translation initiation factor IF-3
FKHBIIHF_00029	CDS	3030	cpoB_2			Cell division coordinator CpoB
FKHBIIHF_00030	CDS	1155				hypothetical protein
FKHBIIHF_00031	CDS	243				hypothetical protein
FKHBIIHF_00032	CDS	414	cheB_1	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
FKHBIIHF_00033	CDS	324	srrB	2.7.13.3		Sensor protein SrrB
FKHBIIHF_00034	CDS	519				hypothetical protein
FKHBIIHF_00035	CDS	3360				hypothetical protein
FKHBIIHF_00036	CDS	837	cvfB			Conserved virulence factor B
FKHBIIHF_00037	CDS	162				hypothetical protein
FKHBIIHF_00038	CDS	1134	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
FKHBIIHF_00039	CDS	696	walR		COG0745	Transcriptional regulatory protein WalR
FKHBIIHF_00040	CDS	1527	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
FKHBIIHF_00041	CDS	1302				hypothetical protein
FKHBIIHF_00042	CDS	1128	rsmB	2.1.1.176		Ribosomal RNA small subunit methyltransferase B
FKHBIIHF_00043	CDS	633				hypothetical protein
FKHBIIHF_00044	CDS	354	yjbR		COG2315	putative protein YjbR
FKHBIIHF_00045	CDS	1548				hypothetical protein
FKHBIIHF_00046	CDS	948				hypothetical protein
FKHBIIHF_00047	CDS	846				hypothetical protein
FKHBIIHF_00048	CDS	384				hypothetical protein
FKHBIIHF_00049	CDS	780				hypothetical protein
FKHBIIHF_00050	CDS	1083	namA	1.6.99.1	COG1902	NADPH dehydrogenase
FKHBIIHF_00051	CDS	945				hypothetical protein
FKHBIIHF_00052	CDS	645				hypothetical protein
FKHBIIHF_00053	CDS	1083	pntAA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha part 1
FKHBIIHF_00054	CDS	294				hypothetical protein
FKHBIIHF_00055	CDS	189				hypothetical protein
FKHBIIHF_00056	CDS	474				hypothetical protein
FKHBIIHF_00057	CDS	432				hypothetical protein
FKHBIIHF_00058	CDS	483	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
FKHBIIHF_00059	CDS	561				hypothetical protein
FKHBIIHF_00060	CDS	963	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
FKHBIIHF_00061	CDS	717				hypothetical protein
FKHBIIHF_00062	CDS	465				hypothetical protein
FKHBIIHF_00063	CDS	783	ydjP	3.-.-.-	COG0596	AB hydrolase superfamily protein YdjP
FKHBIIHF_00064	CDS	2139				hypothetical protein
FKHBIIHF_00065	CDS	1578				hypothetical protein
FKHBIIHF_00066	CDS	4158				hypothetical protein
FKHBIIHF_00067	CDS	2184				hypothetical protein
FKHBIIHF_00068	CDS	1479	proS	6.1.1.15	COG0442	Proline--tRNA ligase
FKHBIIHF_00069	CDS	3165	rep_1	3.6.4.12		ATP-dependent DNA helicase Rep
FKHBIIHF_00070	CDS	564	nfuA_1			Fe/S biogenesis protein NfuA
FKHBIIHF_00071	CDS	675				hypothetical protein
FKHBIIHF_00072	CDS	1341	accC	6.3.4.14	COG0439	Biotin carboxylase
FKHBIIHF_00073	CDS	462	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
FKHBIIHF_00074	CDS	984	fabH_1	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
FKHBIIHF_00075	CDS	948	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
FKHBIIHF_00076	CDS	186	rpmF			50S ribosomal protein L32
FKHBIIHF_00077	CDS	498				hypothetical protein
FKHBIIHF_00078	CDS	1077	pdxA2	1.1.1.408	COG1995	D-threonate 4-phosphate dehydrogenase
FKHBIIHF_00079	CDS	495	rssB_1			Regulator of RpoS
FKHBIIHF_00080	CDS	1041				hypothetical protein
FKHBIIHF_00081	CDS	684				hypothetical protein
FKHBIIHF_00082	CDS	2100	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
FKHBIIHF_00083	CDS	1050				hypothetical protein
FKHBIIHF_00084	CDS	1461	icd_1	1.1.1.42	COG0473	Isocitrate dehydrogenase [NADP]
FKHBIIHF_00085	CDS	864	sigA			RNA polymerase sigma factor SigA
FKHBIIHF_00086	CDS	225	polA	2.7.7.7		DNA polymerase I, thermostable
FKHBIIHF_00087	CDS	744	lpxH_1	3.6.1.54	COG2908	UDP-2,3-diacylglucosamine hydrolase
FKHBIIHF_00088	CDS	789				hypothetical protein
FKHBIIHF_00089	CDS	3354				hypothetical protein
FKHBIIHF_00090	CDS	2382				hypothetical protein
FKHBIIHF_00091	CDS	678	dapH	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
FKHBIIHF_00092	CDS	2043				hypothetical protein
FKHBIIHF_00093	CDS	519				hypothetical protein
FKHBIIHF_00094	CDS	1356	gdhA_1	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase
FKHBIIHF_00095	CDS	693	yjmC	1.1.1.-	COG2055	putative oxidoreductase YjmC
FKHBIIHF_00096	CDS	846				hypothetical protein
FKHBIIHF_00097	CDS	570				hypothetical protein
FKHBIIHF_00098	CDS	360				hypothetical protein
FKHBIIHF_00099	CDS	492				hypothetical protein
FKHBIIHF_00100	CDS	1155				hypothetical protein
FKHBIIHF_00101	CDS	819	rhaR			HTH-type transcriptional activator RhaR
FKHBIIHF_00102	CDS	1227				hypothetical protein
FKHBIIHF_00103	CDS	2163	btuB_1			Vitamin B12 transporter BtuB
FKHBIIHF_00104	CDS	921				hypothetical protein
FKHBIIHF_00105	CDS	2181				hypothetical protein
FKHBIIHF_00106	tRNA	83				tRNA-Leu(tag)
FKHBIIHF_00107	CDS	1377	tig	5.2.1.8	COG0544	Trigger factor
FKHBIIHF_00108	CDS	717	clpP	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
FKHBIIHF_00109	CDS	1224	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
FKHBIIHF_00110	CDS	1374				hypothetical protein
FKHBIIHF_00111	CDS	1434				hypothetical protein
FKHBIIHF_00112	CDS	1008				hypothetical protein
FKHBIIHF_00113	CDS	1443				hypothetical protein
FKHBIIHF_00114	CDS	1038				hypothetical protein
FKHBIIHF_00115	CDS	318				hypothetical protein
FKHBIIHF_00116	CDS	177				hypothetical protein
FKHBIIHF_00117	CDS	774	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
FKHBIIHF_00118	CDS	1095				hypothetical protein
FKHBIIHF_00119	CDS	564				hypothetical protein
FKHBIIHF_00120	CDS	1458	degQ	3.4.21.107	COG0265	Periplasmic pH-dependent serine endoprotease DegQ
FKHBIIHF_00121	CDS	708				hypothetical protein
FKHBIIHF_00122	CDS	1029	mbl		COG1077	Cell shape-determining protein Mbl
FKHBIIHF_00123	CDS	825				hypothetical protein
FKHBIIHF_00124	CDS	498				hypothetical protein
FKHBIIHF_00125	CDS	1866	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
FKHBIIHF_00126	CDS	1242	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
FKHBIIHF_00127	CDS	636	gloC	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
FKHBIIHF_00128	CDS	1242				hypothetical protein
FKHBIIHF_00129	CDS	3906				hypothetical protein
FKHBIIHF_00130	CDS	993				hypothetical protein
FKHBIIHF_00131	CDS	1038	prfB		COG1186	Peptide chain release factor RF2
FKHBIIHF_00132	CDS	891				hypothetical protein
FKHBIIHF_00133	CDS	1002	pal_1			Peptidoglycan-associated lipoprotein
FKHBIIHF_00134	CDS	1086	ddlA	6.3.2.4	COG1181	D-alanine--D-alanine ligase A
FKHBIIHF_00135	CDS	1104				hypothetical protein
FKHBIIHF_00136	CDS	714				hypothetical protein
FKHBIIHF_00137	CDS	792				hypothetical protein
FKHBIIHF_00138	CDS	1488	purH			Bifunctional purine biosynthesis protein PurH
FKHBIIHF_00139	CDS	1017	selU	2.5.1.-		tRNA 2-selenouridine synthase
FKHBIIHF_00140	CDS	936				hypothetical protein
FKHBIIHF_00141	CDS	726	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
FKHBIIHF_00142	CDS	549				hypothetical protein
FKHBIIHF_00143	CDS	543				hypothetical protein
FKHBIIHF_00144	CDS	1104	bshA	2.4.1.-	COG0438	N-acetyl-alpha-D-glucosaminyl L-malate synthase
FKHBIIHF_00145	CDS	2658	metH_1	2.1.1.13	COG0646	Methionine synthase
FKHBIIHF_00146	CDS	6228				hypothetical protein
FKHBIIHF_00147	CDS	1254				hypothetical protein
FKHBIIHF_00148	CDS	543	sigW_1		COG1595	ECF RNA polymerase sigma factor SigW
FKHBIIHF_00149	CDS	465				hypothetical protein
FKHBIIHF_00150	CDS	2823				hypothetical protein
FKHBIIHF_00151	CDS	1338	pyrC_1	3.5.2.3	COG0044	Dihydroorotase
FKHBIIHF_00152	CDS	429				hypothetical protein
FKHBIIHF_00153	CDS	2463				hypothetical protein
FKHBIIHF_00154	CDS	2517				hypothetical protein
FKHBIIHF_00155	CDS	867				hypothetical protein
FKHBIIHF_00156	CDS	564				hypothetical protein
FKHBIIHF_00157	CDS	447				hypothetical protein
FKHBIIHF_00158	CDS	366				hypothetical protein
FKHBIIHF_00159	CDS	1539	pccB	6.4.1.3	COG4799	Propionyl-CoA carboxylase beta chain
FKHBIIHF_00160	CDS	759	pmpR		COG0217	Transcriptional regulatory protein PmpR
FKHBIIHF_00161	CDS	738				hypothetical protein
FKHBIIHF_00162	CDS	2853				hypothetical protein
FKHBIIHF_00163	CDS	558				hypothetical protein
FKHBIIHF_00164	CDS	927		2.4.-.-		putative glycosyltransferase
FKHBIIHF_00165	CDS	1323	mpl	6.3.2.45	COG0773	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase
FKHBIIHF_00166	CDS	1002				hypothetical protein
FKHBIIHF_00167	CDS	1965				hypothetical protein
FKHBIIHF_00168	CDS	861	mntD		COG1108	Manganese transport system membrane protein MntD
FKHBIIHF_00169	CDS	1287	mntC		COG1108	Manganese transport system membrane protein MntC
FKHBIIHF_00170	CDS	777	mntB		COG1121	Manganese transport system ATP-binding protein MntB
FKHBIIHF_00171	CDS	915	mntA		COG0803	Manganese-binding lipoprotein MntA
FKHBIIHF_00172	CDS	531				hypothetical protein
FKHBIIHF_00173	CDS	609				hypothetical protein
FKHBIIHF_00174	CDS	213				hypothetical protein
FKHBIIHF_00175	CDS	1260	kynU	3.7.1.3		Kynureninase
FKHBIIHF_00176	CDS	294				hypothetical protein
FKHBIIHF_00177	CDS	1437	dnaA		COG0593	Chromosomal replication initiator protein DnaA
FKHBIIHF_00178	CDS	903	yfkN		COG0737	Trifunctional nucleotide phosphoesterase protein YfkN
FKHBIIHF_00179	CDS	690				hypothetical protein
FKHBIIHF_00180	CDS	549				hypothetical protein
FKHBIIHF_00181	CDS	1233	macB_1	3.6.3.-		Macrolide export ATP-binding/permease protein MacB
FKHBIIHF_00182	CDS	441	rplI		COG0359	50S ribosomal protein L9
FKHBIIHF_00183	CDS	255				hypothetical protein
FKHBIIHF_00184	CDS	438				hypothetical protein
FKHBIIHF_00185	CDS	1089	ruvB_1	3.6.4.12		Holliday junction ATP-dependent DNA helicase RuvB
FKHBIIHF_00186	CDS	816				hypothetical protein
FKHBIIHF_00187	CDS	1008	fni	5.3.3.2		Isopentenyl-diphosphate delta-isomerase
FKHBIIHF_00188	CDS	1317	mvaA	1.1.1.88		3-hydroxy-3-methylglutaryl-coenzyme A reductase
FKHBIIHF_00189	CDS	531				hypothetical protein
FKHBIIHF_00190	CDS	936				hypothetical protein
FKHBIIHF_00191	CDS	231				hypothetical protein
FKHBIIHF_00192	CDS	963				hypothetical protein
FKHBIIHF_00193	CDS	435	osmC	1.11.1.15	COG1764	Peroxiredoxin OsmC
FKHBIIHF_00194	CDS	2082				hypothetical protein
FKHBIIHF_00195	CDS	807				hypothetical protein
FKHBIIHF_00196	CDS	327				hypothetical protein
FKHBIIHF_00197	CDS	963				hypothetical protein
FKHBIIHF_00198	CDS	2652	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
FKHBIIHF_00199	CDS	1452	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
FKHBIIHF_00200	CDS	1137	resA_1			Thiol-disulfide oxidoreductase ResA
FKHBIIHF_00201	CDS	426				hypothetical protein
FKHBIIHF_00202	CDS	336				hypothetical protein
FKHBIIHF_00203	CDS	1083				hypothetical protein
FKHBIIHF_00204	CDS	1023				hypothetical protein
FKHBIIHF_00205	CDS	399				hypothetical protein
FKHBIIHF_00206	CDS	288				hypothetical protein
FKHBIIHF_00207	CDS	1695				hypothetical protein
FKHBIIHF_00208	CDS	1344	norM		COG0534	Multidrug resistance protein NorM
FKHBIIHF_00209	CDS	732				hypothetical protein
FKHBIIHF_00210	CDS	2124				hypothetical protein
FKHBIIHF_00211	CDS	861	rlmL	2.1.1.264		Ribosomal RNA large subunit methyltransferase K/L
FKHBIIHF_00212	CDS	732				hypothetical protein
FKHBIIHF_00213	CDS	759				hypothetical protein
FKHBIIHF_00214	CDS	441				hypothetical protein
FKHBIIHF_00215	CDS	576	lemA		COG1704	Protein LemA
FKHBIIHF_00216	CDS	1146				hypothetical protein
FKHBIIHF_00217	CDS	2547				hypothetical protein
FKHBIIHF_00218	CDS	1641	gsiA	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
FKHBIIHF_00219	CDS	474				hypothetical protein
FKHBIIHF_00220	CDS	1479	crtD	1.3.99.27		1-hydroxycarotenoid 3,4-desaturase
FKHBIIHF_00221	CDS	627				hypothetical protein
FKHBIIHF_00222	CDS	426				hypothetical protein
FKHBIIHF_00223	CDS	1200	pcaF	2.3.1.174	COG0183	Beta-ketoadipyl-CoA thiolase
FKHBIIHF_00224	CDS	810				hypothetical protein
FKHBIIHF_00225	CDS	1596				hypothetical protein
FKHBIIHF_00226	CDS	666				hypothetical protein
FKHBIIHF_00227	CDS	1263	egtB_1	1.14.99.50		Hercynine oxygenase
FKHBIIHF_00228	CDS	1065				hypothetical protein
FKHBIIHF_00229	CDS	1689				hypothetical protein
FKHBIIHF_00230	CDS	756	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
FKHBIIHF_00231	CDS	1755			COG1132	putative ABC transporter ATP-binding protein
FKHBIIHF_00232	CDS	999	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
FKHBIIHF_00233	CDS	615	dck	2.7.1.74	COG1428	Deoxyadenosine/deoxycytidine kinase
FKHBIIHF_00234	CDS	474	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
FKHBIIHF_00235	CDS	675				hypothetical protein
FKHBIIHF_00236	CDS	993	acoA	1.1.1.-	COG1071	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha
FKHBIIHF_00237	CDS	1068	recF		COG1195	DNA replication and repair protein RecF
FKHBIIHF_00238	CDS	255				hypothetical protein
FKHBIIHF_00239	CDS	648	rpe	5.1.3.1		Ribulose-phosphate 3-epimerase
FKHBIIHF_00240	CDS	2538				hypothetical protein
FKHBIIHF_00241	CDS	912	dnaJ_1			Chaperone protein DnaJ
FKHBIIHF_00242	CDS	1632				hypothetical protein
FKHBIIHF_00243	CDS	876	fadH	1.3.1.34	COG1028	putative 2,4-dienoyl-CoA reductase
FKHBIIHF_00244	CDS	2553				hypothetical protein
FKHBIIHF_00245	CDS	954				hypothetical protein
FKHBIIHF_00246	CDS	705				hypothetical protein
FKHBIIHF_00247	CDS	1509				hypothetical protein
FKHBIIHF_00248	CDS	696				hypothetical protein
FKHBIIHF_00249	CDS	504	paiA	2.3.1.57	COG0454	Spermidine/spermine N(1)-acetyltransferase
FKHBIIHF_00250	CDS	1428	rlmCD	2.1.1.189	COG2265	23S rRNA (uracil-C(5))-methyltransferase RlmCD
FKHBIIHF_00251	CDS	531	dsbD_1	1.8.1.8		Thiol:disulfide interchange protein DsbD
FKHBIIHF_00252	CDS	3318				hypothetical protein
FKHBIIHF_00253	CDS	951				hypothetical protein
FKHBIIHF_00254	CDS	462				hypothetical protein
FKHBIIHF_00255	CDS	1344	uvrB			UvrABC system protein B
FKHBIIHF_00256	CDS	888				hypothetical protein
FKHBIIHF_00257	CDS	495				hypothetical protein
FKHBIIHF_00258	CDS	174				hypothetical protein
FKHBIIHF_00259	CDS	621				hypothetical protein
FKHBIIHF_00260	CDS	747	menG	2.1.1.163		Demethylmenaquinone methyltransferase
FKHBIIHF_00261	CDS	696				hypothetical protein
FKHBIIHF_00262	CDS	1119	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
FKHBIIHF_00263	CDS	354				hypothetical protein
FKHBIIHF_00264	CDS	1083				hypothetical protein
FKHBIIHF_00265	CDS	699	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
FKHBIIHF_00266	CDS	930	ribF			Bifunctional riboflavin kinase/FMN adenylyltransferase
FKHBIIHF_00267	CDS	873				hypothetical protein
FKHBIIHF_00268	CDS	585				hypothetical protein
FKHBIIHF_00269	CDS	1398				hypothetical protein
FKHBIIHF_00270	CDS	450	ssb			Plasmid-derived single-stranded DNA-binding protein
FKHBIIHF_00271	CDS	1053	mutY	3.2.2.31		Adenine DNA glycosylase
FKHBIIHF_00272	CDS	279			COG0776	DNA-binding protein HRL53
FKHBIIHF_00273	CDS	474				hypothetical protein
FKHBIIHF_00274	CDS	1563	rng	3.1.26.-	COG1530	Ribonuclease G
FKHBIIHF_00275	CDS	465	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
FKHBIIHF_00276	CDS	312				hypothetical protein
FKHBIIHF_00277	CDS	1170	cntE			Staphylopine export protein
FKHBIIHF_00278	CDS	1347	nqrA	7.2.1.1	COG1726	Na(+)-translocating NADH-quinone reductase subunit A
