locus_tag	ftype	length_bp	gene	EC_number	COG	product
GABFAFDH_00001	CDS	822	arnC	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
GABFAFDH_00002	CDS	1551				hypothetical protein
GABFAFDH_00003	CDS	1077		5.1.-.-	COG0381	UDP-N-acetylglucosamine 2-epimerase 
GABFAFDH_00004	CDS	225				hypothetical protein
GABFAFDH_00005	CDS	1278		2.6.1.57		Aromatic-amino-acid aminotransferase 2
GABFAFDH_00006	CDS	273				hypothetical protein
GABFAFDH_00007	CDS	1347	dadD_1	3.5.4.41	COG0402	5'-deoxyadenosine deaminase
GABFAFDH_00008	CDS	1275		3.3.1.-	COG0499	S-inosyl-L-homocysteine hydrolase
GABFAFDH_00009	CDS	1152	fbp	3.1.3.11	COG1980	Fructose-1,6-bisphosphate aldolase/phosphatase
GABFAFDH_00010	CDS	1062	thiI_1	2.8.1.4		tRNA sulfurtransferase
GABFAFDH_00011	CDS	699	flpA	2.1.1.-	COG1889	Fibrillarin-like rRNA/tRNA 2'-O-methyltransferase
GABFAFDH_00012	CDS	1227			COG1498	putative NOP5 family protein
GABFAFDH_00013	CDS	576				hypothetical protein
GABFAFDH_00014	CDS	474				hypothetical protein
GABFAFDH_00015	CDS	1098	rtcA	6.5.1.4	COG0430	RNA 3'-terminal phosphate cyclase
GABFAFDH_00016	CDS	1335	lysJ	2.6.1.-	COG4992	[LysW]-aminoadipate semialdehyde/glutamate semialdehyde transaminase
GABFAFDH_00017	CDS	759				hypothetical protein
GABFAFDH_00018	CDS	3522	rpoB_1	2.7.7.6		DNA-directed RNA polymerase subunit beta
GABFAFDH_00019	CDS	1287				hypothetical protein
GABFAFDH_00020	CDS	468				hypothetical protein
GABFAFDH_00021	CDS	558		2.1.1.206	COG1303	tRNA (cytidine(56)-2'-O)-methyltransferase
GABFAFDH_00022	CDS	1551	metG_1	6.1.1.10	COG0073	Methionine--tRNA ligase
GABFAFDH_00023	CDS	1080				hypothetical protein
GABFAFDH_00024	CDS	1911				hypothetical protein
GABFAFDH_00025	CDS	996	rfcS		COG0470	Replication factor C small subunit
GABFAFDH_00026	CDS	345				hypothetical protein
GABFAFDH_00027	CDS	366	ribK	2.7.1.161	COG1339	Riboflavin kinase
GABFAFDH_00028	CDS	741				hypothetical protein
GABFAFDH_00029	CDS	768				hypothetical protein
GABFAFDH_00030	CDS	549				hypothetical protein
GABFAFDH_00031	CDS	312				hypothetical protein
GABFAFDH_00032	CDS	327				hypothetical protein
GABFAFDH_00033	CDS	762				hypothetical protein
GABFAFDH_00034	CDS	1017	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
GABFAFDH_00035	CDS	228				hypothetical protein
GABFAFDH_00036	CDS	162				hypothetical protein
GABFAFDH_00037	CDS	1566	miaB_1	2.8.4.3		tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
GABFAFDH_00038	CDS	318				hypothetical protein
GABFAFDH_00039	CDS	1203				hypothetical protein
GABFAFDH_00040	CDS	129				hypothetical protein
GABFAFDH_00041	CDS	1041		3.4.21.62	COG1404	Subtilisin-like serine protease
GABFAFDH_00042	CDS	273				hypothetical protein
GABFAFDH_00043	CDS	783	rhaD_1	1.1.1.377	COG1028	L-rhamnose 1-dehydrogenase (NADP(+))
GABFAFDH_00044	CDS	138				hypothetical protein
GABFAFDH_00045	CDS	2148				hypothetical protein
GABFAFDH_00046	CDS	471				hypothetical protein
GABFAFDH_00047	CDS	249				hypothetical protein
GABFAFDH_00048	CDS	1434	tldD_1	3.4.-.-	COG0312	Zinc metalloprotease TldD 
GABFAFDH_00049	CDS	1350				hypothetical protein
GABFAFDH_00050	CDS	1326	tuf		COG5256	Elongation factor 1-alpha
