locus_tag	ftype	length_bp	gene	EC_number	COG	product
HHKLILOJ_00001	CDS	243				hypothetical protein
HHKLILOJ_00002	CDS	1908	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
HHKLILOJ_00003	CDS	639	rsmG	2.1.1.170	COG0357	Ribosomal RNA small subunit methyltransferase G
HHKLILOJ_00004	CDS	768	soj	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
HHKLILOJ_00005	CDS	870	parB		COG1475	putative chromosome-partitioning protein ParB
HHKLILOJ_00006	CDS	285				hypothetical protein
HHKLILOJ_00007	CDS	357				hypothetical protein
HHKLILOJ_00008	CDS	801	atpB		COG0356	ATP synthase subunit a
HHKLILOJ_00009	CDS	291	atpH			ATP synthase subunit c
HHKLILOJ_00010	CDS	471	atpF		COG0711	ATP synthase subunit b
HHKLILOJ_00011	CDS	1509				hypothetical protein
HHKLILOJ_00012	CDS	2619	mutS		COG0249	DNA mismatch repair protein MutS
HHKLILOJ_00013	CDS	1761				hypothetical protein
HHKLILOJ_00014	CDS	306	rpsO		COG0184	30S ribosomal protein S15
HHKLILOJ_00015	CDS	489				hypothetical protein
HHKLILOJ_00016	CDS	852	COQ3	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
HHKLILOJ_00017	CDS	930	truB	5.4.99.25		tRNA pseudouridine synthase B
HHKLILOJ_00018	CDS	363	rbfA		COG0858	30S ribosome-binding factor
HHKLILOJ_00019	CDS	99	infB		COG0532	Translation initiation factor IF-2
HHKLILOJ_00020	CDS	1335	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
HHKLILOJ_00021	CDS	339	glnK		COG0347	Nitrogen regulatory protein P-II 2
HHKLILOJ_00022	CDS	777				hypothetical protein
HHKLILOJ_00023	CDS	2769	glnE		COG1391	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
HHKLILOJ_00024	CDS	1185	mauG	1.-.-.-		Methylamine utilization protein MauG
HHKLILOJ_00025	CDS	447	norC		COG2010	Nitric oxide reductase subunit C
HHKLILOJ_00026	CDS	1383	norB	1.7.2.5		Nitric oxide reductase subunit B
HHKLILOJ_00027	CDS	1827				hypothetical protein
HHKLILOJ_00028	CDS	786	nirQ		COG0714	Denitrification regulatory protein NirQ
HHKLILOJ_00029	CDS	342	nrdA	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 1 subunit alpha
HHKLILOJ_00030	CDS	1977	ftsI	3.4.16.4		Peptidoglycan D,D-transpeptidase FtsI
HHKLILOJ_00031	CDS	366	ftsL			Cell division protein FtsL
HHKLILOJ_00032	CDS	1239	ftsZ		COG0206	Cell division protein FtsZ
HHKLILOJ_00033	CDS	936	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
HHKLILOJ_00034	CDS	408	mraZ		COG2001	Transcriptional regulator MraZ
HHKLILOJ_00035	CDS	216				hypothetical protein
HHKLILOJ_00036	CDS	1224	mnmC	2.1.1.61		tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
HHKLILOJ_00037	CDS	189	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
HHKLILOJ_00038	CDS	897	ssuR			HTH-type transcriptional regulator SsuR
HHKLILOJ_00039	CDS	897	htpX_1	3.4.24.-	COG0501	Protease HtpX
HHKLILOJ_00040	CDS	1434	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
HHKLILOJ_00041	CDS	1458	gatA	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
HHKLILOJ_00042	CDS	288	gatC	6.3.5.-	COG0721	Glutamyl-tRNA(Gln) amidotransferase subunit C
HHKLILOJ_00043	CDS	315	clpS		COG2127	ATP-dependent Clp protease adapter protein ClpS
HHKLILOJ_00044	CDS	801	cbpA_1		COG2214	Curved DNA-binding protein
HHKLILOJ_00045	CDS	585				hypothetical protein
HHKLILOJ_00046	CDS	444				hypothetical protein
HHKLILOJ_00047	CDS	819				hypothetical protein
HHKLILOJ_00048	CDS	261				hypothetical protein
HHKLILOJ_00049	CDS	552	resA_1			Thiol-disulfide oxidoreductase ResA
HHKLILOJ_00050	CDS	717	hda		COG0593	DnaA regulatory inactivator Hda
HHKLILOJ_00051	CDS	1122				hypothetical protein
HHKLILOJ_00052	CDS	1050	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
HHKLILOJ_00053	CDS	657	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
HHKLILOJ_00054	CDS	744				hypothetical protein
HHKLILOJ_00055	CDS	624	dcd	3.5.4.13	COG0717	dCTP deaminase
HHKLILOJ_00056	CDS	243				hypothetical protein
HHKLILOJ_00057	CDS	462				hypothetical protein
HHKLILOJ_00058	CDS	483	greB		COG0782	Transcription elongation factor GreB
HHKLILOJ_00059	CDS	579	epmC	1.14.-.-	COG3101	Elongation factor P hydroxylase
HHKLILOJ_00060	CDS	1608	ohyA	4.2.1.53		Oleate hydratase
