locus_tag	ftype	length_bp	gene	EC_number	COG	product
DBCLJGGG_00001	CDS	414				hypothetical protein
DBCLJGGG_00002	CDS	1170	purT	2.1.2.-	COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase
DBCLJGGG_00003	CDS	924	hpr	1.1.1.81	COG1052	Hydroxypyruvate reductase
DBCLJGGG_00004	CDS	435	yqaA		COG1238	Inner membrane protein YqaA
DBCLJGGG_00005	CDS	2232				hypothetical protein
DBCLJGGG_00006	CDS	1488	dtpT		COG3104	Di-/tripeptide transporter
DBCLJGGG_00007	CDS	357				hypothetical protein
DBCLJGGG_00008	CDS	909				hypothetical protein
DBCLJGGG_00009	CDS	138	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
DBCLJGGG_00010	CDS	663				hypothetical protein
DBCLJGGG_00011	CDS	1266	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
DBCLJGGG_00012	CDS	336	emrE		COG2076	Multidrug transporter EmrE
DBCLJGGG_00013	CDS	1314				hypothetical protein
DBCLJGGG_00014	CDS	780	hisK	3.1.3.15	COG1387	Histidinol-phosphatase
DBCLJGGG_00015	CDS	1350	aroH	2.5.1.54	COG3200	Phospho-2-dehydro-3-deoxyheptonate aldolase
DBCLJGGG_00016	CDS	414				hypothetical protein
DBCLJGGG_00017	CDS	1077	pilT		COG2805	Twitching mobility protein
DBCLJGGG_00018	CDS	342			COG1393	putative protein
DBCLJGGG_00019	CDS	291	gatC	6.3.5.-	COG0721	Glutamyl-tRNA(Gln) amidotransferase subunit C
DBCLJGGG_00020	CDS	597				hypothetical protein
DBCLJGGG_00021	CDS	990	pgbB			Plasminogen-binding protein PgbB
DBCLJGGG_00022	CDS	822	xerC		COG4974	Tyrosine recombinase XerC
DBCLJGGG_00023	CDS	360				hypothetical protein
DBCLJGGG_00024	CDS	624	coaX	2.7.1.33	COG1521	Type III pantothenate kinase
DBCLJGGG_00025	CDS	972				hypothetical protein
DBCLJGGG_00026	CDS	1131	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
DBCLJGGG_00027	CDS	1170				hypothetical protein
