locus_tag	ftype	length_bp	gene	EC_number	COG	product
ALGEGHDO_00001	tRNA	74				tRNA-Cys(gca)
ALGEGHDO_00002	CDS	1641	atsA_1	3.1.6.1	COG3119	Arylsulfatase
ALGEGHDO_00003	CDS	1581	atsA_2	3.1.6.1	COG3119	Arylsulfatase
ALGEGHDO_00004	CDS	1665	atsA_3	3.1.6.1	COG3119	Arylsulfatase
ALGEGHDO_00005	CDS	1692	atsA_4	3.1.6.1	COG3119	Arylsulfatase
ALGEGHDO_00006	CDS	1134	flp			Protein flp
ALGEGHDO_00007	tRNA	87				tRNA-Leu(taa)
ALGEGHDO_00008	CDS	1029				hypothetical protein
ALGEGHDO_00009	CDS	813				hypothetical protein
ALGEGHDO_00010	CDS	471	iorA_1	1.3.99.16		Isoquinoline 1-oxidoreductase subunit alpha
ALGEGHDO_00011	CDS	2205		1.2.5.2		Membrane-bound aldehyde dehydrogenase [pyrroloquinoline-quinone]
ALGEGHDO_00012	CDS	1092	pucA	1.17.1.4	COG1975	putative xanthine dehydrogenase subunit A
ALGEGHDO_00013	CDS	570	glmU_1	2.7.7.23		Bifunctional protein GlmU
ALGEGHDO_00014	CDS	1704				hypothetical protein
ALGEGHDO_00015	CDS	762	esiB			Secretory immunoglobulin A-binding protein EsiB
ALGEGHDO_00016	CDS	774				hypothetical protein
ALGEGHDO_00017	CDS	396				hypothetical protein
ALGEGHDO_00018	CDS	489				hypothetical protein
ALGEGHDO_00019	CDS	360				hypothetical protein
ALGEGHDO_00020	CDS	1362				hypothetical protein
ALGEGHDO_00021	CDS	1185				hypothetical protein
ALGEGHDO_00022	CDS	1080				hypothetical protein
ALGEGHDO_00023	CDS	2595	btuB_1			Vitamin B12 transporter BtuB
ALGEGHDO_00024	CDS	486				hypothetical protein
ALGEGHDO_00025	CDS	1266				hypothetical protein
ALGEGHDO_00026	CDS	822				hypothetical protein
ALGEGHDO_00027	CDS	219				hypothetical protein
ALGEGHDO_00028	CDS	2106				hypothetical protein
ALGEGHDO_00029	CDS	612				hypothetical protein
ALGEGHDO_00030	CDS	486	slyD	5.2.1.8	COG1047	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
ALGEGHDO_00031	CDS	636				hypothetical protein
ALGEGHDO_00032	CDS	696				hypothetical protein
ALGEGHDO_00033	CDS	936	panS		COG0385	Pantothenate precursors transporter PanS
ALGEGHDO_00034	CDS	693				hypothetical protein
ALGEGHDO_00035	CDS	513				hypothetical protein
ALGEGHDO_00036	CDS	1107	aroF	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
ALGEGHDO_00037	CDS	3411	addA	3.6.4.12		ATP-dependent helicase/nuclease subunit A
ALGEGHDO_00038	CDS	2652				hypothetical protein
ALGEGHDO_00039	CDS	843	murI	5.1.1.3		Glutamate racemase
ALGEGHDO_00040	CDS	354				hypothetical protein
ALGEGHDO_00041	CDS	1272				hypothetical protein
ALGEGHDO_00042	CDS	405				hypothetical protein
ALGEGHDO_00043	CDS	939				hypothetical protein
ALGEGHDO_00044	CDS	900	trmA	2.1.1.-	COG2265	tRNA/tmRNA (uracil-C(5))-methyltransferase
ALGEGHDO_00045	CDS	420				hypothetical protein
ALGEGHDO_00046	CDS	441	blh	3.-.-.-	COG0491	Beta-lactamase hydrolase-like protein
ALGEGHDO_00047	CDS	333	tusE	2.8.1.-	COG2920	Sulfurtransferase TusE
ALGEGHDO_00048	CDS	666	yccA		COG0670	Modulator of FtsH protease YccA
ALGEGHDO_00049	CDS	1674				hypothetical protein
ALGEGHDO_00050	CDS	1776				hypothetical protein
ALGEGHDO_00051	CDS	1011				hypothetical protein
ALGEGHDO_00052	CDS	495				hypothetical protein
ALGEGHDO_00053	CDS	969				hypothetical protein
ALGEGHDO_00054	CDS	957				hypothetical protein
ALGEGHDO_00055	CDS	1011	pyrD	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
ALGEGHDO_00056	CDS	2196	rlmL		COG0116	Ribosomal RNA large subunit methyltransferase K/L
ALGEGHDO_00057	CDS	240				hypothetical protein
ALGEGHDO_00058	CDS	807	tatD	3.1.11.-	COG0084	3'-5' ssDNA/RNA exonuclease TatD
ALGEGHDO_00059	CDS	1875	slt	4.2.2.-	COG0741	Soluble lytic murein transglycosylase
ALGEGHDO_00060	CDS	453				hypothetical protein
ALGEGHDO_00061	CDS	2625	topA	5.6.2.1	COG0550	DNA topoisomerase 1
ALGEGHDO_00062	CDS	507				hypothetical protein
ALGEGHDO_00063	CDS	252				hypothetical protein
ALGEGHDO_00064	CDS	606	lexA	3.4.21.88	COG1974	LexA repressor
ALGEGHDO_00065	CDS	1365	yeeO		COG0534	putative FMN/FAD exporter YeeO
ALGEGHDO_00066	CDS	654	trmH	2.1.1.34	COG0566	tRNA (guanosine(18)-2'-O)-methyltransferase
ALGEGHDO_00067	CDS	984	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
ALGEGHDO_00068	CDS	987	bioB	2.8.1.6	COG0502	Biotin synthase
ALGEGHDO_00069	CDS	1173	bioF	2.3.1.47	COG0156	8-amino-7-oxononanoate synthase
ALGEGHDO_00070	CDS	783	bioH	3.1.1.85	COG0596	Pimeloyl-[acyl-carrier protein] methyl ester esterase
ALGEGHDO_00071	CDS	804	bioC	2.1.1.197		Malonyl-[acyl-carrier protein] O-methyltransferase
ALGEGHDO_00072	CDS	684	bioD1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
ALGEGHDO_00073	CDS	1098				hypothetical protein
ALGEGHDO_00074	CDS	606	can	4.2.1.1	COG0288	Carbonic anhydrase 2
ALGEGHDO_00075	CDS	4548	accA	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
ALGEGHDO_00076	CDS	2148	nrdZ	1.17.4.1		Vitamin B12-dependent ribonucleoside-diphosphate reductase
ALGEGHDO_00077	CDS	717				hypothetical protein
ALGEGHDO_00078	CDS	813	xthA	3.1.11.2	COG0708	Exodeoxyribonuclease III
ALGEGHDO_00079	CDS	234				hypothetical protein
ALGEGHDO_00080	CDS	264				hypothetical protein
ALGEGHDO_00081	CDS	486				hypothetical protein
ALGEGHDO_00082	CDS	474				hypothetical protein
ALGEGHDO_00083	CDS	747	gpmA	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
ALGEGHDO_00084	CDS	2172	prc	3.4.21.102	COG0793	Tail-specific protease
ALGEGHDO_00085	CDS	828				hypothetical protein
ALGEGHDO_00086	CDS	828				hypothetical protein
ALGEGHDO_00087	CDS	306				hypothetical protein
ALGEGHDO_00088	CDS	2049				hypothetical protein
ALGEGHDO_00089	CDS	540				hypothetical protein
ALGEGHDO_00090	CDS	2616				hypothetical protein
ALGEGHDO_00091	CDS	1104	mraY_1	2.7.8.13		Phospho-N-acetylmuramoyl-pentapeptide-transferase
ALGEGHDO_00092	CDS	1482				hypothetical protein
ALGEGHDO_00093	CDS	984				hypothetical protein
ALGEGHDO_00094	CDS	462	rfaH			Transcription antitermination protein RfaH
ALGEGHDO_00095	CDS	336				hypothetical protein
ALGEGHDO_00096	CDS	1323				hypothetical protein
ALGEGHDO_00097	CDS	798				hypothetical protein
ALGEGHDO_00098	CDS	819				hypothetical protein
ALGEGHDO_00099	CDS	1308				hypothetical protein
ALGEGHDO_00100	CDS	825				hypothetical protein
ALGEGHDO_00101	CDS	1089				hypothetical protein
ALGEGHDO_00102	CDS	879				hypothetical protein
ALGEGHDO_00103	CDS	1011	capD	5.1.3.2	COG1086	UDP-glucose 4-epimerase
ALGEGHDO_00104	CDS	1140	wbpI	5.1.3.23	COG0381	UDP-2,3-diacetamido-2,3-dideoxy-D-glucuronate 2-epimerase
ALGEGHDO_00105	CDS	1194				hypothetical protein
ALGEGHDO_00106	CDS	537				hypothetical protein
ALGEGHDO_00107	CDS	864	xerC_1			Tyrosine recombinase XerC
ALGEGHDO_00108	CDS	258				hypothetical protein
ALGEGHDO_00109	CDS	576				hypothetical protein
ALGEGHDO_00110	CDS	522				hypothetical protein
ALGEGHDO_00111	CDS	291				hypothetical protein
ALGEGHDO_00112	CDS	1824	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
ALGEGHDO_00113	CDS	114				hypothetical protein
ALGEGHDO_00114	CDS	249				hypothetical protein
ALGEGHDO_00115	CDS	378				hypothetical protein
ALGEGHDO_00116	CDS	141				hypothetical protein
ALGEGHDO_00117	CDS	1380	glmU_2			Bifunctional protein GlmU
ALGEGHDO_00118	CDS	909	galU	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
ALGEGHDO_00119	CDS	402		3.1.-.-		Ribonuclease VapC15
ALGEGHDO_00120	CDS	249				hypothetical protein
ALGEGHDO_00121	CDS	1353	algC	5.4.2.2	COG1109	Phosphomannomutase/phosphoglucomutase
ALGEGHDO_00122	CDS	423				hypothetical protein
ALGEGHDO_00123	CDS	291				hypothetical protein
ALGEGHDO_00124	tRNA	88				tRNA-Ser(tga)
ALGEGHDO_00125	CDS	2703	rne	3.1.26.12		Ribonuclease E
ALGEGHDO_00126	CDS	942	rluC	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
ALGEGHDO_00127	CDS	642	ppaX	3.6.1.1	COG0546	Pyrophosphatase PpaX
ALGEGHDO_00128	CDS	648	exbB		COG0811	Biopolymer transport protein ExbB
ALGEGHDO_00129	CDS	423	tolR_1			Tol-Pal system protein TolR
ALGEGHDO_00130	CDS	1029	lpxK	2.7.1.130	COG1663	Tetraacyldisaccharide 4'-kinase
ALGEGHDO_00131	CDS	756	kdsB	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
ALGEGHDO_00132	CDS	498		3.1.3.48		Putative low molecular weight protein-tyrosine-phosphatase
ALGEGHDO_00133	CDS	1050	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
ALGEGHDO_00134	CDS	213				hypothetical protein
ALGEGHDO_00135	CDS	243				hypothetical protein
ALGEGHDO_00136	CDS	570	yceF	3.6.1.-	COG0424	7-methyl-GTP pyrophosphatase
ALGEGHDO_00137	CDS	510	yceD		COG1399	Large ribosomal RNA subunit accumulation protein YceD
ALGEGHDO_00138	CDS	195	rpmF		COG0333	50S ribosomal protein L32
ALGEGHDO_00139	CDS	1023	plsX	2.3.1.274		Phosphate acyltransferase
ALGEGHDO_00140	CDS	963	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
ALGEGHDO_00141	CDS	741	fabG	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
ALGEGHDO_00142	CDS	237	acpP		COG0236	Acyl carrier protein
ALGEGHDO_00143	CDS	840				hypothetical protein
ALGEGHDO_00144	CDS	1047	mltG	4.2.2.-	COG1559	Endolytic murein transglycosylase
ALGEGHDO_00145	CDS	696	tmk	2.7.4.9	COG0125	Thymidylate kinase
ALGEGHDO_00146	CDS	939				hypothetical protein
ALGEGHDO_00147	CDS	348				hypothetical protein
ALGEGHDO_00148	CDS	771	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
ALGEGHDO_00149	CDS	621				hypothetical protein
ALGEGHDO_00150	CDS	294	ftsB			Cell division protein FtsB
ALGEGHDO_00151	CDS	711	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
ALGEGHDO_00152	CDS	480	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
ALGEGHDO_00153	CDS	1023	truD	5.4.99.27	COG0585	tRNA pseudouridine synthase D
ALGEGHDO_00154	CDS	654	pcm	2.1.1.77	COG2518	Protein-L-isoaspartate O-methyltransferase
ALGEGHDO_00155	CDS	954				hypothetical protein
ALGEGHDO_00156	CDS	834	nlpD			Murein hydrolase activator NlpD
ALGEGHDO_00157	CDS	195				hypothetical protein
ALGEGHDO_00158	CDS	1122	dnaX	2.7.7.7	COG2812	DNA polymerase III subunit tau
ALGEGHDO_00159	CDS	627				hypothetical protein
ALGEGHDO_00160	CDS	321	ybaB		COG0718	Nucleoid-associated protein YbaB
ALGEGHDO_00161	CDS	594	recR		COG0353	Recombination protein RecR
ALGEGHDO_00162	CDS	1107	rnd	3.1.13.5	COG0349	Ribonuclease D
ALGEGHDO_00163	CDS	321	ycgL			Protein YcgL
ALGEGHDO_00164	CDS	351				hypothetical protein
ALGEGHDO_00165	CDS	1680	fadD	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
ALGEGHDO_00166	CDS	3912				hypothetical protein
ALGEGHDO_00167	CDS	783	mlaA		COG2853	Intermembrane phospholipid transport system lipoprotein MlaA
ALGEGHDO_00168	CDS	1185				hypothetical protein
ALGEGHDO_00169	CDS	495				hypothetical protein
ALGEGHDO_00170	CDS	963	tal	2.2.1.2		Transaldolase
ALGEGHDO_00171	CDS	1032	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
ALGEGHDO_00172	CDS	1482	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
ALGEGHDO_00173	CDS	552				hypothetical protein
ALGEGHDO_00174	CDS	204				hypothetical protein
ALGEGHDO_00175	CDS	321	dksA_1			RNA polymerase-binding transcription factor DksA
ALGEGHDO_00176	CDS	579				hypothetical protein
ALGEGHDO_00177	tRNA	76				tRNA-Ala(ggc)
ALGEGHDO_00178	CDS	1209	fabB	2.3.1.41		3-oxoacyl-[acyl-carrier-protein] synthase 1
ALGEGHDO_00179	CDS	528	fabA	4.2.1.59	COG0764	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase
ALGEGHDO_00180	CDS	603	ahpC	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
ALGEGHDO_00181	CDS	2838	uvrA		COG0178	UvrABC system protein A
ALGEGHDO_00182	CDS	237				hypothetical protein
ALGEGHDO_00183	CDS	2280	maeB	1.1.1.40	COG0280	NADP-dependent malic enzyme
ALGEGHDO_00184	CDS	660	rnt	3.1.13.-	COG0847	Ribonuclease T
ALGEGHDO_00185	CDS	1032	pyrC	3.5.2.3	COG0418	Dihydroorotase
ALGEGHDO_00186	CDS	1218	argG	6.3.4.5	COG0137	Argininosuccinate synthase
ALGEGHDO_00187	CDS	534	resA_1			Thiol-disulfide oxidoreductase ResA
ALGEGHDO_00188	CDS	468	rimP		COG0779	Ribosome maturation factor RimP
ALGEGHDO_00189	CDS	1500	nusA		COG0195	Transcription termination/antitermination protein NusA
ALGEGHDO_00190	CDS	2634	infB		COG0532	Translation initiation factor IF-2
ALGEGHDO_00191	CDS	414	rbfA		COG0858	30S ribosome-binding factor
ALGEGHDO_00192	CDS	963	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
ALGEGHDO_00193	CDS	270	rpsO		COG0184	30S ribosomal protein S15
ALGEGHDO_00194	CDS	2328	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
ALGEGHDO_00195	CDS	765			COG1090	Epimerase family protein
ALGEGHDO_00196	CDS	534				hypothetical protein
ALGEGHDO_00197	CDS	717				putative transcriptional regulatory protein
ALGEGHDO_00198	CDS	738				hypothetical protein
ALGEGHDO_00199	CDS	801	panB	2.1.2.11		3-methyl-2-oxobutanoate hydroxymethyltransferase
ALGEGHDO_00200	CDS	687	dgk	2.7.1.113	COG1428	Deoxyguanosine kinase
ALGEGHDO_00201	CDS	480	folK_1	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
ALGEGHDO_00202	CDS	1317	pcnB	2.7.7.19	COG0617	Poly(A) polymerase I
ALGEGHDO_00203	CDS	897	gluQ	6.1.1.-	COG0008	Glutamyl-Q tRNA(Asp) synthetase
ALGEGHDO_00204	CDS	453	dksA_2		COG1734	RNA polymerase-binding transcription factor DksA
ALGEGHDO_00205	CDS	720	sfsA		COG1489	Sugar fermentation stimulation protein A
ALGEGHDO_00206	CDS	1158	yhaZ		COG4335	putative protein YhaZ
ALGEGHDO_00207	CDS	1260	ycaD			putative MFS-type transporter YcaD
ALGEGHDO_00208	CDS	987	cdhR		COG4977	HTH-type transcriptional regulator CdhR
ALGEGHDO_00209	CDS	297				hypothetical protein
ALGEGHDO_00210	CDS	441				hypothetical protein
ALGEGHDO_00211	CDS	1041				hypothetical protein
ALGEGHDO_00212	CDS	795	ylmA	3.6.3.-	COG1119	putative ABC transporter ATP-binding protein YlmA
ALGEGHDO_00213	CDS	543				hypothetical protein
ALGEGHDO_00214	CDS	633				hypothetical protein
ALGEGHDO_00215	CDS	417				hypothetical protein
ALGEGHDO_00216	CDS	3675	metH	2.1.1.13	COG0646	Methionine synthase
ALGEGHDO_00217	CDS	1926				hypothetical protein
ALGEGHDO_00218	CDS	600				hypothetical protein
