locus_tag	ftype	length_bp	gene	EC_number	COG	product
DKJAKCIE_00001	CDS	1023	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
DKJAKCIE_00002	CDS	738	cseB		COG0745	Transcriptional regulatory protein CseB
DKJAKCIE_00003	CDS	2157	apxIB		COG2274	Toxin RTX-I translocation ATP-binding protein
DKJAKCIE_00004	CDS	948				hypothetical protein
DKJAKCIE_00005	CDS	978	moaA_1	4.1.99.22	COG2896	GTP 3',8-cyclase
DKJAKCIE_00006	CDS	570	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
DKJAKCIE_00007	CDS	426				hypothetical protein
DKJAKCIE_00008	CDS	1269	dinB	2.7.7.7		DNA polymerase IV
DKJAKCIE_00009	CDS	1065	mqnE	2.5.1.120	COG1060	Aminodeoxyfutalosine synthase
DKJAKCIE_00010	CDS	2472	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
DKJAKCIE_00011	CDS	1641	pyrG	6.3.4.2		CTP synthase
DKJAKCIE_00012	CDS	1068	dnaN		COG0592	Beta sliding clamp
DKJAKCIE_00013	CDS	1335	dnaA		COG0593	Chromosomal replication initiator protein DnaA
DKJAKCIE_00014	CDS	480	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
DKJAKCIE_00015	CDS	1707	ycbB_1	2.-.-.-	COG2989	putative L,D-transpeptidase YcbB
DKJAKCIE_00016	CDS	642				hypothetical protein
DKJAKCIE_00017	CDS	840	thyX	2.1.1.148	COG1351	Flavin-dependent thymidylate synthase
DKJAKCIE_00018	CDS	1281	recD2_1	3.6.4.12		ATP-dependent RecD-like DNA helicase
DKJAKCIE_00019	CDS	795				hypothetical protein
DKJAKCIE_00020	CDS	1668				hypothetical protein
DKJAKCIE_00021	CDS	795				hypothetical protein
DKJAKCIE_00022	CDS	2814	napA	1.9.6.1		Periplasmic nitrate reductase
DKJAKCIE_00023	CDS	795	napG		COG1145	Ferredoxin-type protein NapG
DKJAKCIE_00024	CDS	840	napH		COG0348	Ferredoxin-type protein NapH
DKJAKCIE_00025	CDS	966				hypothetical protein
DKJAKCIE_00026	CDS	465	napF_1		COG1145	Ferredoxin-type protein NapF
DKJAKCIE_00027	CDS	354				hypothetical protein
DKJAKCIE_00028	CDS	957				hypothetical protein
DKJAKCIE_00029	CDS	363	napD			Chaperone NapD
DKJAKCIE_00030	CDS	306				hypothetical protein
DKJAKCIE_00031	CDS	411				hypothetical protein
DKJAKCIE_00032	CDS	417				hypothetical protein
DKJAKCIE_00033	CDS	696				hypothetical protein
DKJAKCIE_00034	CDS	168				hypothetical protein
DKJAKCIE_00035	CDS	423	vhb_1			Bacterial hemoglobin
DKJAKCIE_00036	CDS	342	yffB		COG1393	Protein YffB
DKJAKCIE_00037	CDS	357				hypothetical protein
DKJAKCIE_00038	CDS	858				hypothetical protein
DKJAKCIE_00039	CDS	576				hypothetical protein
DKJAKCIE_00040	CDS	459				hypothetical protein
DKJAKCIE_00041	tRNA	95				tRNA-Ser(act)
DKJAKCIE_00042	CDS	1125	dnaK		COG0443	Chaperone protein DnaK
DKJAKCIE_00043	CDS	1302				hypothetical protein
DKJAKCIE_00044	CDS	300				hypothetical protein
DKJAKCIE_00045	CDS	162				hypothetical protein
DKJAKCIE_00046	CDS	654	tcrA_1		COG0745	Transcriptional regulatory protein TcrA
DKJAKCIE_00047	CDS	1215	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
DKJAKCIE_00048	CDS	393				hypothetical protein
DKJAKCIE_00049	CDS	351				hypothetical protein
DKJAKCIE_00050	CDS	1527				hypothetical protein
DKJAKCIE_00051	CDS	852				hypothetical protein
DKJAKCIE_00052	CDS	1122				hypothetical protein
DKJAKCIE_00053	CDS	363				hypothetical protein
DKJAKCIE_00054	CDS	1032				hypothetical protein
DKJAKCIE_00055	CDS	1251	msrA	1.8.4.11		Peptide methionine sulfoxide reductase MsrA
DKJAKCIE_00056	CDS	2319	bamA		COG4775	Outer membrane protein assembly factor BamA
DKJAKCIE_00057	CDS	840	tyrC	1.3.1.43		Cyclohexadienyl dehydrogenase
DKJAKCIE_00058	CDS	1155				hypothetical protein
DKJAKCIE_00059	CDS	138				hypothetical protein
DKJAKCIE_00060	CDS	312				hypothetical protein
DKJAKCIE_00061	CDS	714		2.4.1.54		Undecaprenyl-phosphate mannosyltransferase
DKJAKCIE_00062	CDS	861				hypothetical protein
DKJAKCIE_00063	CDS	1518		4.3.1.23	COG2986	Tyrosine ammonia-lyase
DKJAKCIE_00064	CDS	702	fabG	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
DKJAKCIE_00065	CDS	540				hypothetical protein
DKJAKCIE_00066	CDS	480				hypothetical protein
DKJAKCIE_00067	CDS	2109				hypothetical protein
DKJAKCIE_00068	CDS	990	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
DKJAKCIE_00069	CDS	1008	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
DKJAKCIE_00070	CDS	810	ymdB	3.1.4.16	COG1692	2',3'-cyclic-nucleotide 2'-phosphodiesterase
DKJAKCIE_00071	CDS	165				hypothetical protein
DKJAKCIE_00072	CDS	1623	groL			60 kDa chaperonin
DKJAKCIE_00073	CDS	267	groS1		COG0234	10 kDa chaperonin 1
DKJAKCIE_00074	CDS	1152	pcnB	2.7.7.19		Poly(A) polymerase I
DKJAKCIE_00075	CDS	1068	leuB	1.1.1.85		3-isopropylmalate dehydrogenase
DKJAKCIE_00076	CDS	657	hacB	4.2.1.33		Methanogen homoaconitase small subunit
DKJAKCIE_00077	CDS	1848	rpoD		COG0568	RNA polymerase sigma factor RpoD
DKJAKCIE_00078	CDS	750	cinA			Putative competence-damage inducible protein
DKJAKCIE_00079	CDS	1200	entS			Enterobactin exporter EntS
DKJAKCIE_00080	CDS	615				hypothetical protein
DKJAKCIE_00081	CDS	513				hypothetical protein
DKJAKCIE_00082	CDS	519	ppa	3.6.1.1	COG0221	Inorganic pyrophosphatase
DKJAKCIE_00083	CDS	777	amiC_1	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiC
DKJAKCIE_00084	CDS	1185	amiC_2	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiC
DKJAKCIE_00085	CDS	1104				hypothetical protein
DKJAKCIE_00086	CDS	1200	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
DKJAKCIE_00087	CDS	2154	spoT		COG0317	Bifunctional (p)ppGpp synthase/hydrolase SpoT
DKJAKCIE_00088	CDS	207				hypothetical protein
DKJAKCIE_00089	CDS	708	pyrH	2.7.4.22	COG0528	Uridylate kinase
DKJAKCIE_00090	CDS	1380				hypothetical protein
DKJAKCIE_00091	CDS	816				hypothetical protein
DKJAKCIE_00092	CDS	675	ftsE		COG2884	Cell division ATP-binding protein FtsE
DKJAKCIE_00093	CDS	1185	trmB	2.1.1.33		tRNA (guanine-N(7)-)-methyltransferase
DKJAKCIE_00094	CDS	666				hypothetical protein
DKJAKCIE_00095	CDS	954	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
DKJAKCIE_00096	CDS	354				hypothetical protein
DKJAKCIE_00097	CDS	819	ttcA	2.8.1.-		tRNA-cytidine(32) 2-sulfurtransferase
DKJAKCIE_00098	CDS	702	pfs	3.2.2.30	COG0775	Aminodeoxyfutalosine nucleosidase
DKJAKCIE_00099	CDS	942	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
DKJAKCIE_00100	CDS	171				Rubredoxin
DKJAKCIE_00101	CDS	1305				hypothetical protein
DKJAKCIE_00102	CDS	516	slyD	5.2.1.8	COG1047	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
DKJAKCIE_00103	CDS	1236	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
DKJAKCIE_00104	CDS	360	thiI	2.8.1.4	COG0301	tRNA sulfurtransferase
DKJAKCIE_00105	CDS	900	rimK	6.3.2.-	COG0189	Ribosomal protein S6--L-glutamate ligase
DKJAKCIE_00106	CDS	1419				hypothetical protein
DKJAKCIE_00107	CDS	2577				hypothetical protein
DKJAKCIE_00108	CDS	174				hypothetical protein
DKJAKCIE_00109	CDS	390				hypothetical protein
DKJAKCIE_00110	CDS	891			COG1234	putative protein
DKJAKCIE_00111	CDS	444				hypothetical protein
DKJAKCIE_00112	CDS	1704				hypothetical protein
DKJAKCIE_00113	CDS	489	greA		COG0782	Transcription elongation factor GreA
DKJAKCIE_00114	CDS	1008	argC	1.2.1.38		N-acetyl-gamma-glutamyl-phosphate reductase
DKJAKCIE_00115	CDS	684	lpxH	3.6.1.54		UDP-2,3-diacylglucosamine hydrolase
DKJAKCIE_00116	CDS	423	yqaA		COG1238	Inner membrane protein YqaA
DKJAKCIE_00117	CDS	294				hypothetical protein
DKJAKCIE_00118	CDS	921	yitJ		COG0646	Bifunctional homocysteine S-methyltransferase/5,10-methylenetetrahydrofolate reductase
DKJAKCIE_00119	CDS	636	SERB	3.1.3.3	COG0560	Phosphoserine phosphatase
DKJAKCIE_00120	CDS	1770	msbA_1	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
DKJAKCIE_00121	CDS	765	uppP	3.6.1.27		Undecaprenyl-diphosphatase
DKJAKCIE_00122	CDS	1383	cshA_1	3.6.4.13		DEAD-box ATP-dependent RNA helicase CshA
DKJAKCIE_00123	CDS	234	oadG	7.2.4.2		oxaloacetate decarboxylase gamma chain
DKJAKCIE_00124	CDS	1800	oadA	7.2.4.2	COG0511	Oxaloacetate decarboxylase alpha chain
DKJAKCIE_00125	CDS	1329	gcdB	7.2.4.5	COG1883	Glutaconyl-CoA decarboxylase subunit beta
DKJAKCIE_00126	CDS	1593	pckA	4.1.1.49	COG1866	Phosphoenolpyruvate carboxykinase (ATP)
DKJAKCIE_00127	CDS	189				hypothetical protein
DKJAKCIE_00128	CDS	1329			COG2239	Magnesium transporter MgtE
DKJAKCIE_00129	CDS	1053				hypothetical protein
DKJAKCIE_00130	CDS	1365	rhlE_1	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
DKJAKCIE_00131	CDS	1101	truD_1	5.4.99.27	COG0585	tRNA pseudouridine synthase D
DKJAKCIE_00132	CDS	411	ogt_1	2.1.1.63		Methylated-DNA--protein-cysteine methyltransferase
DKJAKCIE_00133	CDS	1296	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
DKJAKCIE_00134	CDS	1080				hypothetical protein
DKJAKCIE_00135	CDS	672	mprA			Response regulator MprA
DKJAKCIE_00136	CDS	294				hypothetical protein
DKJAKCIE_00137	CDS	1164	purT	2.1.2.-	COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase
DKJAKCIE_00138	CDS	867				hypothetical protein
DKJAKCIE_00139	CDS	1089				hypothetical protein
DKJAKCIE_00140	CDS	921	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
DKJAKCIE_00141	CDS	255				hypothetical protein
DKJAKCIE_00142	CDS	600	ctaE	1.9.3.1	COG1845	putative cytochrome c oxidase subunit 3
DKJAKCIE_00143	CDS	792	nirQ		COG0714	Denitrification regulatory protein NirQ
DKJAKCIE_00144	CDS	1794				hypothetical protein
DKJAKCIE_00145	CDS	1374	norB	1.7.2.5		Nitric oxide reductase subunit B
DKJAKCIE_00146	CDS	447	norC		COG2010	Nitric oxide reductase subunit C
DKJAKCIE_00147	CDS	414			COG1959	Putative HTH-type transcriptional regulator
DKJAKCIE_00148	CDS	780				hypothetical protein
DKJAKCIE_00149	CDS	303			COG2863	Cytochrome c-553
DKJAKCIE_00150	CDS	591				hypothetical protein
DKJAKCIE_00151	CDS	1164	sasA_4	2.7.-.-		Adaptive-response sensory-kinase SasA
DKJAKCIE_00152	CDS	672	copR_1			Transcriptional activator protein CopR
DKJAKCIE_00153	CDS	342				hypothetical protein
DKJAKCIE_00154	CDS	777	rlpA	4.2.2.-		Endolytic peptidoglycan transglycosylase RlpA
DKJAKCIE_00155	CDS	573	hisB_1		COG0131	Histidine biosynthesis bifunctional protein HisB
