locus_tag	ftype	length_bp	gene	EC_number	COG	product
GHBIKJKG_00001	CDS	930		3.4.-.-		putative peptidase
GHBIKJKG_00002	CDS	582	efp			Elongation factor P
GHBIKJKG_00003	CDS	426	nusB		COG0781	Transcription antitermination protein NusB
GHBIKJKG_00004	CDS	501	pyrR		COG2065	Bifunctional protein PyrR
GHBIKJKG_00005	CDS	921	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase
GHBIKJKG_00006	CDS	207				hypothetical protein
GHBIKJKG_00007	CDS	312				hypothetical protein
GHBIKJKG_00008	CDS	273				hypothetical protein
GHBIKJKG_00009	CDS	1278				hypothetical protein
GHBIKJKG_00010	CDS	348				hypothetical protein
GHBIKJKG_00011	CDS	231				hypothetical protein
GHBIKJKG_00012	CDS	1167				hypothetical protein
GHBIKJKG_00013	CDS	1527	lcfB_1	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
GHBIKJKG_00014	CDS	426				hypothetical protein
GHBIKJKG_00015	CDS	1194				hypothetical protein
GHBIKJKG_00016	CDS	759	xecD	1.1.1.268		2-(R)-hydroxypropyl-CoM dehydrogenase
GHBIKJKG_00017	CDS	216				hypothetical protein
GHBIKJKG_00018	CDS	915				hypothetical protein
GHBIKJKG_00019	CDS	825	cutM	1.2.5.3		Carbon monoxide dehydrogenase medium chain
GHBIKJKG_00020	CDS	417	cutS_1	1.2.5.3		Carbon monoxide dehydrogenase small chain
GHBIKJKG_00021	CDS	2265				hypothetical protein
GHBIKJKG_00022	CDS	1500	metG	6.1.1.10		Methionine--tRNA ligase
GHBIKJKG_00023	CDS	741	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
GHBIKJKG_00024	CDS	789	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
GHBIKJKG_00025	CDS	630	yecD	3.-.-.-	COG1335	Isochorismatase family protein YecD
GHBIKJKG_00026	CDS	660				hypothetical protein
GHBIKJKG_00027	CDS	1188	mmgC_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
GHBIKJKG_00028	CDS	1686	lcfB_2	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
