locus_tag	ftype	length_bp	gene	EC_number	COG	product
PCJHDBPD_00001	CDS	1098				hypothetical protein
PCJHDBPD_00002	CDS	2061				hypothetical protein
PCJHDBPD_00003	CDS	588				hypothetical protein
PCJHDBPD_00004	CDS	2463	fadE_1	1.3.8.7	COG1960	Acyl-coenzyme A dehydrogenase
PCJHDBPD_00005	CDS	708				hypothetical protein
PCJHDBPD_00006	CDS	456	mraZ		COG2001	Transcriptional regulator MraZ
PCJHDBPD_00007	CDS	945	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
PCJHDBPD_00008	CDS	441	ftsL			Cell division protein FtsL
PCJHDBPD_00009	CDS	1893	ftsI	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
PCJHDBPD_00010	CDS	1470	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
PCJHDBPD_00011	CDS	1404	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
PCJHDBPD_00012	CDS	1083	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
PCJHDBPD_00013	CDS	1413	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
PCJHDBPD_00014	CDS	1269	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
PCJHDBPD_00015	CDS	1293	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
PCJHDBPD_00016	CDS	1422	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
PCJHDBPD_00017	CDS	948	ddl	6.3.2.4		D-alanine--D-alanine ligase
PCJHDBPD_00018	CDS	816	ftsQ			Cell division protein FtsQ
PCJHDBPD_00019	CDS	1263	ftsA_1		COG0849	Cell division protein FtsA
PCJHDBPD_00020	CDS	1158	ftsZ		COG0206	Cell division protein FtsZ
PCJHDBPD_00021	CDS	1404	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
PCJHDBPD_00022	CDS	795				hypothetical protein
PCJHDBPD_00023	CDS	750	lpxH	3.6.1.54	COG2908	UDP-2,3-diacylglucosamine hydrolase
PCJHDBPD_00024	CDS	318				hypothetical protein
PCJHDBPD_00025	CDS	741				hypothetical protein
PCJHDBPD_00026	CDS	927				hypothetical protein
PCJHDBPD_00027	CDS	654				hypothetical protein
PCJHDBPD_00028	CDS	618				hypothetical protein
PCJHDBPD_00029	CDS	849	mtnP	2.4.2.28	COG0005	S-methyl-5'-thioadenosine phosphorylase
PCJHDBPD_00030	CDS	1434	pdhD	1.8.1.4		Dihydrolipoyl dehydrogenase
PCJHDBPD_00031	CDS	801				hypothetical protein
PCJHDBPD_00032	CDS	861				hypothetical protein
PCJHDBPD_00033	CDS	405				hypothetical protein
PCJHDBPD_00034	CDS	255	iolS	1.1.1.-	COG0667	Aldo-keto reductase IolS
PCJHDBPD_00035	CDS	120				hypothetical protein
PCJHDBPD_00036	CDS	741				hypothetical protein
PCJHDBPD_00037	CDS	1068	ygfZ			tRNA-modifying protein YgfZ
PCJHDBPD_00038	CDS	936	prsA	5.2.1.8		Foldase protein PrsA
PCJHDBPD_00039	CDS	300	yciI		COG2350	Protein YciI
PCJHDBPD_00040	CDS	633	yciB		COG2917	Intracellular septation protein
PCJHDBPD_00041	CDS	627	yciO		COG0009	putative protein YciO
PCJHDBPD_00042	CDS	651				hypothetical protein
PCJHDBPD_00043	CDS	1218				hypothetical protein
PCJHDBPD_00044	CDS	843	scpA		COG1354	Segregation and condensation protein A
PCJHDBPD_00045	CDS	729	scpB			Segregation and condensation protein B
PCJHDBPD_00046	CDS	1905				hypothetical protein
PCJHDBPD_00047	CDS	1380				hypothetical protein
PCJHDBPD_00048	CDS	1215				hypothetical protein
PCJHDBPD_00049	CDS	1698	gsiA	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
