locus_tag	ftype	length_bp	gene	EC_number	COG	product
OIAFCCKE_00001	CDS	3270	rapA	3.6.4.-		RNA polymerase-associated protein RapA
OIAFCCKE_00002	CDS	372	nac		COG1308	Nascent polypeptide-associated complex protein
OIAFCCKE_00003	CDS	519	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
OIAFCCKE_00004	CDS	711	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
OIAFCCKE_00005	CDS	777	hisF_1	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
OIAFCCKE_00006	CDS	792		5.3.1.23	COG0182	Putative methylthioribose-1-phosphate isomerase
OIAFCCKE_00007	CDS	879				hypothetical protein
OIAFCCKE_00008	CDS	1515	CARKD	4.2.1.136		ATP-dependent (S)-NAD(P)H-hydrate dehydratase
OIAFCCKE_00009	CDS	387	metXA	2.3.1.31	COG0517	Homoserine O-acetyltransferase
OIAFCCKE_00010	CDS	672				hypothetical protein
OIAFCCKE_00011	CDS	324				hypothetical protein
OIAFCCKE_00012	CDS	828	pheA	4.2.1.51	COG0077	Prephenate dehydratase
OIAFCCKE_00013	CDS	1023		3.4.24.-	COG0517	Zinc metalloprotease
OIAFCCKE_00014	CDS	918				hypothetical protein
OIAFCCKE_00015	CDS	576				hypothetical protein
OIAFCCKE_00016	CDS	1806				hypothetical protein
OIAFCCKE_00017	CDS	864	ilvE	2.6.1.42	COG0115	Putative branched-chain-amino-acid aminotransferase
OIAFCCKE_00018	CDS	261				hypothetical protein
OIAFCCKE_00019	CDS	189	secY		COG0201	Protein translocase subunit SecY
OIAFCCKE_00020	CDS	921	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase, anabolic
OIAFCCKE_00021	CDS	429				hypothetical protein
OIAFCCKE_00022	CDS	591	der_1			GTPase Der
OIAFCCKE_00023	CDS	306	rtcB	6.5.1.-	COG1690	tRNA-splicing ligase RtcB
OIAFCCKE_00024	CDS	522	endA	4.6.1.16	COG1676	tRNA-splicing endonuclease
OIAFCCKE_00025	CDS	495				hypothetical protein
OIAFCCKE_00026	CDS	543			COG1107	putative protein
OIAFCCKE_00027	CDS	783	yfiC	2.1.1.223		tRNA1(Val) (adenine(37)-N6)-methyltransferase
OIAFCCKE_00028	CDS	606	argX	6.3.2.-	COG0189	Glutamate--LysW ligase ArgX
OIAFCCKE_00029	CDS	786	nadX	1.4.1.21	COG1712	putative L-aspartate dehydrogenase
OIAFCCKE_00030	CDS	246				hypothetical protein
OIAFCCKE_00031	CDS	411	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
OIAFCCKE_00032	CDS	981				hypothetical protein
OIAFCCKE_00033	CDS	858				hypothetical protein
OIAFCCKE_00034	CDS	1035	trm5b	2.1.1.228	COG2520	tRNA (guanine(37)-N1)-methyltransferase Trm5b
OIAFCCKE_00035	CDS	3009	rhlB	3.6.4.13		ATP-dependent RNA helicase RhlB
