locus_tag	ftype	length_bp	gene	EC_number	COG	product
LPJMAPGE_00001	CDS	396				hypothetical protein
LPJMAPGE_00002	CDS	159				hypothetical protein
LPJMAPGE_00003	CDS	825				hypothetical protein
LPJMAPGE_00004	CDS	642				hypothetical protein
LPJMAPGE_00005	CDS	954				hypothetical protein
LPJMAPGE_00006	CDS	483				hypothetical protein
LPJMAPGE_00007	CDS	705				hypothetical protein
LPJMAPGE_00008	CDS	1914	smc_1			Chromosome partition protein Smc
LPJMAPGE_00009	CDS	792				hypothetical protein
LPJMAPGE_00010	CDS	609				hypothetical protein
LPJMAPGE_00011	CDS	717				hypothetical protein
LPJMAPGE_00012	CDS	2847	rhlE	3.6.4.13		ATP-dependent RNA helicase RhlE
LPJMAPGE_00013	CDS	462				hypothetical protein
LPJMAPGE_00014	CDS	279	acyP	3.6.1.7	COG1254	Acylphosphatase
LPJMAPGE_00015	CDS	588		3.2.2.-		Putative 3-methyladenine DNA glycosylase
LPJMAPGE_00016	CDS	663				hypothetical protein
LPJMAPGE_00017	CDS	243				hypothetical protein
LPJMAPGE_00018	CDS	1230	trpE_1	4.1.3.27	COG0147	Anthranilate synthase component 1
LPJMAPGE_00019	CDS	804	ilvE	2.6.1.42	COG0115	Putative branched-chain-amino-acid aminotransferase
LPJMAPGE_00020	CDS	345	nac		COG1308	Nascent polypeptide-associated complex protein
LPJMAPGE_00021	CDS	513	tgtA_1	2.4.2.48	COG0343	tRNA-guanine(15) transglycosylase
LPJMAPGE_00022	CDS	246				hypothetical protein
LPJMAPGE_00023	CDS	1179				hypothetical protein
LPJMAPGE_00024	CDS	855				hypothetical protein
LPJMAPGE_00025	CDS	1461	ppaC_1	3.6.1.1		manganese-dependent inorganic pyrophosphatase
LPJMAPGE_00026	CDS	309				hypothetical protein
LPJMAPGE_00027	CDS	261				hypothetical protein
LPJMAPGE_00028	CDS	798		2.4.2.1	COG0005	putative 6-oxopurine nucleoside phosphorylase
LPJMAPGE_00029	CDS	810	uppS	2.5.1.89	COG0020	Tritrans,polycis-undecaprenyl-diphosphate synthase (GGDP specific)
LPJMAPGE_00030	CDS	2289	smc_2			Chromosome partition protein Smc
LPJMAPGE_00031	CDS	654	scpA			Segregation and condensation protein A
LPJMAPGE_00032	CDS	510	scpB			Segregation and condensation protein B
LPJMAPGE_00033	CDS	441	rps8e		COG2007	30S ribosomal protein S8e
LPJMAPGE_00034	CDS	414				hypothetical protein
LPJMAPGE_00035	CDS	327				hypothetical protein
LPJMAPGE_00036	CDS	270				hypothetical protein
LPJMAPGE_00037	CDS	921	tfb_1		COG1372	Transcription initiation factor IIB
LPJMAPGE_00038	CDS	426				hypothetical protein
LPJMAPGE_00039	CDS	564	rlmE	2.1.1.166	COG0293	Ribosomal RNA large subunit methyltransferase E
LPJMAPGE_00040	CDS	1161	trm1	2.1.1.216	COG1867	tRNA (guanine(26)-N(2))-dimethyltransferase
LPJMAPGE_00041	CDS	807			COG0489	Iron-sulfur cluster carrier protein
LPJMAPGE_00042	CDS	2517				hypothetical protein
LPJMAPGE_00043	CDS	207				hypothetical protein
LPJMAPGE_00044	CDS	795			COG0517	putative protein
LPJMAPGE_00045	CDS	153				hypothetical protein
LPJMAPGE_00046	CDS	813				hypothetical protein
LPJMAPGE_00047	CDS	429				hypothetical protein
LPJMAPGE_00048	CDS	696				hypothetical protein
LPJMAPGE_00049	CDS	774				hypothetical protein
LPJMAPGE_00050	CDS	198				hypothetical protein
LPJMAPGE_00051	CDS	375				hypothetical protein
LPJMAPGE_00052	CDS	369				hypothetical protein
LPJMAPGE_00053	CDS	519				hypothetical protein
LPJMAPGE_00054	CDS	936				hypothetical protein
LPJMAPGE_00055	CDS	1107				hypothetical protein
LPJMAPGE_00056	CDS	1698				hypothetical protein
LPJMAPGE_00057	CDS	213	hpkA		COG2036	Archaeal histone A
LPJMAPGE_00058	CDS	1335	pyrC_1			Dihydroorotase
LPJMAPGE_00059	CDS	162				hypothetical protein
LPJMAPGE_00060	CDS	1338	acdAI	6.2.1.13	COG1042	Acetate--CoA ligase [ADP-forming] I subunit alpha
LPJMAPGE_00061	CDS	759	acdBI	6.2.1.13	COG1042	Acetate--CoA ligase [ADP-forming] I subunit beta
LPJMAPGE_00062	CDS	1089				hypothetical protein
LPJMAPGE_00063	CDS	657	cpdA	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
LPJMAPGE_00064	CDS	1047	egsA	1.1.1.261	COG0371	Glycerol-1-phosphate dehydrogenase [NAD(P)+]
LPJMAPGE_00065	CDS	624	psmB_1	3.4.25.1	COG0638	Proteasome subunit beta
