locus_tag	ftype	length_bp	gene	EC_number	COG	product
ABFACEOJ_00001	CDS	297				hypothetical protein
ABFACEOJ_00002	CDS	537				hypothetical protein
ABFACEOJ_00003	CDS	462			COG0099	30S ribosomal protein S13
ABFACEOJ_00004	CDS	546	rps4		COG0522	30S ribosomal protein S4
ABFACEOJ_00005	CDS	390			COG0100	30S ribosomal protein S11
ABFACEOJ_00006	CDS	717	rpoD	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit D
ABFACEOJ_00007	tRNA	84				tRNA-Leu(aag)
ABFACEOJ_00008	CDS	204				hypothetical protein
ABFACEOJ_00009	CDS	423				hypothetical protein
ABFACEOJ_00010	CDS	282				hypothetical protein
ABFACEOJ_00011	CDS	186				hypothetical protein
ABFACEOJ_00012	CDS	723				hypothetical protein
ABFACEOJ_00013	CDS	342				hypothetical protein
ABFACEOJ_00014	CDS	624				hypothetical protein
ABFACEOJ_00015	CDS	990				hypothetical protein
ABFACEOJ_00016	CDS	420				hypothetical protein
ABFACEOJ_00017	CDS	138				hypothetical protein
ABFACEOJ_00018	CDS	402	ibpB			Small heat shock protein IbpB
ABFACEOJ_00019	CDS	297				hypothetical protein
ABFACEOJ_00020	rRNA	533				16S ribosomal RNA (partial)
ABFACEOJ_00021	CDS	780	rps2		COG0052	30S ribosomal protein S2
ABFACEOJ_00022	CDS	654				hypothetical protein
ABFACEOJ_00023	CDS	1194	eno	4.2.1.11	COG0148	Enolase
ABFACEOJ_00024	CDS	399				hypothetical protein
ABFACEOJ_00025	CDS	813			COG2123	Exosome complex component Rrp42
ABFACEOJ_00026	CDS	708		3.1.13.-	COG0689	Exosome complex component Rrp41
ABFACEOJ_00027	CDS	750	rrp4		COG1097	Exosome complex component Rrp4
ABFACEOJ_00028	CDS	678			COG1500	Ribosome maturation protein SDO1 
ABFACEOJ_00029	CDS	726	psmA	3.4.25.1	COG0638	Proteasome subunit alpha
ABFACEOJ_00030	CDS	273				hypothetical protein
ABFACEOJ_00031	CDS	3390				hypothetical protein
ABFACEOJ_00032	CDS	315				hypothetical protein
ABFACEOJ_00033	CDS	1338	rnj	3.1.-.-	COG0595	Ribonuclease J
ABFACEOJ_00034	CDS	363				hypothetical protein
ABFACEOJ_00035	CDS	531	rsmC	2.1.1.172		Ribosomal RNA small subunit methyltransferase C
ABFACEOJ_00036	CDS	585				hypothetical protein
ABFACEOJ_00037	CDS	1779				hypothetical protein
