locus_tag	ftype	length_bp	gene	EC_number	COG	product
OCAKIKMF_00001	CDS	507				hypothetical protein
OCAKIKMF_00002	CDS	645				hypothetical protein
OCAKIKMF_00003	CDS	1209	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
OCAKIKMF_00004	CDS	627				hypothetical protein
OCAKIKMF_00005	CDS	354				hypothetical protein
OCAKIKMF_00006	CDS	360				hypothetical protein
OCAKIKMF_00007	CDS	360				hypothetical protein
OCAKIKMF_00008	CDS	321				hypothetical protein
OCAKIKMF_00009	CDS	450				hypothetical protein
OCAKIKMF_00010	CDS	1068				hypothetical protein
OCAKIKMF_00011	CDS	192				hypothetical protein
OCAKIKMF_00012	CDS	1314	hutI	3.5.2.7	COG1228	Imidazolonepropionase
OCAKIKMF_00013	CDS	240				hypothetical protein
OCAKIKMF_00014	tRNA	73				tRNA-Thr(tgt)
OCAKIKMF_00015	tRNA	83				tRNA-Tyr(gta)
OCAKIKMF_00016	CDS	711				hypothetical protein
OCAKIKMF_00017	CDS	228				hypothetical protein
OCAKIKMF_00018	CDS	1257				hypothetical protein
OCAKIKMF_00019	CDS	525				hypothetical protein
OCAKIKMF_00020	CDS	228				hypothetical protein
OCAKIKMF_00021	CDS	2028				hypothetical protein
OCAKIKMF_00022	CDS	234				hypothetical protein
OCAKIKMF_00023	CDS	336				hypothetical protein
OCAKIKMF_00024	CDS	693				hypothetical protein
OCAKIKMF_00025	CDS	618				hypothetical protein
OCAKIKMF_00026	CDS	2958				hypothetical protein
OCAKIKMF_00027	CDS	1731				hypothetical protein
OCAKIKMF_00028	CDS	342				hypothetical protein
OCAKIKMF_00029	CDS	789				hypothetical protein
OCAKIKMF_00030	CDS	1977				hypothetical protein
OCAKIKMF_00031	CDS	1416	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
OCAKIKMF_00032	CDS	1284	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
OCAKIKMF_00033	CDS	1329				hypothetical protein
OCAKIKMF_00034	CDS	660	ybbA		COG2819	putative protein YbbA
OCAKIKMF_00035	CDS	1017				hypothetical protein
OCAKIKMF_00036	CDS	1200				hypothetical protein
OCAKIKMF_00037	CDS	852				hypothetical protein
OCAKIKMF_00038	CDS	1428				hypothetical protein
OCAKIKMF_00039	CDS	711	pcaI	2.8.3.6	COG1788	3-oxoadipate CoA-transferase subunit A
OCAKIKMF_00040	CDS	678	pcaJ	2.8.3.6	COG2057	3-oxoadipate CoA-transferase subunit B
OCAKIKMF_00041	CDS	1341	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
OCAKIKMF_00042	CDS	429	rplK			50S ribosomal protein L11
OCAKIKMF_00043	CDS	699	rplA			50S ribosomal protein L1
OCAKIKMF_00044	CDS	546	rplJ		COG0244	50S ribosomal protein L10
OCAKIKMF_00045	CDS	405	rplL		COG0222	50S ribosomal protein L7/L12
OCAKIKMF_00046	CDS	267				hypothetical protein
