locus_tag	ftype	length_bp	gene	EC_number	COG	product
IPEDMPHI_00001	CDS	255				hypothetical protein
IPEDMPHI_00002	CDS	531				hypothetical protein
IPEDMPHI_00003	CDS	1005	sudA_1	1.8.1.19	COG0493	Sulfide dehydrogenase subunit alpha
IPEDMPHI_00004	CDS	1338	lysJ_1	2.6.1.-	COG4992	[LysW]-aminoadipate semialdehyde/glutamate semialdehyde transaminase
IPEDMPHI_00005	CDS	603				hypothetical protein
IPEDMPHI_00006	CDS	282				hypothetical protein
IPEDMPHI_00007	CDS	657	deoC	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
IPEDMPHI_00008	CDS	246				hypothetical protein
IPEDMPHI_00009	CDS	699				hypothetical protein
IPEDMPHI_00010	CDS	1293	eno_1	4.2.1.11	COG0148	Enolase
IPEDMPHI_00011	CDS	879		2.7.1.212	COG0524	ADP-dependent ribose-1-phosphate kinase
IPEDMPHI_00012	CDS	282				hypothetical protein
IPEDMPHI_00013	CDS	516	tfe		COG1675	Transcription factor E
IPEDMPHI_00014	CDS	735				hypothetical protein
IPEDMPHI_00015	CDS	936				hypothetical protein
IPEDMPHI_00016	CDS	876			COG0489	Iron-sulfur cluster carrier protein
IPEDMPHI_00017	CDS	420	porB	1.2.7.1	COG1013	Pyruvate synthase subunit PorB
IPEDMPHI_00018	CDS	438	thiDN		COG0351	Bifunctional thiamine biosynthesis protein ThiDN
IPEDMPHI_00019	CDS	1251				hypothetical protein
IPEDMPHI_00020	CDS	1539	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
IPEDMPHI_00021	CDS	1047				hypothetical protein
IPEDMPHI_00022	CDS	888				hypothetical protein
IPEDMPHI_00023	CDS	993				hypothetical protein
IPEDMPHI_00024	CDS	831	deoD	2.4.2.1		Purine nucleoside phosphorylase DeoD-type
IPEDMPHI_00025	tRNA	78				tRNA-Gly(gcc)
IPEDMPHI_00026	tRNA	78				tRNA-Arg(gcg)
IPEDMPHI_00027	CDS	804		2.4.2.1	COG0005	putative 6-oxopurine nucleoside phosphorylase
IPEDMPHI_00028	CDS	1293				hypothetical protein
IPEDMPHI_00029	CDS	222				hypothetical protein
IPEDMPHI_00030	CDS	858		3.1.3.-	COG1578	Damage-control phosphatase
IPEDMPHI_00031	CDS	1284	nanT			Sialic acid transporter NanT
IPEDMPHI_00032	CDS	105				hypothetical protein
IPEDMPHI_00033	CDS	1449				hypothetical protein
IPEDMPHI_00034	CDS	1539				hypothetical protein
IPEDMPHI_00035	CDS	165				hypothetical protein
IPEDMPHI_00036	CDS	699	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
IPEDMPHI_00037	CDS	246				hypothetical protein
IPEDMPHI_00038	CDS	192				hypothetical protein
IPEDMPHI_00039	CDS	162				hypothetical protein
IPEDMPHI_00040	CDS	180				hypothetical protein
IPEDMPHI_00041	CDS	546				hypothetical protein
IPEDMPHI_00042	CDS	1179	alaS_1	6.1.1.7	COG0013	Alanine--tRNA ligase
IPEDMPHI_00043	CDS	825	tilS	6.3.4.19		tRNA(Ile)-lysidine synthase
IPEDMPHI_00044	CDS	921	moaA_1			GTP 3',8-cyclase
IPEDMPHI_00045	CDS	390	pyrK			Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
IPEDMPHI_00046	CDS	705	pyrC_1			Dihydroorotase
IPEDMPHI_00047	CDS	312	pyrC_2			Dihydroorotase
IPEDMPHI_00048	CDS	2739				hypothetical protein
IPEDMPHI_00049	CDS	1062				hypothetical protein
IPEDMPHI_00050	CDS	1443				hypothetical protein
IPEDMPHI_00051	CDS	960	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
IPEDMPHI_00052	CDS	1008	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
