locus_tag	ftype	length_bp	gene	EC_number	COG	product
HEOLBNMM_00001	CDS	1926	pglF	4.2.1.135	COG1086	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase
HEOLBNMM_00002	CDS	1335				hypothetical protein
HEOLBNMM_00003	tRNA	77				tRNA-Arg(cct)
HEOLBNMM_00004	CDS	609	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
HEOLBNMM_00005	CDS	804	cysQ	3.1.3.7	COG1218	3'(2'),5'-bisphosphate nucleotidase CysQ
HEOLBNMM_00006	CDS	1140	citZ	2.3.3.16	COG0372	Citrate synthase 2
HEOLBNMM_00007	CDS	897	Dml	4.1.3.32		2,3-dimethylmalate lyase
HEOLBNMM_00008	CDS	1392		4.2.1.79		2-methylcitrate dehydratase
HEOLBNMM_00009	CDS	498				hypothetical protein
HEOLBNMM_00010	CDS	867	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
HEOLBNMM_00011	CDS	195				hypothetical protein
HEOLBNMM_00012	CDS	783	bamD			Outer membrane protein assembly factor BamD
HEOLBNMM_00013	CDS	447	cysG_1		COG0007	Siroheme synthase
HEOLBNMM_00014	CDS	969				hypothetical protein
HEOLBNMM_00015	CDS	90				hypothetical protein
HEOLBNMM_00016	CDS	513	hldE_1		COG2870	Bifunctional protein HldE
HEOLBNMM_00017	CDS	3405	mfd	3.6.4.-		Transcription-repair-coupling factor
HEOLBNMM_00018	CDS	459				hypothetical protein
HEOLBNMM_00019	CDS	921				hypothetical protein
HEOLBNMM_00020	CDS	516				hypothetical protein
HEOLBNMM_00021	CDS	516	ogt	2.1.1.63		Methylated-DNA--protein-cysteine methyltransferase
HEOLBNMM_00022	tRNA	75				tRNA-Val(cac)
HEOLBNMM_00023	CDS	393				hypothetical protein
HEOLBNMM_00024	CDS	450	hspA		COG0071	Spore protein SP21
HEOLBNMM_00025	CDS	606	ureG		COG0378	Urease accessory protein UreG
HEOLBNMM_00026	CDS	723	ureF		COG0830	Urease accessory protein UreF
HEOLBNMM_00027	CDS	1719	ureC1	3.5.1.5		Urease subunit alpha 1
HEOLBNMM_00028	CDS	372	ureA_1	3.5.1.5	COG0831	Urease subunit alpha
HEOLBNMM_00029	CDS	303	ureA_2	3.5.1.5	COG0831	Urease subunit gamma
HEOLBNMM_00030	CDS	693	livF		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
HEOLBNMM_00031	CDS	744	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
HEOLBNMM_00032	CDS	1068				hypothetical protein
HEOLBNMM_00033	CDS	1809				hypothetical protein
HEOLBNMM_00034	CDS	1365	amiC_1			Aliphatic amidase expression-regulating protein
HEOLBNMM_00035	CDS	807	ureD1		COG0829	Urease accessory protein UreD
HEOLBNMM_00036	CDS	951				hypothetical protein
HEOLBNMM_00037	CDS	189	tatA_1			Sec-independent protein translocase protein TatA
HEOLBNMM_00038	CDS	240				hypothetical protein
HEOLBNMM_00039	CDS	300				IS3 family transposase ISXcd1
HEOLBNMM_00040	CDS	294	yddM		COG3093	putative HTH-type transcriptional regulator YddM
HEOLBNMM_00041	CDS	279	higB	3.1.-.-		Endoribonuclease HigB
HEOLBNMM_00042	CDS	2208	glnE_1	2.7.7.42		Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
HEOLBNMM_00043	CDS	1602	glnE_2	2.7.7.42		Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
HEOLBNMM_00044	CDS	2442	priA	3.6.4.-		primosomal protein N'
HEOLBNMM_00045	CDS	1056	ldh	1.4.1.9		Leucine dehydrogenase
HEOLBNMM_00046	CDS	390				hypothetical protein
HEOLBNMM_00047	CDS	927	gpuA	3.5.3.17	COG0010	Guanidinopropionase
HEOLBNMM_00048	CDS	177				hypothetical protein
HEOLBNMM_00049	CDS	1206		5.1.1.21	COG0160	Isoleucine 2-epimerase
HEOLBNMM_00050	CDS	522			COG1399	putative protein
HEOLBNMM_00051	CDS	183	rpmF			50S ribosomal protein L32
