locus_tag	ftype	length_bp	gene	EC_number	COG	product
OGCBHHGK_00001	CDS	621				hypothetical protein
OGCBHHGK_00002	CDS	207				hypothetical protein
OGCBHHGK_00003	CDS	204				hypothetical protein
OGCBHHGK_00004	CDS	207				hypothetical protein
OGCBHHGK_00005	CDS	153				hypothetical protein
OGCBHHGK_00006	CDS	159				hypothetical protein
OGCBHHGK_00007	CDS	174				hypothetical protein
OGCBHHGK_00008	CDS	417				hypothetical protein
OGCBHHGK_00009	CDS	357				hypothetical protein
OGCBHHGK_00010	CDS	867				hypothetical protein
OGCBHHGK_00011	CDS	360				hypothetical protein
OGCBHHGK_00012	CDS	711				hypothetical protein
OGCBHHGK_00013	CDS	312				hypothetical protein
OGCBHHGK_00014	CDS	216				hypothetical protein
OGCBHHGK_00015	CDS	162				hypothetical protein
OGCBHHGK_00016	CDS	162				hypothetical protein
OGCBHHGK_00017	CDS	675				hypothetical protein
OGCBHHGK_00018	CDS	1335				hypothetical protein
OGCBHHGK_00019	CDS	129				hypothetical protein
OGCBHHGK_00020	CDS	300				hypothetical protein
OGCBHHGK_00021	CDS	195				hypothetical protein
OGCBHHGK_00022	CDS	330				hypothetical protein
OGCBHHGK_00023	CDS	276				hypothetical protein
OGCBHHGK_00024	CDS	381				hypothetical protein
OGCBHHGK_00025	CDS	180				hypothetical protein
OGCBHHGK_00026	CDS	357				hypothetical protein
OGCBHHGK_00027	CDS	249				hypothetical protein
OGCBHHGK_00028	CDS	309				hypothetical protein
OGCBHHGK_00029	CDS	531				hypothetical protein
OGCBHHGK_00030	CDS	201				hypothetical protein
OGCBHHGK_00031	CDS	174				hypothetical protein
OGCBHHGK_00032	CDS	153				hypothetical protein
OGCBHHGK_00033	CDS	216				hypothetical protein
OGCBHHGK_00034	CDS	1116				hypothetical protein
OGCBHHGK_00035	CDS	300				hypothetical protein
OGCBHHGK_00036	CDS	906				hypothetical protein
OGCBHHGK_00037	CDS	489				hypothetical protein
OGCBHHGK_00038	CDS	450				hypothetical protein
OGCBHHGK_00039	CDS	369				hypothetical protein
OGCBHHGK_00040	CDS	486				hypothetical protein
OGCBHHGK_00041	CDS	2106				hypothetical protein
OGCBHHGK_00042	CDS	504				hypothetical protein
OGCBHHGK_00043	CDS	654	rpl1			50S ribosomal protein L1
OGCBHHGK_00044	CDS	876			COG0244	50S ribosomal protein L10
OGCBHHGK_00045	CDS	303				hypothetical protein
OGCBHHGK_00046	CDS	414				hypothetical protein
OGCBHHGK_00047	CDS	246				hypothetical protein
OGCBHHGK_00048	CDS	171				hypothetical protein
OGCBHHGK_00049	CDS	183				hypothetical protein
OGCBHHGK_00050	CDS	255				hypothetical protein
OGCBHHGK_00051	CDS	258				hypothetical protein
OGCBHHGK_00052	CDS	339				hypothetical protein
OGCBHHGK_00053	CDS	327				hypothetical protein
OGCBHHGK_00054	CDS	195				hypothetical protein
OGCBHHGK_00055	CDS	165				hypothetical protein
OGCBHHGK_00056	CDS	306				hypothetical protein
OGCBHHGK_00057	CDS	804				hypothetical protein
OGCBHHGK_00058	CDS	615				hypothetical protein
OGCBHHGK_00059	CDS	915				hypothetical protein
OGCBHHGK_00060	CDS	975	truB	5.4.99.25	COG0130	putative tRNA pseudouridine synthase B
OGCBHHGK_00061	CDS	165				hypothetical protein
OGCBHHGK_00062	CDS	2088	pknD_1	2.7.11.1		Serine/threonine-protein kinase PknD
OGCBHHGK_00063	CDS	1116				hypothetical protein
OGCBHHGK_00064	CDS	576				hypothetical protein
OGCBHHGK_00065	CDS	609				hypothetical protein
OGCBHHGK_00066	CDS	816				hypothetical protein
OGCBHHGK_00067	CDS	615				hypothetical protein
OGCBHHGK_00068	CDS	174				hypothetical protein
OGCBHHGK_00069	CDS	837				hypothetical protein
OGCBHHGK_00070	CDS	915				hypothetical protein
OGCBHHGK_00071	CDS	1896				hypothetical protein
OGCBHHGK_00072	CDS	456				hypothetical protein
OGCBHHGK_00073	CDS	486				hypothetical protein
OGCBHHGK_00074	CDS	771				hypothetical protein
OGCBHHGK_00075	CDS	549				hypothetical protein
OGCBHHGK_00076	CDS	351	pth	3.1.1.29	COG1990	Peptidyl-tRNA hydrolase
OGCBHHGK_00077	CDS	639				hypothetical protein
OGCBHHGK_00078	CDS	888				hypothetical protein
OGCBHHGK_00079	CDS	1689	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
OGCBHHGK_00080	CDS	465				hypothetical protein
OGCBHHGK_00081	CDS	522				hypothetical protein
OGCBHHGK_00082	CDS	522				hypothetical protein
OGCBHHGK_00083	CDS	417	nudI_1	3.6.1.12		Nucleoside triphosphatase NudI
