locus_tag	ftype	length_bp	gene	EC_number	COG	product
HNJMCDEB_00001	CDS	537				hypothetical protein
HNJMCDEB_00002	CDS	474				hypothetical protein
HNJMCDEB_00003	tRNA	87				tRNA-Leu(tag)
HNJMCDEB_00004	CDS	1536	cysH	1.8.4.8		Phosphoadenosine phosphosulfate reductase
HNJMCDEB_00005	CDS	1455	wecC	1.1.1.336		UDP-N-acetyl-D-mannosamine dehydrogenase
HNJMCDEB_00006	CDS	258			COG2174	50S ribosomal protein L34e
HNJMCDEB_00007	tRNA	75				tRNA-Val(cac)
HNJMCDEB_00008	CDS	261			COG2163	50S ribosomal protein L14e
HNJMCDEB_00009	CDS	534	cmk	2.7.4.25		Cytidylate kinase
HNJMCDEB_00010	tRNA	76				tRNA-Met(cat)
HNJMCDEB_00011	CDS	618		3.6.-.-	COG3642	KEOPS complex subunit Bud32
HNJMCDEB_00012	CDS	705				hypothetical protein
HNJMCDEB_00013	CDS	1896				hypothetical protein
HNJMCDEB_00014	CDS	627	rps3ae		COG1890	30S ribosomal protein S3Ae
HNJMCDEB_00015	CDS	735				hypothetical protein
HNJMCDEB_00016	CDS	249	hpkA		COG2036	Archaeal histone A
HNJMCDEB_00017	CDS	1257	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
HNJMCDEB_00018	CDS	444				hypothetical protein
HNJMCDEB_00019	CDS	645				hypothetical protein
HNJMCDEB_00020	CDS	1791	iorA_1	1.2.7.8	COG4231	Indolepyruvate oxidoreductase subunit IorA
HNJMCDEB_00021	CDS	207				hypothetical protein
HNJMCDEB_00022	CDS	327				hypothetical protein
HNJMCDEB_00023	CDS	1698	aor_1	1.2.7.5	COG2414	Tungsten-containing aldehyde ferredoxin oxidoreductase
HNJMCDEB_00024	CDS	1725	herA	3.6.4.12	COG0433	DNA double-strand break repair helicase HerA
HNJMCDEB_00025	CDS	681	vat_1		COG0464	VCP-like ATPase
HNJMCDEB_00026	CDS	288				hypothetical protein
HNJMCDEB_00027	CDS	624				hypothetical protein
HNJMCDEB_00028	CDS	783				hypothetical protein
HNJMCDEB_00029	CDS	501				hypothetical protein
HNJMCDEB_00030	CDS	825				hypothetical protein
HNJMCDEB_00031	CDS	954		2.5.1.42	COG0382	Digeranylgeranylglyceryl phosphate synthase
HNJMCDEB_00032	CDS	660				hypothetical protein
HNJMCDEB_00033	CDS	462	rps6e		COG2125	30S ribosomal protein S6e
HNJMCDEB_00034	CDS	423	atpH			ATP synthase subunit c
HNJMCDEB_00035	CDS	1245	eif2g		COG5257	Translation initiation factor 2 subunit gamma
HNJMCDEB_00036	CDS	750		2.7.4.26	COG1608	Isopentenyl phosphate kinase
HNJMCDEB_00037	CDS	1221				hypothetical protein
HNJMCDEB_00038	CDS	1947				hypothetical protein
HNJMCDEB_00039	CDS	1698	dbpA	3.6.4.13		ATP-dependent RNA helicase DbpA
HNJMCDEB_00040	CDS	783				hypothetical protein
HNJMCDEB_00041	CDS	999	cas7		COG1857	CRISPR-associated protein Cas7/Cst2/DevR
HNJMCDEB_00042	CDS	357				hypothetical protein
HNJMCDEB_00043	CDS	1050				hypothetical protein
HNJMCDEB_00044	CDS	1326				hypothetical protein
HNJMCDEB_00045	CDS	615	rlmE	2.1.1.166	COG0293	Ribosomal RNA large subunit methyltransferase E
HNJMCDEB_00046	CDS	147				hypothetical protein
HNJMCDEB_00047	CDS	282	birA	6.3.4.15		Bifunctional ligase/repressor BirA
HNJMCDEB_00048	CDS	1470	pycA	6.4.1.1	COG0439	Pyruvate carboxylase subunit A
HNJMCDEB_00049	CDS	504				hypothetical protein
HNJMCDEB_00050	CDS	156				hypothetical protein
HNJMCDEB_00051	CDS	549				hypothetical protein
HNJMCDEB_00052	CDS	393				hypothetical protein
HNJMCDEB_00053	CDS	1167				hypothetical protein
HNJMCDEB_00054	CDS	1017	SIRT5	2.3.1.286		NAD-dependent protein deacylase sirtuin-5, mitochondrial
HNJMCDEB_00055	CDS	414		6.2.1.13	COG1042	Acetate--CoA ligase [ADP-forming] I
HNJMCDEB_00056	CDS	642	rps2		COG0052	30S ribosomal protein S2
HNJMCDEB_00057	CDS	720				hypothetical protein
