locus_tag	ftype	length_bp	gene	EC_number	COG	product
GOCKCHDG_00001	CDS	396				hypothetical protein
GOCKCHDG_00002	CDS	783	rio1	2.7.11.1	COG1718	RIO-type serine/threonine-protein kinase Rio1
GOCKCHDG_00003	CDS	534				hypothetical protein
GOCKCHDG_00004	CDS	720	fdhD_1			Sulfur carrier protein FdhD
GOCKCHDG_00005	CDS	1632				hypothetical protein
GOCKCHDG_00006	CDS	960	mfnF	2.5.1.131	COG1548	(4-{4-[2-(gamma-L-glutamylamino)ethyl]phenoxymethyl}furan-2-yl)methanamine synthase
GOCKCHDG_00007	CDS	1107				hypothetical protein
GOCKCHDG_00008	CDS	1167	OLA1			Obg-like ATPase 1
GOCKCHDG_00009	CDS	1110	nreA		COG1602	DNA repair protein NreA
GOCKCHDG_00010	CDS	351	hisI	3.5.4.19	COG0139	Phosphoribosyl-AMP cyclohydrolase
GOCKCHDG_00011	CDS	1080	pqqE_1	1.21.98.4		PqqA peptide cyclase
GOCKCHDG_00012	CDS	906				hypothetical protein
GOCKCHDG_00013	CDS	687	pyrH	2.7.4.22	COG0528	Uridylate kinase
GOCKCHDG_00014	CDS	645	adk	2.7.4.3	COG0563	Adenylate kinase
GOCKCHDG_00015	CDS	630				hypothetical protein
GOCKCHDG_00016	CDS	1737				hypothetical protein
GOCKCHDG_00017	CDS	390				hypothetical protein
GOCKCHDG_00018	CDS	270				hypothetical protein
GOCKCHDG_00019	CDS	300				hypothetical protein
GOCKCHDG_00020	CDS	1299	lig_1	6.5.1.6		DNA ligase
GOCKCHDG_00021	CDS	483				hypothetical protein
GOCKCHDG_00022	CDS	1323	pyrC			Dihydroorotase
GOCKCHDG_00023	CDS	450				hypothetical protein
GOCKCHDG_00024	CDS	201				hypothetical protein
GOCKCHDG_00025	CDS	1359	cdhD1			Acetyl-CoA decarbonylase/synthase complex subunit delta 1
GOCKCHDG_00026	CDS	1428	cdhE1	2.1.1.245		Acetyl-CoA decarbonylase/synthase complex subunit gamma 1
GOCKCHDG_00027	CDS	357				hypothetical protein
GOCKCHDG_00028	CDS	591	cobY	2.7.7.62	COG2266	Adenosylcobinamide-phosphate guanylyltransferase
GOCKCHDG_00029	CDS	696	cobS	2.7.8.26		Adenosylcobinamide-GDP ribazoletransferase
GOCKCHDG_00030	CDS	468				hypothetical protein
GOCKCHDG_00031	CDS	321				hypothetical protein
GOCKCHDG_00032	CDS	231	nfuA			Fe/S biogenesis protein NfuA
GOCKCHDG_00033	CDS	225			COG1958	Putative snRNP Sm-like protein
GOCKCHDG_00034	CDS	351				hypothetical protein
GOCKCHDG_00035	CDS	306			COG0023	Protein translation factor SUI1 
GOCKCHDG_00036	CDS	2376				hypothetical protein
GOCKCHDG_00037	CDS	1764				hypothetical protein
GOCKCHDG_00038	CDS	468	rsxB_1	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
GOCKCHDG_00039	CDS	1224				hypothetical protein
GOCKCHDG_00040	CDS	396				hypothetical protein
GOCKCHDG_00041	CDS	366				hypothetical protein
GOCKCHDG_00042	CDS	1527				hypothetical protein
GOCKCHDG_00043	CDS	384				hypothetical protein
GOCKCHDG_00044	CDS	393				hypothetical protein
GOCKCHDG_00045	CDS	1089				hypothetical protein
GOCKCHDG_00046	CDS	972	ycf3_1			Photosystem I assembly protein Ycf3
GOCKCHDG_00047	CDS	840				hypothetical protein
GOCKCHDG_00048	CDS	888		2.1.1.-	COG0144	tRNA (cytosine(49)-C(5))-methyltransferase
GOCKCHDG_00049	CDS	498				hypothetical protein
