locus_tag	ftype	length_bp	gene	EC_number	COG	product
EAHJCPCF_00001	CDS	1038				hypothetical protein
EAHJCPCF_00002	CDS	705	fmdC_1	1.2.7.12	COG1153	Molybdenum-containing formylmethanofuran dehydrogenase 1 subunit C
EAHJCPCF_00003	CDS	573				hypothetical protein
EAHJCPCF_00004	CDS	315				hypothetical protein
EAHJCPCF_00005	CDS	153				hypothetical protein
EAHJCPCF_00006	CDS	774				Iron-sulfur cluster carrier protein
EAHJCPCF_00007	CDS	435				hypothetical protein
EAHJCPCF_00008	CDS	894		2.7.1.212	COG0524	ADP-dependent ribose-1-phosphate kinase
EAHJCPCF_00009	CDS	1020				hypothetical protein
EAHJCPCF_00010	CDS	186				hypothetical protein
EAHJCPCF_00011	CDS	147				hypothetical protein
EAHJCPCF_00012	CDS	327	ybaB			Nucleoid-associated protein YbaB
EAHJCPCF_00013	CDS	588				hypothetical protein
EAHJCPCF_00014	CDS	729	hdrD	1.8.98.1	COG0247	Dihydromethanophenazine:CoB--CoM heterodisulfide reductase subunit D
EAHJCPCF_00015	CDS	759				hypothetical protein
EAHJCPCF_00016	CDS	948	fixB			Protein FixB
EAHJCPCF_00017	CDS	450				hypothetical protein
EAHJCPCF_00018	CDS	1035	sudA_1	1.8.1.19	COG0493	Sulfide dehydrogenase subunit alpha
EAHJCPCF_00019	CDS	519				hypothetical protein
EAHJCPCF_00020	CDS	330		1.11.1.15	COG0450	Peroxiredoxin
EAHJCPCF_00021	CDS	432	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
EAHJCPCF_00022	CDS	378				hypothetical protein
EAHJCPCF_00023	CDS	342				hypothetical protein
EAHJCPCF_00024	CDS	204				hypothetical protein
EAHJCPCF_00025	CDS	108				hypothetical protein
EAHJCPCF_00026	CDS	120				hypothetical protein
EAHJCPCF_00027	CDS	654	dapH	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
EAHJCPCF_00028	CDS	378				hypothetical protein
EAHJCPCF_00029	CDS	693				hypothetical protein
EAHJCPCF_00030	CDS	702	shyC	1.12.98.4	COG0543	Sulfhydrogenase 2 subunit gamma
EAHJCPCF_00031	CDS	639	pyrD	1.3.-.-		Dihydroorotate dehydrogenase
EAHJCPCF_00032	CDS	171	cheA_1	2.7.13.3		Chemotaxis protein CheA
EAHJCPCF_00033	CDS	621				hypothetical protein
EAHJCPCF_00034	CDS	375				hypothetical protein
