locus_tag	ftype	length_bp	gene	EC_number	COG	product
LMKCDPAH_00001	CDS	114				hypothetical protein
LMKCDPAH_00002	CDS	165				hypothetical protein
LMKCDPAH_00003	CDS	195				hypothetical protein
LMKCDPAH_00004	CDS	999				hypothetical protein
LMKCDPAH_00005	CDS	939	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase, anabolic
LMKCDPAH_00006	CDS	108				hypothetical protein
LMKCDPAH_00007	CDS	219				hypothetical protein
LMKCDPAH_00008	CDS	1776	allB_1	3.5.2.5		Allantoinase
LMKCDPAH_00009	CDS	624	msrP	1.8.5.-		Protein-methionine-sulfoxide reductase catalytic subunit MsrP
LMKCDPAH_00010	CDS	576				hypothetical protein
LMKCDPAH_00011	CDS	381				hypothetical protein
LMKCDPAH_00012	CDS	429	ptr2_1		COG1522	HTH-type transcriptional regulator Ptr2
LMKCDPAH_00013	CDS	240				hypothetical protein
LMKCDPAH_00014	CDS	429				hypothetical protein
LMKCDPAH_00015	CDS	1119	fbp	3.1.3.11	COG1980	Fructose-1,6-bisphosphate aldolase/phosphatase
LMKCDPAH_00016	CDS	945				hypothetical protein
LMKCDPAH_00017	CDS	1200		3.-.-.-	COG0624	putative metallohydrolase
LMKCDPAH_00018	CDS	405				hypothetical protein
LMKCDPAH_00019	CDS	333				hypothetical protein
LMKCDPAH_00020	CDS	309				hypothetical protein
LMKCDPAH_00021	CDS	945	smc_1		COG1196	Chromosome partition protein Smc
LMKCDPAH_00022	CDS	1500	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
LMKCDPAH_00023	CDS	696				hypothetical protein
LMKCDPAH_00024	CDS	273	arsC	1.20.4.4		Arsenate reductase
LMKCDPAH_00025	tRNA	86				tRNA-Leu(cag)
LMKCDPAH_00026	CDS	426	gcvH_1			Glycine cleavage system H protein
LMKCDPAH_00027	CDS	1059				hypothetical protein
LMKCDPAH_00028	CDS	1578				hypothetical protein
LMKCDPAH_00029	CDS	1062				hypothetical protein
LMKCDPAH_00030	CDS	390			COG1522	putative HTH-type transcriptional regulator
LMKCDPAH_00031	CDS	993	aspS	6.1.1.12		Aspartate--tRNA(Asp) ligase
LMKCDPAH_00032	CDS	969	fcl_1	1.1.1.271		GDP-L-fucose synthase
LMKCDPAH_00033	CDS	1056				hypothetical protein
LMKCDPAH_00034	CDS	132				hypothetical protein
LMKCDPAH_00035	CDS	318				hypothetical protein
LMKCDPAH_00036	CDS	567	prmC_1	2.1.1.297		Release factor glutamine methyltransferase
LMKCDPAH_00037	CDS	252	pqqB			Coenzyme PQQ synthesis protein B
LMKCDPAH_00038	CDS	1422	proS	6.1.1.15	COG0442	Proline--tRNA ligase
LMKCDPAH_00039	CDS	171	apgM	5.4.2.12	COG3635	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
LMKCDPAH_00040	CDS	546				hypothetical protein
LMKCDPAH_00041	CDS	540				hypothetical protein
LMKCDPAH_00042	CDS	318				hypothetical protein
LMKCDPAH_00043	CDS	351				hypothetical protein
LMKCDPAH_00044	CDS	774				hypothetical protein
LMKCDPAH_00045	CDS	597				hypothetical protein
LMKCDPAH_00046	CDS	183				hypothetical protein
LMKCDPAH_00047	CDS	1557				hypothetical protein
LMKCDPAH_00048	CDS	1473				hypothetical protein
LMKCDPAH_00049	CDS	459				hypothetical protein
LMKCDPAH_00050	CDS	462			COG0091	50S ribosomal protein L22
LMKCDPAH_00051	CDS	390			COG0185	30S ribosomal protein S19
LMKCDPAH_00052	CDS	729	rpl2		COG0090	50S ribosomal protein L2
LMKCDPAH_00053	CDS	261			COG0089	50S ribosomal protein L23
LMKCDPAH_00054	CDS	312				hypothetical protein
LMKCDPAH_00055	CDS	471		3.5.5.1	COG0388	Nitrilase
LMKCDPAH_00056	CDS	396		3.6.-.-	COG3642	KEOPS complex subunit Bud32
LMKCDPAH_00057	CDS	543		3.6.1.66	COG0127	dITP/XTP pyrophosphatase
LMKCDPAH_00058	CDS	453			COG0184	30S ribosomal protein S15
LMKCDPAH_00059	CDS	411				hypothetical protein
LMKCDPAH_00060	CDS	504				hypothetical protein
LMKCDPAH_00061	CDS	555				hypothetical protein
LMKCDPAH_00062	CDS	1359	argH_1	4.3.2.1		Argininosuccinate lyase
LMKCDPAH_00063	CDS	294				hypothetical protein
LMKCDPAH_00064	CDS	921	tfb_1			Transcription initiation factor IIB
LMKCDPAH_00065	CDS	402	vapC_1	3.1.-.-		tRNA(fMet)-specific endonuclease VapC
LMKCDPAH_00066	CDS	243				hypothetical protein
LMKCDPAH_00067	CDS	156				hypothetical protein
LMKCDPAH_00068	CDS	1104				hypothetical protein
LMKCDPAH_00069	CDS	507				hypothetical protein
LMKCDPAH_00070	CDS	600		2.7.8.39	COG0558	Archaetidylinositol phosphate synthase
LMKCDPAH_00071	CDS	294				hypothetical protein
LMKCDPAH_00072	CDS	630				hypothetical protein
LMKCDPAH_00073	CDS	1653	ade_1	3.5.4.2		Adenine deaminase
LMKCDPAH_00074	CDS	276				hypothetical protein
LMKCDPAH_00075	CDS	486				hypothetical protein
LMKCDPAH_00076	CDS	1464				hypothetical protein
LMKCDPAH_00077	CDS	759				hypothetical protein
LMKCDPAH_00078	CDS	105				hypothetical protein
LMKCDPAH_00079	CDS	564	namA	1.6.99.1		NADPH dehydrogenase
LMKCDPAH_00080	CDS	168				hypothetical protein
LMKCDPAH_00081	CDS	105				hypothetical protein
LMKCDPAH_00082	CDS	129				hypothetical protein
LMKCDPAH_00083	CDS	150				hypothetical protein
LMKCDPAH_00084	CDS	228				hypothetical protein
LMKCDPAH_00085	CDS	201				hypothetical protein
LMKCDPAH_00086	CDS	381				hypothetical protein
LMKCDPAH_00087	CDS	714	gph_1	3.1.3.18		Phosphoglycolate phosphatase
LMKCDPAH_00088	CDS	375	radB		COG0468	DNA repair and recombination protein RadB
LMKCDPAH_00089	CDS	492	carS	2.7.7.67	COG0575	CDP-archaeol synthase
LMKCDPAH_00090	CDS	564				hypothetical protein
LMKCDPAH_00091	CDS	546				hypothetical protein
LMKCDPAH_00092	CDS	474		1.6.5.2	COG0655	NAD(P)H dehydrogenase (quinone)
LMKCDPAH_00093	CDS	645				hypothetical protein
LMKCDPAH_00094	CDS	831	mtd	1.5.98.1	COG1927	F420-dependent methylenetetrahydromethanopterin dehydrogenase
LMKCDPAH_00095	CDS	93				hypothetical protein
LMKCDPAH_00096	CDS	900	mdtG_1			Multidrug resistance protein MdtG
LMKCDPAH_00097	CDS	540	rpl5		COG0094	50S ribosomal protein L5
LMKCDPAH_00098	CDS	156			COG0199	30S ribosomal protein S14 type Z
LMKCDPAH_00099	CDS	384	rps8		COG0096	30S ribosomal protein S8
LMKCDPAH_00100	CDS	339	rpl6		COG0097	50S ribosomal protein L6
LMKCDPAH_00101	CDS	759	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
LMKCDPAH_00102	CDS	120				hypothetical protein
LMKCDPAH_00103	CDS	321				hypothetical protein
LMKCDPAH_00104	CDS	267				hypothetical protein
LMKCDPAH_00105	CDS	207				hypothetical protein
LMKCDPAH_00106	CDS	387	eif5a		COG0231	Translation initiation factor 5A
LMKCDPAH_00107	CDS	903	dys	2.5.1.46	COG1899	putative deoxyhypusine synthase
LMKCDPAH_00108	CDS	1902	aor_1	1.2.7.5	COG2414	Tungsten-containing aldehyde ferredoxin oxidoreductase
LMKCDPAH_00109	CDS	192				hypothetical protein
LMKCDPAH_00110	CDS	666				hypothetical protein
LMKCDPAH_00111	CDS	525				hypothetical protein
LMKCDPAH_00112	CDS	123				hypothetical protein
LMKCDPAH_00113	CDS	210				hypothetical protein
LMKCDPAH_00114	CDS	318				hypothetical protein
LMKCDPAH_00115	CDS	501				hypothetical protein
LMKCDPAH_00116	CDS	369				hypothetical protein
LMKCDPAH_00117	CDS	216				hypothetical protein
LMKCDPAH_00118	CDS	225	nfuA			Fe/S biogenesis protein NfuA
LMKCDPAH_00119	CDS	471				hypothetical protein
LMKCDPAH_00120	CDS	156				hypothetical protein
LMKCDPAH_00121	CDS	204				hypothetical protein
LMKCDPAH_00122	CDS	141				hypothetical protein
LMKCDPAH_00123	CDS	1809	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
LMKCDPAH_00124	CDS	273			COG1522	putative HTH-type transcriptional regulator
LMKCDPAH_00125	CDS	795				hypothetical protein
LMKCDPAH_00126	CDS	756	arcA_1	3.5.3.6		Arginine deiminase
LMKCDPAH_00127	CDS	399				hypothetical protein
LMKCDPAH_00128	CDS	516				hypothetical protein
LMKCDPAH_00129	CDS	3405	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
LMKCDPAH_00130	CDS	882	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
LMKCDPAH_00131	CDS	1140	gcvT	2.1.2.10	COG0404	putative aminomethyltransferase
LMKCDPAH_00132	CDS	189				hypothetical protein
LMKCDPAH_00133	CDS	390				hypothetical protein
LMKCDPAH_00134	CDS	888	garR	1.1.1.60		2-hydroxy-3-oxopropionate reductase
LMKCDPAH_00135	CDS	351	trmR	2.1.1.-		tRNA 5-hydroxyuridine methyltransferase
LMKCDPAH_00136	CDS	1209				hypothetical protein
LMKCDPAH_00137	CDS	216				hypothetical protein
LMKCDPAH_00138	CDS	603				hypothetical protein
LMKCDPAH_00139	CDS	588				hypothetical protein
LMKCDPAH_00140	CDS	408	rps6e		COG2125	30S ribosomal protein S6e
LMKCDPAH_00141	CDS	1779	infB		COG0532	putative translation initiation factor IF-2
LMKCDPAH_00142	CDS	537				hypothetical protein
LMKCDPAH_00143	CDS	1071				hypothetical protein
LMKCDPAH_00144	CDS	1767	pyrC_1			Dihydroorotase
LMKCDPAH_00145	CDS	1428	dap	3.4.11.19		D-aminopeptidase
LMKCDPAH_00146	CDS	657				hypothetical protein
LMKCDPAH_00147	CDS	153				hypothetical protein
LMKCDPAH_00148	CDS	783				hypothetical protein
LMKCDPAH_00149	CDS	1218				hypothetical protein
LMKCDPAH_00150	CDS	804				hypothetical protein
LMKCDPAH_00151	CDS	420				hypothetical protein
LMKCDPAH_00152	CDS	1179	sufS_1	2.8.1.7	COG0520	Cysteine desulfurase
LMKCDPAH_00153	CDS	660				hypothetical protein
LMKCDPAH_00154	CDS	843	atpA	7.1.2.2	COG1155	V-type ATP synthase alpha chain
LMKCDPAH_00155	CDS	1398	atpB		COG1156	V-type ATP synthase beta chain
LMKCDPAH_00156	CDS	609	atpD		COG1394	V-type ATP synthase subunit D
LMKCDPAH_00157	CDS	249				hypothetical protein
LMKCDPAH_00158	CDS	534	ipp	3.6.1.1	COG0221	Inorganic pyrophosphatase
LMKCDPAH_00159	CDS	2169				hypothetical protein
LMKCDPAH_00160	CDS	339				hypothetical protein
LMKCDPAH_00161	CDS	207				hypothetical protein
LMKCDPAH_00162	CDS	102				hypothetical protein
LMKCDPAH_00163	CDS	522				hypothetical protein
LMKCDPAH_00164	CDS	1230				hypothetical protein
LMKCDPAH_00165	CDS	216				hypothetical protein
LMKCDPAH_00166	CDS	2493				hypothetical protein
LMKCDPAH_00167	CDS	237				hypothetical protein
LMKCDPAH_00168	CDS	624	mobA_1	2.7.7.77		Molybdenum cofactor guanylyltransferase
LMKCDPAH_00169	CDS	1731				hypothetical protein
LMKCDPAH_00170	CDS	483	hdrB	1.8.98.5	COG2048	H(2):CoB-CoM heterodisulfide,ferredoxin reductase subunit B
LMKCDPAH_00171	CDS	2319	hdrA2	1.8.7.3	COG1148	Ferredoxin/F(420)H(2)-dependent CoB-CoM heterodisulfide reductase subunit A
LMKCDPAH_00172	CDS	1032				hypothetical protein
LMKCDPAH_00173	CDS	1554	ade_2	3.5.4.2		Adenine deaminase
LMKCDPAH_00174	CDS	234				hypothetical protein
LMKCDPAH_00175	CDS	231				hypothetical protein
LMKCDPAH_00176	CDS	387				hypothetical protein
LMKCDPAH_00177	CDS	207				hypothetical protein
LMKCDPAH_00178	CDS	249				hypothetical protein
LMKCDPAH_00179	CDS	168				hypothetical protein
LMKCDPAH_00180	CDS	411				hypothetical protein
LMKCDPAH_00181	CDS	207				hypothetical protein
LMKCDPAH_00182	CDS	513	rpoB1	2.7.7.6		DNA-directed RNA polymerase subunit B'
LMKCDPAH_00183	CDS	267				hypothetical protein
LMKCDPAH_00184	CDS	330				hypothetical protein
LMKCDPAH_00185	CDS	141				hypothetical protein
LMKCDPAH_00186	CDS	180				hypothetical protein
LMKCDPAH_00187	CDS	96				hypothetical protein
LMKCDPAH_00188	CDS	321				hypothetical protein
LMKCDPAH_00189	CDS	144				hypothetical protein
LMKCDPAH_00190	CDS	444				hypothetical protein
LMKCDPAH_00191	CDS	408				hypothetical protein
LMKCDPAH_00192	CDS	354				hypothetical protein
LMKCDPAH_00193	CDS	228				hypothetical protein
LMKCDPAH_00194	CDS	396				hypothetical protein
LMKCDPAH_00195	tRNA	72				tRNA-His(gtg)
LMKCDPAH_00196	CDS	168				hypothetical protein
LMKCDPAH_00197	CDS	96				hypothetical protein
LMKCDPAH_00198	CDS	183				hypothetical protein
LMKCDPAH_00199	CDS	123				hypothetical protein
LMKCDPAH_00200	CDS	366				hypothetical protein
LMKCDPAH_00201	CDS	858	hldD	5.1.3.20		ADP-L-glycero-D-manno-heptose-6-epimerase
LMKCDPAH_00202	CDS	255			COG0425	Putative sulfur carrier protein/Ta1414
LMKCDPAH_00203	CDS	423				hypothetical protein
LMKCDPAH_00204	CDS	366				hypothetical protein
LMKCDPAH_00205	CDS	339				hypothetical protein
LMKCDPAH_00206	CDS	309	tusB			Protein TusB
LMKCDPAH_00207	CDS	453	ptr2_2		COG1522	HTH-type transcriptional regulator Ptr2
LMKCDPAH_00208	CDS	630				hypothetical protein
LMKCDPAH_00209	CDS	240				hypothetical protein
LMKCDPAH_00210	CDS	237				hypothetical protein
LMKCDPAH_00211	CDS	171				hypothetical protein
LMKCDPAH_00212	CDS	360				hypothetical protein
LMKCDPAH_00213	CDS	186				hypothetical protein
