locus_tag	ftype	length_bp	gene	EC_number	COG	product
LNKIEGFK_00001	CDS	1131	argE_1	3.5.1.16	COG0624	Acetylornithine deacetylase
LNKIEGFK_00002	CDS	540				hypothetical protein
LNKIEGFK_00003	CDS	2544				hypothetical protein
LNKIEGFK_00004	CDS	525				hypothetical protein
LNKIEGFK_00005	CDS	1260	dadA1	1.4.99.-	COG0665	D-amino acid dehydrogenase 1
LNKIEGFK_00006	CDS	651				hypothetical protein
LNKIEGFK_00007	CDS	609				hypothetical protein
LNKIEGFK_00008	CDS	1590	pld	3.1.4.4		Phospholipase D
LNKIEGFK_00009	CDS	1698				hypothetical protein
LNKIEGFK_00010	CDS	159				hypothetical protein
LNKIEGFK_00011	CDS	1395		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
LNKIEGFK_00012	CDS	717				hypothetical protein
LNKIEGFK_00013	CDS	1035				hypothetical protein
LNKIEGFK_00014	CDS	999				hypothetical protein
LNKIEGFK_00015	CDS	735				hypothetical protein
LNKIEGFK_00016	CDS	849	sseB	2.8.1.1	COG2897	Putative thiosulfate sulfurtransferase SseB
LNKIEGFK_00017	CDS	438				hypothetical protein
LNKIEGFK_00018	CDS	1833				hypothetical protein
LNKIEGFK_00019	CDS	1011			COG1638	putative protein
LNKIEGFK_00020	CDS	258				hypothetical protein
LNKIEGFK_00021	CDS	411			COG0328	Bifunctional protein
LNKIEGFK_00022	CDS	381	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
LNKIEGFK_00023	CDS	1743				hypothetical protein
LNKIEGFK_00024	CDS	1170	ftsZ			Cell division protein FtsZ
LNKIEGFK_00025	CDS	225				hypothetical protein
LNKIEGFK_00026	CDS	777		3.1.6.-	COG3119	N-acetylgalactosamine-6-O-sulfatase
LNKIEGFK_00027	CDS	1398				hypothetical protein
LNKIEGFK_00028	CDS	1656	ftsP			Cell division protein FtsP
LNKIEGFK_00029	CDS	591				hypothetical protein
LNKIEGFK_00030	CDS	1341				hypothetical protein
LNKIEGFK_00031	CDS	1632	phoV	3.1.3.1		Alkaline phosphatase PhoV
LNKIEGFK_00032	CDS	1125	vioD	4.2.1.145		Capreomycidine synthase
LNKIEGFK_00033	CDS	1146	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
LNKIEGFK_00034	CDS	978				hypothetical protein
LNKIEGFK_00035	CDS	282	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
LNKIEGFK_00036	CDS	1332				hypothetical protein
LNKIEGFK_00037	CDS	1056	mtnK	2.7.1.100	COG4857	Methylthioribose kinase
LNKIEGFK_00038	CDS	1251				hypothetical protein
LNKIEGFK_00039	CDS	1299				hypothetical protein
LNKIEGFK_00040	CDS	1128		3.5.1.26		N(4)-(Beta-N-acetylglucosaminyl)-L-asparaginase
LNKIEGFK_00041	CDS	885	dat	2.6.1.21		D-alanine aminotransferase
LNKIEGFK_00042	CDS	2868	gcvP	1.4.4.2		Glycine dehydrogenase (decarboxylating)
LNKIEGFK_00043	CDS	372	gcvH		COG0509	Glycine cleavage system H protein
LNKIEGFK_00044	CDS	666	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
LNKIEGFK_00045	CDS	723	prkC_1	2.7.11.1	COG0515	Serine/threonine-protein kinase PrkC
LNKIEGFK_00046	CDS	690	rpe	5.1.3.1		Ribulose-phosphate 3-epimerase
LNKIEGFK_00047	CDS	399		3.1.-.-	COG0824	Putative esterase
LNKIEGFK_00048	CDS	948	wbgU_1	5.1.3.7		UDP-N-acetylglucosamine 4-epimerase
LNKIEGFK_00049	CDS	804	bamD		COG4105	Outer membrane protein assembly factor BamD
LNKIEGFK_00050	CDS	618	pgsA	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
LNKIEGFK_00051	CDS	1062	cugP_1	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
LNKIEGFK_00052	CDS	1365	algC	5.4.2.2	COG1109	Phosphomannomutase/phosphoglucomutase
LNKIEGFK_00053	tRNA	75				tRNA-Gly(ccc)
LNKIEGFK_00054	CDS	477				hypothetical protein
LNKIEGFK_00055	CDS	534				hypothetical protein
LNKIEGFK_00056	CDS	1566		3.1.6.-		Sulfatase
LNKIEGFK_00057	CDS	1422				hypothetical protein
LNKIEGFK_00058	tRNA	77				tRNA-Arg(tct)
LNKIEGFK_00059	CDS	189				hypothetical protein
LNKIEGFK_00060	CDS	792				hypothetical protein
LNKIEGFK_00061	CDS	828				hypothetical protein
LNKIEGFK_00062	CDS	1194				hypothetical protein
LNKIEGFK_00063	CDS	1260				L-lactate transporter
LNKIEGFK_00064	CDS	1452	hudA	4.1.1.-	COG0043	UbiD-like decarboxylase
LNKIEGFK_00065	CDS	1506		1.14.14.9	COG2368	4-hydroxyphenylacetate 3-monooxygenase oxygenase component
LNKIEGFK_00066	CDS	480		5.4.99.-	COG0564	putative RNA pseudouridine synthase
LNKIEGFK_00067	CDS	2493	lon2_1	3.4.21.53	COG0466	Lon protease 2
LNKIEGFK_00068	CDS	447	dksA			RNA polymerase-binding transcription factor DksA
LNKIEGFK_00069	CDS	678				hypothetical protein
LNKIEGFK_00070	CDS	381	yabJ	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
LNKIEGFK_00071	CDS	2157	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
LNKIEGFK_00072	CDS	969				hypothetical protein
LNKIEGFK_00073	CDS	537				hypothetical protein
LNKIEGFK_00074	CDS	2133	katG	1.11.1.21		Catalase-peroxidase
LNKIEGFK_00075	CDS	939				hypothetical protein
LNKIEGFK_00076	CDS	885	dpp5_1	3.4.14.-	COG1506	Dipeptidyl-peptidase 5
LNKIEGFK_00077	CDS	1341	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
LNKIEGFK_00078	CDS	486				hypothetical protein
LNKIEGFK_00079	CDS	1167	cpg2	3.4.17.11		Carboxypeptidase G2
LNKIEGFK_00080	CDS	177				hypothetical protein
LNKIEGFK_00081	CDS	1458				hypothetical protein
LNKIEGFK_00082	CDS	1224	sufS_1	4.4.1.16		Cysteine desulfurase
LNKIEGFK_00083	tRNA	74				tRNA-Lys(ttt)
LNKIEGFK_00084	CDS	846	rocF	3.5.3.1		Arginase
LNKIEGFK_00085	CDS	222				hypothetical protein
LNKIEGFK_00086	CDS	984				hypothetical protein
LNKIEGFK_00087	CDS	867				hypothetical protein
LNKIEGFK_00088	CDS	1419				hypothetical protein
LNKIEGFK_00089	CDS	114				hypothetical protein
LNKIEGFK_00090	CDS	705				hypothetical protein
LNKIEGFK_00091	CDS	1236	icd	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
LNKIEGFK_00092	CDS	438				hypothetical protein
LNKIEGFK_00093	CDS	1920	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
LNKIEGFK_00094	CDS	1314	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
LNKIEGFK_00095	CDS	735				hypothetical protein
LNKIEGFK_00096	CDS	684				hypothetical protein
LNKIEGFK_00097	CDS	180				hypothetical protein
LNKIEGFK_00098	CDS	435				hypothetical protein
LNKIEGFK_00099	CDS	771				hypothetical protein
LNKIEGFK_00100	CDS	1068	legI	2.5.1.101	COG2089	N,N'-diacetyllegionaminic acid synthase
LNKIEGFK_00101	CDS	840	bacC_1	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
LNKIEGFK_00102	CDS	660				hypothetical protein
LNKIEGFK_00103	CDS	987				hypothetical protein
LNKIEGFK_00104	CDS	2199	vgb_1	4.2.99.-		Virginiamycin B lyase
LNKIEGFK_00105	CDS	1419		1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
LNKIEGFK_00106	CDS	663	lipB	2.3.1.181	COG0321	Octanoyltransferase
LNKIEGFK_00107	CDS	849	mdh	1.1.1.37	COG0039	Malate dehydrogenase
LNKIEGFK_00108	CDS	726		1.-.-.-		putative oxidoreductase
LNKIEGFK_00109	CDS	969	tdcB	4.3.1.19		L-threonine dehydratase catabolic TdcB
LNKIEGFK_00110	CDS	639		3.-.-.-		putative protein
LNKIEGFK_00111	CDS	309		3.6.3.-	COG0842	ABC transporter ATP-binding/permease protein
LNKIEGFK_00112	CDS	198				hypothetical protein
LNKIEGFK_00113	CDS	2409				hypothetical protein
LNKIEGFK_00114	CDS	1695	araB	2.7.1.16	COG1069	Ribulokinase
LNKIEGFK_00115	CDS	693	araD	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase
LNKIEGFK_00116	CDS	1476	araA	5.3.1.4		L-arabinose isomerase
LNKIEGFK_00117	CDS	1773	sglT_1			Sodium/glucose cotransporter
LNKIEGFK_00118	CDS	426				hypothetical protein
LNKIEGFK_00119	CDS	390				hypothetical protein
LNKIEGFK_00120	CDS	1068	ansA	3.5.1.1	COG0252	putative L-asparaginase
LNKIEGFK_00121	tRNA	76				tRNA-Ala(ggc)
