locus_tag	ftype	length_bp	gene	EC_number	COG	product
FHBGAAPP_00001	CDS	537				hypothetical protein
FHBGAAPP_00002	tRNA	74				tRNA-Glu(ttc)
FHBGAAPP_00003	CDS	1134				hypothetical protein
FHBGAAPP_00004	CDS	117				hypothetical protein
FHBGAAPP_00005	CDS	366				hypothetical protein
FHBGAAPP_00006	CDS	297				hypothetical protein
FHBGAAPP_00007	CDS	273				hypothetical protein
FHBGAAPP_00008	CDS	210			COG2238	30S ribosomal protein S19e
FHBGAAPP_00009	CDS	360				hypothetical protein
FHBGAAPP_00010	CDS	510				hypothetical protein
FHBGAAPP_00011	CDS	627				hypothetical protein
FHBGAAPP_00012	CDS	408				hypothetical protein
FHBGAAPP_00013	CDS	489	dut	3.6.1.23	COG0717	Deoxyuridine 5'-triphosphate nucleotidohydrolase
FHBGAAPP_00014	CDS	912				hypothetical protein
FHBGAAPP_00015	CDS	540				hypothetical protein
FHBGAAPP_00016	CDS	555				hypothetical protein
FHBGAAPP_00017	CDS	852				hypothetical protein
FHBGAAPP_00018	CDS	612				hypothetical protein
FHBGAAPP_00019	CDS	456				hypothetical protein
FHBGAAPP_00020	CDS	684	rps4e		COG1471	30S ribosomal protein S4e
FHBGAAPP_00021	CDS	303			COG0198	50S ribosomal protein L24
FHBGAAPP_00022	CDS	399			COG0093	50S ribosomal protein L14
FHBGAAPP_00023	CDS	318				hypothetical protein
FHBGAAPP_00024	CDS	180				hypothetical protein
FHBGAAPP_00025	CDS	417			COG0102	50S ribosomal protein L13
FHBGAAPP_00026	CDS	414	rps9		COG0103	30S ribosomal protein S9
FHBGAAPP_00027	CDS	195	rpoN	2.7.7.6	COG1644	DNA-directed RNA polymerase subunit N
FHBGAAPP_00028	CDS	600	rps2		COG0052	30S ribosomal protein S2
FHBGAAPP_00029	CDS	264				hypothetical protein
FHBGAAPP_00030	CDS	987				hypothetical protein
FHBGAAPP_00031	CDS	660				hypothetical protein
FHBGAAPP_00032	CDS	714				hypothetical protein
FHBGAAPP_00033	CDS	612				hypothetical protein
FHBGAAPP_00034	CDS	528	tmk	2.7.4.9		Thymidylate kinase
FHBGAAPP_00035	CDS	192				hypothetical protein
FHBGAAPP_00036	CDS	1029	metG_1	6.1.1.10	COG0073	Methionine--tRNA ligase
FHBGAAPP_00037	CDS	747	rnz	3.1.26.11	COG1234	Ribonuclease Z
FHBGAAPP_00038	CDS	675				hypothetical protein
FHBGAAPP_00039	CDS	243			COG0089	50S ribosomal protein L23
FHBGAAPP_00040	CDS	738	rpl4		COG0088	50S ribosomal protein L4
FHBGAAPP_00041	CDS	912	rpl3		COG0087	50S ribosomal protein L3
FHBGAAPP_00042	CDS	96				hypothetical protein
FHBGAAPP_00043	CDS	387				hypothetical protein
FHBGAAPP_00044	CDS	483				hypothetical protein
FHBGAAPP_00045	CDS	321				hypothetical protein
FHBGAAPP_00046	CDS	1167	prf1		COG1503	Peptide chain release factor subunit 1
FHBGAAPP_00047	CDS	1005	ftsZ1_1		COG0206	Cell division protein FtsZ 1
FHBGAAPP_00048	tRNA	83				tRNA-Ser(cga)
FHBGAAPP_00049	CDS	549	cmk	2.7.4.25		Cytidylate kinase
FHBGAAPP_00050	CDS	150				hypothetical protein
FHBGAAPP_00051	CDS	774	truB	5.4.99.25	COG0130	putative tRNA pseudouridine synthase B
FHBGAAPP_00052	CDS	375	rps6e		COG2125	30S ribosomal protein S6e
FHBGAAPP_00053	CDS	1158	eif2g		COG5257	Translation initiation factor 2 subunit gamma
FHBGAAPP_00054	CDS	231				hypothetical protein
FHBGAAPP_00055	CDS	501				hypothetical protein
FHBGAAPP_00056	CDS	2046	lon_1	3.4.21.-	COG1067	Archaeal Lon protease
FHBGAAPP_00057	CDS	867	map	3.4.11.18	COG0024	Methionine aminopeptidase
FHBGAAPP_00058	CDS	543				hypothetical protein
FHBGAAPP_00059	CDS	1026	gtfA	2.4.1.-		UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit
FHBGAAPP_00060	CDS	2619				hypothetical protein
FHBGAAPP_00061	CDS	831	menA	2.5.1.74		1,4-dihydroxy-2-naphthoate octaprenyltransferase
FHBGAAPP_00062	CDS	111				hypothetical protein
FHBGAAPP_00063	CDS	549	rio1	2.7.11.1	COG1718	RIO-type serine/threonine-protein kinase Rio1
FHBGAAPP_00064	CDS	1014	mshA	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
FHBGAAPP_00065	CDS	447				hypothetical protein
FHBGAAPP_00066	tRNA	73				tRNA-Asn(gtt)
FHBGAAPP_00067	tRNA	76				tRNA-Lys(ctt)
FHBGAAPP_00068	CDS	312				hypothetical protein
FHBGAAPP_00069	CDS	822			COG0244	50S ribosomal protein L10
FHBGAAPP_00070	CDS	621	rpl1			50S ribosomal protein L1
FHBGAAPP_00071	CDS	606	gdhA	1.4.1.3		Glutamate dehydrogenase
FHBGAAPP_00072	CDS	981	vat_1		COG0464	VCP-like ATPase
FHBGAAPP_00073	CDS	636	dtd3	3.1.1.96		D-aminoacyl-tRNA deacylase
FHBGAAPP_00074	CDS	537				hypothetical protein
FHBGAAPP_00075	CDS	1683	smc_1			Chromosome partition protein Smc
FHBGAAPP_00076	CDS	435				hypothetical protein
FHBGAAPP_00077	CDS	819				hypothetical protein
FHBGAAPP_00078	CDS	1242		1.3.7.11	COG0644	Digeranylgeranylglycerophospholipid reductase
FHBGAAPP_00079	CDS	576	ftsZ1_2		COG0206	Cell division protein FtsZ 1
FHBGAAPP_00080	CDS	195				hypothetical protein
FHBGAAPP_00081	CDS	477	spt5		COG0250	Transcription elongation factor Spt5
FHBGAAPP_00082	CDS	534			COG0197	50S ribosomal protein L10e
FHBGAAPP_00083	CDS	255				hypothetical protein
FHBGAAPP_00084	CDS	378				hypothetical protein
FHBGAAPP_00085	CDS	909	pepQ	3.4.13.9	COG0006	Xaa-Pro dipeptidase
FHBGAAPP_00086	CDS	1017				Deoxyguanosinetriphosphate triphosphohydrolase-like protein
FHBGAAPP_00087	CDS	249				hypothetical protein
FHBGAAPP_00088	CDS	549				hypothetical protein
