locus_tag	ftype	length_bp	gene	EC_number	COG	product
CLOBKMLA_00001	CDS	441	yedI		COG2354	Inner membrane protein YedI
CLOBKMLA_00002	CDS	372				hypothetical protein
CLOBKMLA_00003	CDS	1032				hypothetical protein
CLOBKMLA_00004	CDS	879				hypothetical protein
CLOBKMLA_00005	CDS	1833				hypothetical protein
CLOBKMLA_00006	CDS	696	nqrC	7.2.1.1	COG2869	Na(+)-translocating NADH-quinone reductase subunit C
CLOBKMLA_00007	CDS	1143	nqrB	7.2.1.1	COG1805	Na(+)-translocating NADH-quinone reductase subunit B
CLOBKMLA_00008	CDS	1347	nqrA	7.2.1.1	COG1726	Na(+)-translocating NADH-quinone reductase subunit A
CLOBKMLA_00009	CDS	1335				hypothetical protein
CLOBKMLA_00010	CDS	876				hypothetical protein
CLOBKMLA_00011	CDS	471				hypothetical protein
CLOBKMLA_00012	CDS	402	epi_1	5.1.99.-	COG0346	Ethylmalonyl-CoA/methylmalonyl-CoA epimerase
CLOBKMLA_00013	CDS	378				hypothetical protein
CLOBKMLA_00014	CDS	882	nadK	2.7.1.23	COG0061	NAD kinase
CLOBKMLA_00015	CDS	660				hypothetical protein
CLOBKMLA_00016	CDS	753	ispU	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
CLOBKMLA_00017	CDS	2688	bamA			Outer membrane protein assembly factor BamA
CLOBKMLA_00018	CDS	846				hypothetical protein
CLOBKMLA_00019	CDS	525				hypothetical protein
CLOBKMLA_00020	CDS	432	rppH	3.6.1.-		RNA pyrophosphohydrolase
CLOBKMLA_00021	CDS	1605	bshC	6.-.-.-	COG4365	Putative cysteine ligase BshC
CLOBKMLA_00022	CDS	1314	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
CLOBKMLA_00023	CDS	957	ftsY		COG0552	Signal recognition particle receptor FtsY
CLOBKMLA_00024	CDS	153				hypothetical protein
CLOBKMLA_00025	CDS	1269				hypothetical protein
