locus_tag	ftype	length_bp	gene	EC_number	COG	product
DDGEFBJF_00001	CDS	675				hypothetical protein
DDGEFBJF_00002	CDS	3276				hypothetical protein
DDGEFBJF_00003	CDS	252				hypothetical protein
DDGEFBJF_00004	CDS	1737				hypothetical protein
DDGEFBJF_00005	CDS	1926	yesW_1	4.2.2.23		Rhamnogalacturonan endolyase YesW
DDGEFBJF_00006	CDS	2586	csxA	3.2.1.165	COG3250	Exo-beta-D-glucosaminidase
DDGEFBJF_00007	CDS	1278	kanB	2.6.1.100		L-glutamine:2-deoxy-scyllo-inosose aminotransferase
DDGEFBJF_00008	CDS	1005	iolX_1	1.1.1.370	COG0673	scyllo-inositol 2-dehydrogenase (NAD(+))
DDGEFBJF_00009	CDS	222				hypothetical protein
DDGEFBJF_00010	CDS	219				hypothetical protein
DDGEFBJF_00011	CDS	1509	sglT_1			Sodium/glucose cotransporter
DDGEFBJF_00012	CDS	810				hypothetical protein
DDGEFBJF_00013	CDS	999	rbsB_1		COG1879	Ribose import binding protein RbsB
DDGEFBJF_00014	CDS	723				hypothetical protein
DDGEFBJF_00015	CDS	882	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
DDGEFBJF_00016	CDS	306				hypothetical protein
DDGEFBJF_00017	CDS	288				hypothetical protein
DDGEFBJF_00018	CDS	1320				hypothetical protein
DDGEFBJF_00019	CDS	2157	lacZ_1	3.2.1.23		Beta-galactosidase
DDGEFBJF_00020	CDS	1947				hypothetical protein
DDGEFBJF_00021	CDS	1398	xylE			D-xylose-proton symporter
DDGEFBJF_00022	CDS	423	ybgC	3.1.2.-	COG0824	Acyl-CoA thioester hydrolase YbgC
DDGEFBJF_00023	CDS	1437	purF_1	2.4.2.14	COG0034	Amidophosphoribosyltransferase
DDGEFBJF_00024	CDS	1095	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
DDGEFBJF_00025	CDS	1491	purF_2	2.4.2.14	COG0034	Amidophosphoribosyltransferase
DDGEFBJF_00026	CDS	1026				hypothetical protein
DDGEFBJF_00027	CDS	384				hypothetical protein
DDGEFBJF_00028	CDS	576				hypothetical protein
DDGEFBJF_00029	CDS	417				hypothetical protein
DDGEFBJF_00030	CDS	1347	steT		COG0531	Serine/threonine exchanger SteT
DDGEFBJF_00031	CDS	930				hypothetical protein
DDGEFBJF_00032	CDS	729	trmR_1	2.1.1.-		tRNA 5-hydroxyuridine methyltransferase
DDGEFBJF_00033	CDS	156				hypothetical protein
DDGEFBJF_00034	CDS	300				hypothetical protein
DDGEFBJF_00035	CDS	879	yitJ_1		COG0646	Bifunctional homocysteine S-methyltransferase/5,10-methylenetetrahydrofolate reductase
DDGEFBJF_00036	CDS	255				hypothetical protein
DDGEFBJF_00037	CDS	819				hypothetical protein
DDGEFBJF_00038	CDS	510				hypothetical protein
DDGEFBJF_00039	CDS	1446				hypothetical protein
DDGEFBJF_00040	CDS	1392	idnT_1		COG2610	Gnt-II system L-idonate transporter
DDGEFBJF_00041	CDS	780	hdpA	3.1.3.-		Dihydroxyacetone phosphatase
DDGEFBJF_00042	CDS	1515	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
DDGEFBJF_00043	CDS	393				hypothetical protein
DDGEFBJF_00044	CDS	1374				hypothetical protein
DDGEFBJF_00045	CDS	1440				hypothetical protein
DDGEFBJF_00046	CDS	231				hypothetical protein
DDGEFBJF_00047	CDS	255				hypothetical protein
DDGEFBJF_00048	CDS	363				hypothetical protein
DDGEFBJF_00049	CDS	294				hypothetical protein
DDGEFBJF_00050	CDS	234				hypothetical protein
DDGEFBJF_00051	CDS	186				hypothetical protein
DDGEFBJF_00052	CDS	318				hypothetical protein
DDGEFBJF_00053	CDS	1452	gnd_1	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, decarboxylating
DDGEFBJF_00054	CDS	1278				hypothetical protein
DDGEFBJF_00055	CDS	444	perR_1		COG0735	Transcriptional regulator PerR
DDGEFBJF_00056	CDS	1437	katA	1.11.1.6	COG0753	Catalase
DDGEFBJF_00057	CDS	765	fabL	1.3.1.104		Enoyl-[acyl-carrier-protein] reductase [NADPH] FabL
DDGEFBJF_00058	CDS	192				hypothetical protein
DDGEFBJF_00059	CDS	1044	tdh_1	1.1.1.103	COG1063	L-threonine 3-dehydrogenase
DDGEFBJF_00060	CDS	1017				hypothetical protein
DDGEFBJF_00061	CDS	1392				hypothetical protein
DDGEFBJF_00062	CDS	567				hypothetical protein
DDGEFBJF_00063	CDS	417				hypothetical protein
DDGEFBJF_00064	CDS	363				hypothetical protein
DDGEFBJF_00065	CDS	1179	epsD	2.4.-.-		Putative glycosyltransferase EpsD
DDGEFBJF_00066	CDS	741	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
DDGEFBJF_00067	CDS	1002	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
DDGEFBJF_00068	CDS	1008	panS		COG0385	Pantothenate precursors transporter PanS
DDGEFBJF_00069	CDS	756				hypothetical protein
DDGEFBJF_00070	CDS	1116				hypothetical protein
DDGEFBJF_00071	CDS	852	ymdB_1	3.1.4.16	COG1692	2',3'-cyclic-nucleotide 2'-phosphodiesterase
DDGEFBJF_00072	CDS	1584	rny	3.1.-.-	COG1418	Ribonuclease Y
DDGEFBJF_00073	CDS	795				hypothetical protein
DDGEFBJF_00074	CDS	735				hypothetical protein
DDGEFBJF_00075	CDS	363				hypothetical protein
