locus_tag	ftype	length_bp	gene	EC_number	COG	product
DKJNDICF_00001	CDS	1563	bclA	6.2.1.25		Benzoate--CoA ligase
DKJNDICF_00002	CDS	1077			COG1638	Solute-binding protein
DKJNDICF_00003	CDS	465				hypothetical protein
DKJNDICF_00004	CDS	1305	dctM_1		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
DKJNDICF_00005	CDS	432	ndhB_1	7.1.1.-	COG1007	NAD(P)H-quinone oxidoreductase subunit 2
DKJNDICF_00006	CDS	747	cdaA	2.7.7.85	COG1624	Cyclic di-AMP synthase CdaA
DKJNDICF_00007	CDS	672				hypothetical protein
DKJNDICF_00008	CDS	1362	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
DKJNDICF_00009	CDS	714	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
DKJNDICF_00010	CDS	1299	dapE	3.5.1.18		putative succinyl-diaminopimelate desuccinylase
DKJNDICF_00011	CDS	945	dppB		COG0601	Dipeptide transport system permease protein DppB
DKJNDICF_00012	CDS	837	gsiD		COG1173	Glutathione transport system permease protein GsiD
DKJNDICF_00013	CDS	555	pgsA	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
DKJNDICF_00014	CDS	555	mltF	4.2.2.-		Membrane-bound lytic murein transglycosylase F
DKJNDICF_00015	CDS	1317	norR			Anaerobic nitric oxide reductase transcription regulator NorR
DKJNDICF_00016	CDS	1092	lutA_1			Lactate utilization protein A
DKJNDICF_00017	CDS	426	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
DKJNDICF_00018	CDS	489				hypothetical protein
DKJNDICF_00019	CDS	1578	cimA	2.3.1.182	COG0119	(R)-citramalate synthase
DKJNDICF_00020	CDS	1227	lysC	2.7.2.4	COG0527	Aspartate kinase Ask_LysC
DKJNDICF_00021	CDS	480	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
DKJNDICF_00022	CDS	759	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
DKJNDICF_00023	CDS	408	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
DKJNDICF_00024	CDS	804	nit1	3.5.1.128		Deaminated glutathione amidase
DKJNDICF_00025	CDS	396				hypothetical protein
DKJNDICF_00026	CDS	1821	topA	5.6.2.1		DNA topoisomerase 1
DKJNDICF_00027	CDS	1182	desV_1	2.6.1.106		dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucose transaminase
DKJNDICF_00028	CDS	240				hypothetical protein
DKJNDICF_00029	CDS	1548		3.4.11.18		Methionine aminopeptidase 1, mitochondrial
DKJNDICF_00030	CDS	276				hypothetical protein
DKJNDICF_00031	CDS	201				hypothetical protein
DKJNDICF_00032	CDS	1149				hypothetical protein
DKJNDICF_00033	CDS	1296				hypothetical protein
DKJNDICF_00034	CDS	1758	aspS	6.1.1.12		Aspartate--tRNA ligase
DKJNDICF_00035	CDS	426				hypothetical protein
DKJNDICF_00036	CDS	225				hypothetical protein
DKJNDICF_00037	CDS	972	thiI	2.8.1.4		tRNA sulfurtransferase
DKJNDICF_00038	CDS	1032				hypothetical protein
DKJNDICF_00039	CDS	489	carD_1		COG1329	RNA polymerase-binding transcription factor CarD
DKJNDICF_00040	CDS	717	czcR			Transcriptional activator protein CzcR
DKJNDICF_00041	CDS	1398	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
DKJNDICF_00042	tRNA	76				tRNA-Thr(tgt)
DKJNDICF_00043	tRNA	85				tRNA-Tyr(gta)
DKJNDICF_00044	tRNA	77				tRNA-Gly(tcc)
DKJNDICF_00045	tRNA	75				tRNA-Thr(ggt)
DKJNDICF_00046	CDS	138				hypothetical protein
DKJNDICF_00047	CDS	1329				hypothetical protein
DKJNDICF_00048	CDS	429				hypothetical protein
DKJNDICF_00049	CDS	684				hypothetical protein
DKJNDICF_00050	CDS	843				hypothetical protein
DKJNDICF_00051	CDS	2049		4.2.1.112		Acetylene hydratase
DKJNDICF_00052	CDS	666				hypothetical protein
DKJNDICF_00053	CDS	1161	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
DKJNDICF_00054	CDS	489				hypothetical protein
DKJNDICF_00055	CDS	2445	recB	3.1.11.5		RecBCD enzyme subunit RecB
DKJNDICF_00056	CDS	759	mntR			HTH-type transcriptional regulator MntR
DKJNDICF_00057	CDS	246				hypothetical protein
DKJNDICF_00058	CDS	678	feoB_1		COG0370	Fe(2+) transporter FeoB
DKJNDICF_00059	CDS	123				hypothetical protein
DKJNDICF_00060	CDS	954	surA	5.2.1.8		Chaperone SurA
DKJNDICF_00061	CDS	828		5.2.1.8	COG0760	Putative peptidyl-prolyl cis-trans isomerase
DKJNDICF_00062	CDS	273				hypothetical protein
DKJNDICF_00063	CDS	561				hypothetical protein
DKJNDICF_00064	CDS	1356	acsC		COG1456	Corrinoid/iron-sulfur protein large subunit
DKJNDICF_00065	CDS	1254		2.3.1.169	COG1152	Carbon monoxide dehydrogenase/acetyl-CoA synthase subunit alpha
DKJNDICF_00066	CDS	543				hypothetical protein
DKJNDICF_00067	CDS	2307				hypothetical protein
DKJNDICF_00068	CDS	924	acsD		COG2069	Corrinoid/iron-sulfur protein small subunit
DKJNDICF_00069	CDS	876	acsE	2.1.1.258	COG1410	5-methyltetrahydrofolate:corrinoid/iron-sulfur protein co-methyltransferase
DKJNDICF_00070	CDS	759	minD		COG2894	Septum site-determining protein MinD
DKJNDICF_00071	CDS	891	folD		COG0190	Bifunctional protein FolD protein
DKJNDICF_00072	CDS	1761	fhs	6.3.4.3	COG2759	Formate--tetrahydrofolate ligase
DKJNDICF_00073	CDS	552	plsY	2.3.1.275	COG0344	Glycerol-3-phosphate acyltransferase
DKJNDICF_00074	tRNA	77				tRNA-Pro(cgg)
DKJNDICF_00075	CDS	543				hypothetical protein
DKJNDICF_00076	CDS	207				hypothetical protein
DKJNDICF_00077	CDS	804	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
DKJNDICF_00078	CDS	3402	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
DKJNDICF_00079	CDS	1914				hypothetical protein
DKJNDICF_00080	CDS	474				hypothetical protein
DKJNDICF_00081	CDS	189				hypothetical protein
DKJNDICF_00082	CDS	636				hypothetical protein
DKJNDICF_00083	CDS	627				hypothetical protein
DKJNDICF_00084	CDS	480	mshD	2.3.1.189		Mycothiol acetyltransferase
DKJNDICF_00085	CDS	732		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
DKJNDICF_00086	CDS	1143		2.6.1.51	COG0075	Serine-pyruvate aminotransferase
DKJNDICF_00087	CDS	225				hypothetical protein
DKJNDICF_00088	CDS	1500	nrdZ	1.17.4.1		Vitamin B12-dependent ribonucleoside-diphosphate reductase
DKJNDICF_00089	CDS	699				hypothetical protein
DKJNDICF_00090	CDS	1359	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
DKJNDICF_00091	CDS	1275	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
DKJNDICF_00092	CDS	813	ccsA_1			Cytochrome c biogenesis protein CcsA
DKJNDICF_00093	CDS	1161				hypothetical protein
DKJNDICF_00094	CDS	2034				hypothetical protein
DKJNDICF_00095	tRNA	77				tRNA-Met(cat)
DKJNDICF_00096	CDS	900	cysL		COG0583	HTH-type transcriptional regulator CysL
DKJNDICF_00097	CDS	573				hypothetical protein
DKJNDICF_00098	CDS	1152				hypothetical protein
DKJNDICF_00099	CDS	720	sfsA		COG1489	Sugar fermentation stimulation protein A
DKJNDICF_00100	CDS	126				hypothetical protein
DKJNDICF_00101	CDS	957	prfB		COG1186	Peptide chain release factor RF2
DKJNDICF_00102	CDS	783				hypothetical protein
DKJNDICF_00103	CDS	192				hypothetical protein
DKJNDICF_00104	CDS	558	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
DKJNDICF_00105	CDS	477				hypothetical protein
DKJNDICF_00106	CDS	1257	mtaD	3.5.4.28	COG0402	5-methylthioadenosine/S-adenosylhomocysteine deaminase
DKJNDICF_00107	CDS	672		2.4.2.44	COG0005	S-methyl-5'-thioinosine phosphorylase
DKJNDICF_00108	CDS	441				hypothetical protein
DKJNDICF_00109	CDS	648	cugP	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
DKJNDICF_00110	CDS	561	rmlC	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
DKJNDICF_00111	CDS	1062	rffG	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase 2
DKJNDICF_00112	CDS	879				hypothetical protein
DKJNDICF_00113	tRNA	90				tRNA-Leu(taa)
DKJNDICF_00114	CDS	1080	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
DKJNDICF_00115	CDS	492				hypothetical protein
DKJNDICF_00116	CDS	1140	gcdB_1	7.2.4.5	COG1883	Glutaconyl-CoA decarboxylase subunit beta
DKJNDICF_00117	CDS	132				hypothetical protein
DKJNDICF_00118	CDS	2100	purL_1	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
DKJNDICF_00119	CDS	1779				hypothetical protein
DKJNDICF_00120	CDS	528				hypothetical protein
DKJNDICF_00121	CDS	2310	mshC	6.3.1.13		L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside ligase
DKJNDICF_00122	CDS	1068	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
DKJNDICF_00123	CDS	1011				hypothetical protein
DKJNDICF_00124	CDS	690	rnc	3.1.26.3	COG0571	Ribonuclease 3
DKJNDICF_00125	CDS	438	uvrC		COG0322	UvrABC system protein C
DKJNDICF_00126	CDS	549	ymdB_1	3.1.1.106	COG2110	O-acetyl-ADP-ribose deacetylase
DKJNDICF_00127	CDS	1824	ftsH4	3.4.24.-		ATP-dependent zinc metalloprotease FtsH 4
DKJNDICF_00128	CDS	792	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
DKJNDICF_00129	CDS	849	panC	6.3.2.1	COG0414	Pantothenate synthetase
DKJNDICF_00130	CDS	366	panD	4.1.1.11	COG0853	Aspartate 1-decarboxylase
DKJNDICF_00131	CDS	384				hypothetical protein
DKJNDICF_00132	CDS	681	kptA	2.7.1.-		RNA 2'-phosphotransferase
DKJNDICF_00133	CDS	363				hypothetical protein
DKJNDICF_00134	CDS	639				hypothetical protein
DKJNDICF_00135	CDS	924	trxB	1.8.1.9		Thioredoxin reductase
DKJNDICF_00136	CDS	774	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
DKJNDICF_00137	CDS	813	gpgP	3.1.3.70	COG3769	Glucosyl-3-phosphoglycerate/mannosyl-3-phosphoglycerate phosphatase
