locus_tag	ftype	length_bp	gene	EC_number	COG	product
KHBIOLED_00001	CDS	444				hypothetical protein
KHBIOLED_00002	CDS	372				hypothetical protein
KHBIOLED_00003	CDS	384	sdhC		COG2009	Succinate dehydrogenase cytochrome b556 subunit
KHBIOLED_00004	CDS	963	mdh	1.1.1.37		Malate dehydrogenase
KHBIOLED_00005	CDS	1089				hypothetical protein
KHBIOLED_00006	CDS	327				hypothetical protein
KHBIOLED_00007	CDS	867	mcl2_1	3.1.2.30	COG2301	(3S)-malyl-CoA thioesterase
KHBIOLED_00008	CDS	159				hypothetical protein
KHBIOLED_00009	CDS	369	ybaN		COG2832	Inner membrane protein YbaN
KHBIOLED_00010	CDS	429	pazS			Pseudoazurin
KHBIOLED_00011	CDS	690	fixK		COG0664	Nitrogen fixation regulation protein FixK
KHBIOLED_00012	CDS	225				hypothetical protein
KHBIOLED_00013	CDS	1149	nirK	1.7.2.1	COG2132	Copper-containing nitrite reductase
KHBIOLED_00014	CDS	837				hypothetical protein
KHBIOLED_00015	CDS	933			COG3039	IS5 family transposase ISTasp1
KHBIOLED_00016	CDS	615	xerC_1			Tyrosine recombinase XerC
KHBIOLED_00017	CDS	603				hypothetical protein
KHBIOLED_00018	CDS	987				hypothetical protein
KHBIOLED_00019	CDS	807	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
KHBIOLED_00020	CDS	492	pgpA	3.1.3.27	COG1267	Phosphatidylglycerophosphatase A
KHBIOLED_00021	CDS	849	ispDF	4.6.1.12		Bifunctional enzyme IspD/IspF
KHBIOLED_00022	CDS	786				hypothetical protein
KHBIOLED_00023	CDS	639				hypothetical protein
KHBIOLED_00024	CDS	750				hypothetical protein
KHBIOLED_00025	CDS	1272	rsmB_1	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
KHBIOLED_00026	CDS	303				hypothetical protein
KHBIOLED_00027	CDS	360				hypothetical protein
KHBIOLED_00028	CDS	819	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
KHBIOLED_00029	CDS	441	rbfA			Ribosome-binding factor A
KHBIOLED_00030	CDS	747				hypothetical protein
KHBIOLED_00031	CDS	927	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
KHBIOLED_00032	CDS	516				hypothetical protein
KHBIOLED_00033	CDS	1686				hypothetical protein
