locus_tag	ftype	length_bp	gene	EC_number	COG	product
OIJNACAG_00001	CDS	1503	sctC			Type 3 secretion system secretin
OIJNACAG_00002	CDS	984				hypothetical protein
OIJNACAG_00003	CDS	1071				hypothetical protein
OIJNACAG_00004	CDS	243				hypothetical protein
OIJNACAG_00005	CDS	1233				hypothetical protein
OIJNACAG_00006	CDS	951				hypothetical protein
OIJNACAG_00007	CDS	894				hypothetical protein
OIJNACAG_00008	CDS	1485	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
OIJNACAG_00009	CDS	468				hypothetical protein
OIJNACAG_00010	CDS	750	mipA		COG3713	MltA-interacting protein
OIJNACAG_00011	CDS	762				hypothetical protein
OIJNACAG_00012	CDS	1038	mreB		COG1077	Cell shape-determining protein MreB
OIJNACAG_00013	CDS	1233	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
OIJNACAG_00014	CDS	792	lpxA	2.3.1.129	COG1043	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
OIJNACAG_00015	CDS	447	fabZ	4.2.1.59		3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
OIJNACAG_00016	CDS	1734	dsbD_1	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
OIJNACAG_00017	CDS	1956	acsA	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
OIJNACAG_00018	CDS	363				hypothetical protein
OIJNACAG_00019	CDS	384	crcB		COG0239	Putative fluoride ion transporter CrcB
OIJNACAG_00020	CDS	327				hypothetical protein
OIJNACAG_00021	CDS	951	lpxD	2.3.1.-	COG1044	UDP-3-O-acylglucosamine N-acyltransferase
OIJNACAG_00022	CDS	477	ilvH	2.2.1.6	COG0440	Acetolactate synthase isozyme 3 small subunit
OIJNACAG_00023	CDS	519	ilvI	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
OIJNACAG_00024	CDS	1386	argH	4.3.2.1	COG0165	Argininosuccinate lyase
OIJNACAG_00025	CDS	1203	mltC	4.2.2.-		Membrane-bound lytic murein transglycosylase C
OIJNACAG_00026	CDS	192				hypothetical protein
OIJNACAG_00027	CDS	183				hypothetical protein
OIJNACAG_00028	CDS	444				hypothetical protein
OIJNACAG_00029	CDS	1401				hypothetical protein
OIJNACAG_00030	CDS	402	arsC	1.20.4.4		Arsenate reductase
OIJNACAG_00031	CDS	306				hypothetical protein
OIJNACAG_00032	CDS	660	mqnA	4.2.1.151		Chorismate dehydratase
OIJNACAG_00033	CDS	924	ccp	1.11.1.5	COG1858	Cytochrome c551 peroxidase
OIJNACAG_00034	CDS	2085				hypothetical protein
OIJNACAG_00035	CDS	1008	pseB	4.2.1.115	COG1086	UDP-N-acetylglucosamine 4,6-dehydratase (inverting)
OIJNACAG_00036	CDS	1128	pseC	2.6.1.92	COG0399	UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase
OIJNACAG_00037	CDS	243	queC	6.3.4.20		7-cyano-7-deazaguanine synthase
OIJNACAG_00038	CDS	603				hypothetical protein
OIJNACAG_00039	CDS	1248				hypothetical protein
OIJNACAG_00040	CDS	1128	takP		COG4663	Alpha-keto acid-binding periplasmic protein TakP
OIJNACAG_00041	CDS	999				hypothetical protein
OIJNACAG_00042	CDS	1935	metG	6.1.1.10		Methionine--tRNA ligase
OIJNACAG_00043	CDS	204				hypothetical protein
OIJNACAG_00044	CDS	321	fbp	3.1.3.11	COG0158	Fructose-1,6-bisphosphatase class 1
OIJNACAG_00045	CDS	1206				IS256 family transposase ISDha1
OIJNACAG_00046	CDS	966				IS110 family transposase ISAli16
OIJNACAG_00047	CDS	627				hypothetical protein
OIJNACAG_00048	CDS	555				hypothetical protein
OIJNACAG_00049	CDS	663				hypothetical protein
OIJNACAG_00050	CDS	1296				hypothetical protein
OIJNACAG_00051	CDS	1566	emrB			Multidrug export protein EmrB
OIJNACAG_00052	CDS	1116	emrA			Colistin resistance protein EmrA
OIJNACAG_00053	CDS	957				hypothetical protein
OIJNACAG_00054	CDS	669				hypothetical protein
OIJNACAG_00055	CDS	1260	flgE_1		COG1749	Flagellar hook protein FlgE
OIJNACAG_00056	CDS	2370	flgE_2		COG1749	Flagellar hook protein FlgE
OIJNACAG_00057	CDS	423	trxC_1	1.8.1.8	COG0526	Thioredoxin 2
OIJNACAG_00058	CDS	312				hypothetical protein
OIJNACAG_00059	CDS	1200	ugd	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
OIJNACAG_00060	CDS	546	rnhB	3.1.26.4	COG0164	Ribonuclease HII
OIJNACAG_00061	CDS	339	glnB_1		COG0347	Nitrogen regulatory protein P-II
OIJNACAG_00062	CDS	1176	nrgA			Ammonium transporter
OIJNACAG_00063	CDS	1065				hypothetical protein
OIJNACAG_00064	CDS	312	rpsJ		COG0051	30S ribosomal protein S10
OIJNACAG_00065	CDS	432				hypothetical protein
OIJNACAG_00066	CDS	1620	mdtB			Multidrug resistance protein MdtB
OIJNACAG_00067	CDS	756	czcB			Cobalt-zinc-cadmium resistance protein CzcB
OIJNACAG_00068	CDS	1437				hypothetical protein
OIJNACAG_00069	CDS	663				hypothetical protein
OIJNACAG_00070	CDS	624	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
OIJNACAG_00071	CDS	3084	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
OIJNACAG_00072	CDS	333				hypothetical protein
OIJNACAG_00073	CDS	312				hypothetical protein
OIJNACAG_00074	CDS	627	SERB	3.1.3.3	COG0560	Phosphoserine phosphatase
OIJNACAG_00075	CDS	912	yitJ		COG0646	Bifunctional homocysteine S-methyltransferase/5,10-methylenetetrahydrofolate reductase
OIJNACAG_00076	CDS	270				hypothetical protein
OIJNACAG_00077	CDS	474	moaC	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
OIJNACAG_00078	CDS	618	mobA	2.7.7.77	COG0746	putative molybdenum cofactor guanylyltransferase
OIJNACAG_00079	CDS	1260	dmdA	4.2.1.85		2,3-dimethylmalate dehydratase large subunit
OIJNACAG_00080	CDS	1212	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
OIJNACAG_00081	CDS	975				hypothetical protein
OIJNACAG_00082	CDS	639	bluB	1.13.11.79	COG0778	5,6-dimethylbenzimidazole synthase
OIJNACAG_00083	CDS	1725				hypothetical protein
OIJNACAG_00084	CDS	264	rpsR		COG0238	30S ribosomal protein S18
OIJNACAG_00085	CDS	582	ssb		COG0629	Single-stranded DNA-binding protein
OIJNACAG_00086	CDS	387	rpsF		COG0360	30S ribosomal protein S6
OIJNACAG_00087	tRNA	76				tRNA-Phe(gaa)
OIJNACAG_00088	CDS	972	secF		COG0341	Protein translocase subunit SecF
OIJNACAG_00089	CDS	1566	secD		COG0342	Protein translocase subunit SecD
OIJNACAG_00090	CDS	267				hypothetical protein
OIJNACAG_00091	CDS	1236	lnt	2.3.1.269		Apolipoprotein N-acyltransferase
OIJNACAG_00092	CDS	2097	ppk	2.7.4.1	COG0855	Polyphosphate kinase
OIJNACAG_00093	CDS	531	yrdA		COG0663	Protein YrdA
OIJNACAG_00094	CDS	1842				hypothetical protein
OIJNACAG_00095	CDS	1023	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
OIJNACAG_00096	CDS	648				hypothetical protein
OIJNACAG_00097	CDS	1146				hypothetical protein
OIJNACAG_00098	CDS	936				hypothetical protein
OIJNACAG_00099	CDS	213				hypothetical protein
OIJNACAG_00100	CDS	306				hypothetical protein
OIJNACAG_00101	CDS	762				hypothetical protein
OIJNACAG_00102	CDS	177				hypothetical protein
OIJNACAG_00103	CDS	225				hypothetical protein
OIJNACAG_00104	CDS	216				hypothetical protein
OIJNACAG_00105	CDS	270				hypothetical protein
OIJNACAG_00106	CDS	111				hypothetical protein
OIJNACAG_00107	CDS	210				hypothetical protein
OIJNACAG_00108	CDS	258				hypothetical protein
OIJNACAG_00109	CDS	177				hypothetical protein
OIJNACAG_00110	CDS	180				hypothetical protein
OIJNACAG_00111	CDS	690				hypothetical protein
OIJNACAG_00112	CDS	660				hypothetical protein
OIJNACAG_00113	CDS	108				hypothetical protein
OIJNACAG_00114	CDS	465	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
OIJNACAG_00115	CDS	837	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
OIJNACAG_00116	CDS	387				hypothetical protein
OIJNACAG_00117	CDS	252				hypothetical protein
OIJNACAG_00118	CDS	1068	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
OIJNACAG_00119	CDS	510	DmdB	4.2.1.85		2,3-dimethylmalate dehydratase small subunit
OIJNACAG_00120	CDS	789	flgG_1		COG4786	Flagellar basal-body rod protein FlgG
OIJNACAG_00121	CDS	132				hypothetical protein
OIJNACAG_00122	CDS	822	flgG_2		COG4786	Flagellar basal-body rod protein FlgG
OIJNACAG_00123	CDS	1836	rpoD		COG0568	RNA polymerase sigma factor RpoD
OIJNACAG_00124	CDS	687				hypothetical protein
OIJNACAG_00125	CDS	1548	groL			60 kDa chaperonin
OIJNACAG_00126	CDS	381	bamA			Outer membrane protein assembly factor BamA
OIJNACAG_00127	CDS	1071	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
OIJNACAG_00128	CDS	876				hypothetical protein
OIJNACAG_00129	CDS	237				hypothetical protein
OIJNACAG_00130	CDS	2406	copA	7.2.2.8		putative copper-importing P-type ATPase A
OIJNACAG_00131	CDS	237				hypothetical protein
OIJNACAG_00132	CDS	288				hypothetical protein
OIJNACAG_00133	CDS	1008	hldD	5.1.3.20	COG0451	ADP-L-glycero-D-manno-heptose-6-epimerase
OIJNACAG_00134	CDS	1437	hldE		COG2870	Bifunctional protein HldE
OIJNACAG_00135	CDS	594				hypothetical protein
OIJNACAG_00136	CDS	984	rfaF	2.-.-.-	COG0859	ADP-heptose--LPS heptosyltransferase 2
OIJNACAG_00137	CDS	1269				hypothetical protein
OIJNACAG_00138	CDS	1410	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
OIJNACAG_00139	CDS	222				hypothetical protein
OIJNACAG_00140	CDS	1845				hypothetical protein
OIJNACAG_00141	CDS	483				hypothetical protein
OIJNACAG_00142	CDS	381	trxC_2		COG0526	Putative thioredoxin 2
OIJNACAG_00143	CDS	642				hypothetical protein
OIJNACAG_00144	CDS	987	trpD_1	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
OIJNACAG_00145	CDS	249			COG1188	putative protein
OIJNACAG_00146	CDS	1266				hypothetical protein
OIJNACAG_00147	CDS	249				hypothetical protein
OIJNACAG_00148	CDS	432				hypothetical protein
OIJNACAG_00149	CDS	1329	flaA		COG1344	Flagellin A
OIJNACAG_00150	CDS	867				hypothetical protein
OIJNACAG_00151	CDS	534	petA	7.1.1.8	COG0723	Ubiquinol-cytochrome c reductase iron-sulfur subunit
OIJNACAG_00152	CDS	1215	fbcH		COG1290	Cytochrome b/c1
OIJNACAG_00153	CDS	1014				hypothetical protein
OIJNACAG_00154	CDS	474				hypothetical protein
OIJNACAG_00155	CDS	966	moaA	4.1.99.22	COG2896	GTP 3',8-cyclase
OIJNACAG_00156	CDS	756	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
OIJNACAG_00157	CDS	582				hypothetical protein
OIJNACAG_00158	CDS	270				hypothetical protein
OIJNACAG_00159	CDS	1338				hypothetical protein
OIJNACAG_00160	tRNA	78				tRNA-Pro(tgg)
OIJNACAG_00161	tRNA	77				tRNA-His(gtg)
OIJNACAG_00162	tRNA	77				tRNA-Arg(tcg)
OIJNACAG_00163	CDS	363				hypothetical protein
OIJNACAG_00164	CDS	414	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
OIJNACAG_00165	CDS	285			COG1145	putative ferredoxin-like protein
OIJNACAG_00166	CDS	1170	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
OIJNACAG_00167	CDS	282				hypothetical protein
OIJNACAG_00168	CDS	231				hypothetical protein
OIJNACAG_00169	tmRNA	377	ssrA			transfer-messenger RNA, SsrA
OIJNACAG_00170	CDS	972	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
OIJNACAG_00171	CDS	1116	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
OIJNACAG_00172	CDS	1539	bicA		COG0659	Bicarbonate transporter BicA
OIJNACAG_00173	CDS	1548				hypothetical protein
OIJNACAG_00174	CDS	720	flgH			Flagellar L-ring protein
OIJNACAG_00175	CDS	984				hypothetical protein
OIJNACAG_00176	CDS	612	apeB	3.4.11.-	COG1362	putative M18 family aminopeptidase 2
OIJNACAG_00177	CDS	255	rplC		COG0087	50S ribosomal protein L3
OIJNACAG_00178	CDS	615	rplD			50S ribosomal protein L4
OIJNACAG_00179	CDS	282	rplW		COG0089	50S ribosomal protein L23
OIJNACAG_00180	CDS	846	rplB			50S ribosomal protein L2
OIJNACAG_00181	CDS	279	rpsS		COG0185	30S ribosomal protein S19
OIJNACAG_00182	CDS	318	rplV		COG0091	50S ribosomal protein L22
OIJNACAG_00183	CDS	714	rpsC		COG0092	30S ribosomal protein S3
OIJNACAG_00184	CDS	426	rplP		COG0197	50S ribosomal protein L16
OIJNACAG_00185	CDS	189				hypothetical protein
OIJNACAG_00186	CDS	246	rpsQ		COG0186	30S ribosomal protein S17
OIJNACAG_00187	CDS	369	rplN		COG0093	50S ribosomal protein L14
OIJNACAG_00188	CDS	231	rplX			50S ribosomal protein L24
OIJNACAG_00189	CDS	549	rplE		COG0094	50S ribosomal protein L5
OIJNACAG_00190	CDS	186	rpsZ			30S ribosomal protein S14 type Z
OIJNACAG_00191	CDS	396	rpsH		COG0096	30S ribosomal protein S8
OIJNACAG_00192	CDS	537	rplF		COG0097	50S ribosomal protein L6
OIJNACAG_00193	CDS	357	rplR			50S ribosomal protein L18
OIJNACAG_00194	CDS	441	rpsE		COG0098	30S ribosomal protein S5
OIJNACAG_00195	CDS	399	rplO			50S ribosomal protein L15
OIJNACAG_00196	CDS	1509	ndhB	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
OIJNACAG_00197	CDS	1551	nuoM	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
OIJNACAG_00198	CDS	1926	nuoL	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
OIJNACAG_00199	CDS	306	nuoK	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
OIJNACAG_00200	CDS	564	nuoJ	7.1.1.-	COG0839	NADH-quinone oxidoreductase subunit J
OIJNACAG_00201	CDS	618	ndhI	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
OIJNACAG_00202	CDS	981	nqo8	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit 8
OIJNACAG_00203	CDS	2487				hypothetical protein
OIJNACAG_00204	CDS	2244				hypothetical protein
OIJNACAG_00205	CDS	2034	sfrB	1.-.-.-	COG0493	NADPH-Fe(3+) oxidoreductase subunit beta
OIJNACAG_00206	CDS	231				hypothetical protein
OIJNACAG_00207	CDS	1242	nqo4	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit 4
OIJNACAG_00208	CDS	807	ndhJ	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit J, chloroplastic
