locus_tag	ftype	length_bp	gene	EC_number	COG	product
ABDEFMLG_00001	CDS	294				hypothetical protein
ABDEFMLG_00002	CDS	900				hypothetical protein
ABDEFMLG_00003	CDS	711				hypothetical protein
ABDEFMLG_00004	CDS	267				hypothetical protein
ABDEFMLG_00005	CDS	1785				hypothetical protein
ABDEFMLG_00006	CDS	468	IMPDH_1	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
ABDEFMLG_00007	CDS	1065				hypothetical protein
ABDEFMLG_00008	CDS	600	trmY_1	2.1.1.257	COG1901	tRNA (pseudouridine(54)-N(1))-methyltransferase
ABDEFMLG_00009	CDS	495		3.2.2.-	COG3663	Hypoxanthine DNA glycosylase
ABDEFMLG_00010	CDS	192				hypothetical protein
ABDEFMLG_00011	CDS	561				hypothetical protein
ABDEFMLG_00012	CDS	657		1.11.1.15	COG0450	Peroxiredoxin
ABDEFMLG_00013	CDS	513				hypothetical protein
ABDEFMLG_00014	CDS	219				hypothetical protein
ABDEFMLG_00015	CDS	150				hypothetical protein
ABDEFMLG_00016	CDS	672				hypothetical protein
ABDEFMLG_00017	CDS	270				hypothetical protein
ABDEFMLG_00018	CDS	1131				hypothetical protein
ABDEFMLG_00019	CDS	315				hypothetical protein
ABDEFMLG_00020	CDS	420			COG0100	30S ribosomal protein S11
ABDEFMLG_00021	CDS	771	rpoD	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit D
ABDEFMLG_00022	tRNA	87				tRNA-Leu(gag)
ABDEFMLG_00023	CDS	348			COG1727	50S ribosomal protein L18e
ABDEFMLG_00024	CDS	411				hypothetical protein
ABDEFMLG_00025	CDS	396	rps9		COG0103	30S ribosomal protein S9
ABDEFMLG_00026	CDS	198	rpoN	2.7.7.6	COG1644	DNA-directed RNA polymerase subunit N
ABDEFMLG_00027	CDS	1149		3.6.4.12	COG1204	ATP-dependent DNA helicase Hel308
ABDEFMLG_00028	CDS	783				hypothetical protein
ABDEFMLG_00029	CDS	159				hypothetical protein
ABDEFMLG_00030	CDS	768				hypothetical protein
ABDEFMLG_00031	CDS	699				hypothetical protein
ABDEFMLG_00032	CDS	378				hypothetical protein
ABDEFMLG_00033	CDS	357				hypothetical protein
ABDEFMLG_00034	CDS	984	truB	5.4.99.25	COG0130	putative tRNA pseudouridine synthase B
ABDEFMLG_00035	CDS	651				hypothetical protein
ABDEFMLG_00036	CDS	327				hypothetical protein
ABDEFMLG_00037	CDS	738				hypothetical protein
ABDEFMLG_00038	CDS	291				hypothetical protein
ABDEFMLG_00039	CDS	414	lspA	3.4.23.36		Lipoprotein signal peptidase
