locus_tag	ftype	length_bp	gene	EC_number	COG	product
IBGHHJGK_00001	CDS	327				hypothetical protein
IBGHHJGK_00002	CDS	639				hypothetical protein
IBGHHJGK_00003	CDS	180				hypothetical protein
IBGHHJGK_00004	CDS	231				hypothetical protein
IBGHHJGK_00005	CDS	1587				hypothetical protein
IBGHHJGK_00006	CDS	444				hypothetical protein
IBGHHJGK_00007	CDS	138				hypothetical protein
IBGHHJGK_00008	CDS	1917	smc_1			Chromosome partition protein Smc
IBGHHJGK_00009	CDS	2859				hypothetical protein
IBGHHJGK_00010	CDS	1179				hypothetical protein
IBGHHJGK_00011	CDS	1911				hypothetical protein
IBGHHJGK_00012	CDS	1089				hypothetical protein
IBGHHJGK_00013	CDS	705				hypothetical protein
IBGHHJGK_00014	CDS	183				hypothetical protein
IBGHHJGK_00015	CDS	651	ycf3_1			Photosystem I assembly protein Ycf3
IBGHHJGK_00016	CDS	435				hypothetical protein
IBGHHJGK_00017	CDS	711				hypothetical protein
IBGHHJGK_00018	CDS	1170				hypothetical protein
IBGHHJGK_00019	CDS	1281	priS	2.7.7.-	COG1467	DNA primase small subunit PriS
IBGHHJGK_00020	CDS	657				hypothetical protein
IBGHHJGK_00021	CDS	198				hypothetical protein
IBGHHJGK_00022	CDS	822	eif2a		COG1093	Translation initiation factor 2 subunit alpha
IBGHHJGK_00023	CDS	279				hypothetical protein
IBGHHJGK_00024	CDS	756				hypothetical protein
IBGHHJGK_00025	CDS	2589				hypothetical protein
IBGHHJGK_00026	CDS	273				hypothetical protein
IBGHHJGK_00027	CDS	1203				hypothetical protein
IBGHHJGK_00028	CDS	1242	htpX	3.4.24.-		Protease HtpX
IBGHHJGK_00029	CDS	564				hypothetical protein
IBGHHJGK_00030	CDS	759				hypothetical protein
IBGHHJGK_00031	CDS	138				hypothetical protein
IBGHHJGK_00032	CDS	402	resA_1			Thiol-disulfide oxidoreductase ResA
IBGHHJGK_00033	CDS	222				hypothetical protein
IBGHHJGK_00034	CDS	1728		6.2.1.40	COG0318	4-hydroxybutyrate--CoA ligase 2
IBGHHJGK_00035	CDS	195				hypothetical protein
IBGHHJGK_00036	CDS	1146	namA_1	1.6.99.1		NADPH dehydrogenase
IBGHHJGK_00037	CDS	930	zitB			Zinc transporter ZitB
