locus_tag	ftype	length_bp	gene	EC_number	COG	product
OCEAAFEL_00001	CDS	924				hypothetical protein
OCEAAFEL_00002	CDS	4104				hypothetical protein
OCEAAFEL_00003	CDS	828				hypothetical protein
OCEAAFEL_00004	CDS	264				hypothetical protein
OCEAAFEL_00005	CDS	1137	kefB_1			Glutathione-regulated potassium-efflux system protein KefB
OCEAAFEL_00006	CDS	396				hypothetical protein
OCEAAFEL_00007	CDS	378				hypothetical protein
OCEAAFEL_00008	CDS	642	der_1			GTPase Der
OCEAAFEL_00009	CDS	585	IMPDH_1	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
OCEAAFEL_00010	CDS	894			COG0517	putative protein
OCEAAFEL_00011	CDS	777				hypothetical protein
OCEAAFEL_00012	tRNA	86				tRNA-Ser(gct)
OCEAAFEL_00013	CDS	450			COG0099	30S ribosomal protein S13
OCEAAFEL_00014	CDS	549	rps4		COG0522	30S ribosomal protein S4
OCEAAFEL_00015	CDS	393			COG0100	30S ribosomal protein S11
OCEAAFEL_00016	CDS	825	rpoD_1	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit D
OCEAAFEL_00017	CDS	363			COG1727	50S ribosomal protein L18e
OCEAAFEL_00018	CDS	2244				hypothetical protein
OCEAAFEL_00019	CDS	2046				hypothetical protein
OCEAAFEL_00020	CDS	405				hypothetical protein
OCEAAFEL_00021	CDS	615	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
OCEAAFEL_00022	CDS	669	queC	6.3.4.20		7-cyano-7-deazaguanine synthase
OCEAAFEL_00023	CDS	510				hypothetical protein
OCEAAFEL_00024	CDS	876				hypothetical protein
OCEAAFEL_00025	CDS	1203	mat	2.5.1.6	COG1812	S-adenosylmethionine synthase
OCEAAFEL_00026	CDS	885	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
OCEAAFEL_00027	CDS	720	hisF_1	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
OCEAAFEL_00028	CDS	579	hisB	4.2.1.19	COG0131	Imidazoleglycerol-phosphate dehydratase
OCEAAFEL_00029	CDS	207	han1A			Archaeal histone HAN1 subunit A
OCEAAFEL_00030	CDS	753				hypothetical protein
OCEAAFEL_00031	CDS	1002	thiL_1	2.7.4.16		Thiamine-monophosphate kinase
OCEAAFEL_00032	tRNA	85				tRNA-Leu(gag)
OCEAAFEL_00033	CDS	537				hypothetical protein
OCEAAFEL_00034	CDS	423			COG0864	Putative nickel-responsive regulator
OCEAAFEL_00035	CDS	285				hypothetical protein
OCEAAFEL_00036	CDS	1194				hypothetical protein
OCEAAFEL_00037	CDS	537				hypothetical protein
OCEAAFEL_00038	CDS	945	cheB_1	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
OCEAAFEL_00039	CDS	1689				hypothetical protein
OCEAAFEL_00040	CDS	1203				hypothetical protein
OCEAAFEL_00041	CDS	414				hypothetical protein
OCEAAFEL_00042	CDS	1824	purF_1	2.4.2.14		Amidophosphoribosyltransferase
OCEAAFEL_00043	CDS	1647	ubiB	2.7.-.-		protein kinase UbiB
OCEAAFEL_00044	CDS	1026				hypothetical protein
OCEAAFEL_00045	CDS	1707				hypothetical protein
OCEAAFEL_00046	CDS	1185				hypothetical protein
OCEAAFEL_00047	CDS	1203				hypothetical protein
OCEAAFEL_00048	CDS	1023	gap	1.2.1.59	COG0057	Glyceraldehyde-3-phosphate dehydrogenase
OCEAAFEL_00049	CDS	810				hypothetical protein
OCEAAFEL_00050	CDS	1473	cheB_2	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
OCEAAFEL_00051	CDS	1521	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
OCEAAFEL_00052	CDS	747				hypothetical protein
OCEAAFEL_00053	CDS	918	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
OCEAAFEL_00054	CDS	2727	cheB_3	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
OCEAAFEL_00055	CDS	1434				hypothetical protein
OCEAAFEL_00056	CDS	231				hypothetical protein
OCEAAFEL_00057	CDS	168				hypothetical protein
OCEAAFEL_00058	CDS	684				hypothetical protein
OCEAAFEL_00059	CDS	339				hypothetical protein
OCEAAFEL_00060	CDS	792				hypothetical protein
OCEAAFEL_00061	CDS	138				hypothetical protein
OCEAAFEL_00062	CDS	1284				hypothetical protein
OCEAAFEL_00063	CDS	585				hypothetical protein
OCEAAFEL_00064	CDS	858	livG_1		COG0411	putative branched-chain amino acid transport ATP-binding protein LivG
OCEAAFEL_00065	CDS	930		3.2.2.-	COG1397	putative protein
OCEAAFEL_00066	CDS	840				hypothetical protein
OCEAAFEL_00067	CDS	831				hypothetical protein
OCEAAFEL_00068	CDS	435				hypothetical protein
OCEAAFEL_00069	CDS	345				hypothetical protein
OCEAAFEL_00070	CDS	981	birA	6.3.4.15		Bifunctional ligase/repressor BirA
OCEAAFEL_00071	CDS	486				hypothetical protein
OCEAAFEL_00072	CDS	579				hypothetical protein
OCEAAFEL_00073	CDS	1434	rtcB	6.5.1.-	COG1690	tRNA-splicing ligase RtcB
OCEAAFEL_00074	CDS	408			COG1371	Protein archease
OCEAAFEL_00075	CDS	261				hypothetical protein
OCEAAFEL_00076	CDS	315				hypothetical protein
